,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X300014.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X600741.SH,X000800.SZ,X600584.SH,X002414.SZ,X600183.SH,X002236.SZ,X601877.SH,X000625.SZ,X000977.SZ,X002179.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X002463.SZ,X600118.SH,X002180.SZ,X601799.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.100441910539242,0,0,0,0,0,0.0821552069793161,0,0,0,0,0,0,0,0,0,0,0,0,0.171100903316093,0,0.175551854663834,0,0,0,0,0.00705171296464926,0,0,0,0,0.0119678077950104,0,0,0,0,0,0,0,0,0,0.0383947726702156,0,0,0,0,0,0,0,0,0.00770234346219287,0.00130935273537935,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.222602033080625,0,0,0,0.214308378265149,0,0,0.347911042945978,0,0,0.0430258285182352,0.0743242989948465,0,0.0312455240491756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00701924906610817,0.00261964776126505,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0319738500063369,0,0,0,0,0,0,0.0238015316708712,0,0,0,0,0,0,0.107409911234252,0,0.16245789331125,0,0,0.118791955997344,0.0505224907065881,0,0,0,-0.0143380024371109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858047017669217,0,-0.0132179317023751,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289497482901174,0,0,0.0687840336573851,0.113519563192525,0,0,0,0,0.0318190796824951,0,0,0,0,0.0295478443682326,0,0.150553642995771,0,0,0,0,0,0.0592731772944479,0,0,0.0161299488415154,0,0,0,0,0,0,-0.0388111704879232,0,-0.032909236624283,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0283738414183355,0,0,0,0.0837728991261834,0,0,0,0.102954248636985,0,0.0120262446479635,0,0,0.0642364343500978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305348484553951,0,0,0,0,0,0,0.0187602718953161,-0.0248392471912732,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.134801168519398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165206804123226,0,0,0,0,0.29918849396862,0,0,0.0962269853025439,0,0,0,0,0,0.064790055927708,0,0,0.0337293511100301,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0814952989823381,0.0448835624745597,0,0,0,0,0,0,0,0,0,-0.0301581689752512,0,0,0,0,0,0,0,0,0,0,0,0.0444102363095402,0,0,0,0.20192371552548,0,0.104778247991411,0,0,0.000450078189586509,0,0,0.10617064868538,0.0559426032422187,0,0,0,0,0,-0.111427835845383,-0.00669773490558762,0.00634241119668493,0,0,0,0,0,0
X002304.SZ,0,0.201774636988841,0,0,0,0,0,0,0,0,0,0.356350288023323,0,0,0,0,0.113431634022053,0,0,0,0.0463505921773756,0,0.137847334586823,0.0498477342790227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129781076185374,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.083474200161276,0,0,0,-0.106565041610519,0,0,0,0,-0.0903676417249778,0,0.153010154154154,0,0,0,0,0,0,0.195597811974276,0,0,0.0112289856978845,0,0.0673627431021709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126144801235192,0,0,0,0,0,0.0480758236594879,0,0,0.0195486827910377,-0.039227791153868,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0527006763410445,-0.0415322918561717,0,0,0,0,0,0,0.377247866477666,0,0,0,0,0,0,0.0262428855817453,0,0,0,0.038571318102196,0.0574814556789567,0,0.160795499295304,0,0,-0.111995091178322,0,0,0,0,0,0,0,0,0.0944437757619158,-0.00971643325634529,0,0,0.234591584234845,0,0,0,0,0,-0.00500444713471707,-0.0208572074178099,0,0,0,0,0,0
