,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X000800.SZ,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X002463.SZ,X300142.SZ,X000733.SZ,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.107891908329595,0,0.188868571910525,0.114596159079474,0,0.115005901338814,0,0,0,0.0627355378631032,0,0,0,0,0,0,0,0,0,0.0397042574755047,0.0402741545445651,0,0,0,0,0,0,-0.0146892444141913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190622627409251,0,0,0,0,0,0,0.00654536279560169,0,0.00224475589506634,0,0,0,0,0
X000858.SZ,0.252386718218708,0,0,0.121274267476434,0,0,0,0,0,0,0,0,0.196822254389006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866804355091504,0,0,0,0,0,0,0,0,0,0.153003424315451,0,0,-0.146658060828478,0,0,0,0.0529741827893537,0,0,0.0214368832103481,0,0.0789999108321633,0.0519786256051142,0,-0.000534264738938685,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00487765106043629,0,0,0,0.178736711910612,0,0,0,0,0,0,0,0,0,0.117556466285517,0,0,0,0,0,0,0,0,0,0.133070513077874,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.081360256558776,0.00805938021710786,-0.0127221887384896,0,0,0,0,0,0
X000568.SZ,0.392174676084252,0,0,0,0.378042286659569,0,0,0,0,0,0,0.0229543594616953,0,0,0,0.207149325130269,0,0.0386759070585388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554123240129327,0,0,0.015615295474304,0,0,-3.46944695195361e-18,0,0,0,0,0.00401853600828924,0.0077181961495273,0,0,0,0,0,0
X600809.SH,0.132857864678193,0,0,0.612552700057409,0,0,0.0220595662841732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905854885291084,0,0,0,0.0489665805462859,0,0,0,0,-0.0745396532747021,0,0,0,0,0,-0.0667402176860572,0,0,0,0,0,0,-0.0992886613973813,0,0,0.0304116138801047,-0.0577129573972475,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.177839275696106,0,0,0,0,0,0,0,-0.0326023512494555,0,0,0,0.0419804616760099,0,0,0,0.0420620974639942,0,0,0,0,0,0.18531949325698,0,0,0,0,0,-0.0269610669591235,0,0,0,0,0,0,0,0,-0.0275820625720752,0,-0.080446784006434,0,0.340492033999202,0,-0.00594464261651595,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.194002451081717,0,0,0,0,0,0,0,0,0,0,0,0,0.240551602843035,0,0,0,0,0,0,0,0,0,0,0,0,0.0533607385734776,0,0,0,0,0.0543813539966748,0,0,0,0,0,0,0.0787087127796718,0,0,0.186072956732568,0,0.0977166429418502,0,0.0485542643586967,0,-0.117177691255122,0.162798013238559,0,0,0,-0.146393409122664,0,0
X600690.SH,0.115335674261121,0,0,0.021198307704304,0,0,0,0,0,0,0,0.038808551241112,0,0,0,0,0,0,0.0539707252293482,0.097877413658489,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0266150628515533,0,0,0,3.46944695195361e-18,0,0,0,0.11127041629147,0,0,0,0.0644152909521801,0,0,0,0,0,-0.0228555505446522,0.0383259984719864,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.00287058939229957,0.00319355002080571,0,0,0,0,0.225150433160734,0,0,0,0,0,0,0,0.00899060098938517,0,0,0,0,0.102363663741238,0,0,0,-0.103384057107249,0,0,0,0,0.043392633474976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04510309529202,-0.107719034449383,0.0936639237163013,0,0,0,0,0
X002304.SZ,0,0,0,0.225387854843148,0.0597147711546216,0,0,0,0,0,0,0,0.0929046848949159,0,0,0,0,0.0748402020031034,0,0,0.198721801640607,0,0,0,0,0,0,0,0,0,0,-0.0553084070996731,0,0,0,-0.028386045588952,0,0,0,0,0,0,-0.0232808513452377,0.108559767615663,0,0,0,0,0,0,0,0,-0.0158550712760978,-0.0496298603412399,0,0,0,0,0
X600104.SH,0.0893816406199678,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0834078587227468,0.195999986872734,0,0,0,0,0,0.0408649687128198,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678507197180141,0.0356727096985728,0.136143503254877,0,0,0,0.0500715761935524,0,0,0,0,0.027224983633575,0.0634854916072975,0,0,0,-0.0554599212741949,0,-0.044688693741815,0,0,0.00105757944364644,0,0,0,0,0,0
X300124.SZ,0,0,0,0.00571229333283135,0,0,0,0,0.233860748503079,0,0,0,-0.046012961398545,0,0,0,-0.028104170525223,0,0.211274157730529,0,0.135698828221639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401628640501256,0,0,-0.00306511109201244,0.0455402481864674,0,0,0,0,0,0
X000625.SZ,0,0.0551209336395117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223596658818021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037001293145039,0.33612649093292,0,0.610213585392498,-0.0459638605896203,0.107293505913014,0,0,0,0,0,0.225728992955915,0,0,0,0,0,0,0,0,-0.00420325076616304,0,-0.175952182904376,0,0,0,0,0
X003816.SZ,0.0308954433217904,0,0,0,0,0,-0.183773845894142,0,0,0,0,0,0,0,0,0,0,0.00934531211179362,0,0,0,0,0,0,-0.0111572652514224,0,0,0.0828233812520646,-0.0488533821438887,0,-0.0621199827323323,-0.0912241252707559,0,0,0.103332785621486,0,0.0485144381815994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00582582201327795,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459500327007392,0,0,0.0536039492436909,0,0,0,0,0.110236405608393,0.461206962574947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485729623460543,0,0,0.0238470064245837,0,0,0,0.00714328757613581,0,-0.0338404212112226,0.0580970068294963,0,0,0,-0.354611655848069,0,0
X000596.SZ,0,0,0,0.401718164379539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190159795725411,0,0,0,0,0,0.00553815789091784,0.0268564053230215,0,0,0,0,0,0,0,0.00621059208236605,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.193752288541934,0,0,0,0,0,0,0,0.0548177645350285,0,0,0,0,0,0,0,0,0,0.0912296943685467,0,0.0192954415933028,0,0.170189194705848,0,0,0.171206982629929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129899975467255,0,0,-0.0686639174709658,0.0720896218876686,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.21133807405722,0,0,0,0,0,0,0.0304879977340831,0,0,-0.483346231158365,0,0,0,0,0,0,0,0,0.0228952207597745,0.0713833394811436,0,0,0,0,0,0,0,0,0,0.445805354458106,0,0,0,0,0.229198623223587,0,0.388541491467871,0,0,0,0,0,0.69472066500197,0,0.0100349831469976,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0232481085260845,0,0.0578920037483968,0,0,0,0.089995563263455,0,0,0,0,0,0,0,0,0.0303037874419527,0,0,0.0457832565822921,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0619809562817145,0,0,0,0,0,0.0699246146945121,0,0,0,-0.122765509406911,0,0,0,-0.00874247809838445,0,0,0,0,0,0,0
