,X600519.SH,X002415.SZ,X600104.SH,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600031.SH,X002456.SZ,X000625.SZ,X002008.SZ,X601877.SH,X600487.SH,X000100.SZ,X300136.SZ,X600066.SH,X600809.SH,X600522.SH,X002508.SZ,X300124.SZ,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002294.SZ,X600498.SH,X002085.SZ,X600699.SH,X000981.SZ,X000050.SZ,X000596.SZ,X000157.SZ,X600177.SH,X300142.SZ,X600584.SH,X002179.SZ,X600566.SH,X000661.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.250755308134456,0,0.189552669897471,0.126548283573859,-0.0143143143539711,0,0.00419626323991937,0,0,0,0,0,0,0,0,0,0,0.131710600111346,0,0.0398917835087602,1.38777878078145e-17,0,0,0.115528690444411,0.0720976817566174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446466790554781,0,0,0,0,0.0326467636583511,0,0,0.0277885606469305,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808858439836539,0,0.066071420795609,0,0,0.0624616587615452,0,0,0,0.251310725823449,0,0,0,0,0.0515416529078283,0,0,-0.00954532043798905,0,-0.0614130482755241,0,0,0,0,0.0277191675057612,0,0,0.0912799952072657,0.0600542210348504,0,0,0.00116634496141771,0,0,0,0,0,0,0
X600104.SH,0,-0.122892472973005,0,0,0,0,0,0,0,0,0.0761890182745126,0,0.338130714080397,0.0594179724054497,0,0,0,0,0.0743398386831766,0,0,0,0,0.016066847017027,0,0.0449406978106176,0,0,0,0,0,0,0,0,0,0,0,-0.0764662597429594,0,0,0,0,0,0,-0.0897519632294225,0,0,0,0.0914632515242937,0,0,-0.0399268031600023,0.0271618742927586,0,0,0,0,0,0
X000651.SZ,0,-0.063389010882342,0.177161138263883,0,0.164361544521421,0,0,0.0126870077312933,0,0,0,0,0.0359893015288801,0,0.140657330154569,-0.0561234677159442,0,0.139690303274015,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170650180867145,0,0,0,0,0,0,0,0,0.0237756576221339,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0,-0.0376430307731507,0,0,0,0,0,0.146291421446318,0,0,0,0.26794252784424,0,0,0,0,0,0,0,0,0,0.0325894578539695,0,0,0,0,0.245116698280914,0.00256745683518921,0,0,0,0,0,0,0,0,0,0.0664895571001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000744096873015115,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.14079549931966,0,0,0,0,0.272658752309498,0,0.0663159702295873,0,0.0764275191561557,0,0,-0.128946222803898,0,0,0.152411862110525,0,-0.106476381404913,0,0,0,0,0,0,0.268667337667515,0,0,0,0,0,0,0.372879512419031,0,0,0,0,0,0,0,0,0,0,0,-0.0219949337992449,0.0373680338844168,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.181879675303196,0,0,0,0.0608487337780174,0,0,0,-0.129047859828521,0,0,0,0,0,0,0,0.0491501220846261,0,0,0,0,0,0,0,0.1626828147483,0,0,-0.0860280517175863,0,0,0,0,0,0.0223555437046155,0,0,0,0,0,0,0,0,0.0220768004371795,0,0,0,0,0,0
X002304.SZ,0.0378445879286863,0,0,0,0.368603195717365,0,0,0,0,0,0.0518134203746962,0,0.0430693465604094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231338678563289,0,0,-0.0938653794959525,0,0,0,0,0,0.0247433505750636,0,0,0,0,0,0,0,-0.0300145535086456,0,0,0.0692887004105903,-0.0535484784485764,0,0,0,0.0301519597055738,0,0,0,0,0,0
X000063.SZ,-0.0586800164618234,0,0,0,0,0.386652969964609,0,-0.233934347119039,0,0,0,0,-0.0989712000906294,0,0.0128794676077383,0,0,0,0,0,0.0342339482143648,0,0,0,0,0,0,0,0,0,-0.152891287156643,0,0,0,0,0.220713448439776,0,0,0,0,0,0,0,0,0.238691507621021,0,0,0,0,0,0,0,0.0173564739351932,0,0,0,0,0,0
X600690.SH,0,0.108080362687311,0,0,0,0,0,0.0308056797935435,0,0,0.044816528656984,0.0319458740732572,0,0,0,0,0,0,0.0415553078890845,0,0,0,0,0,0.0506719786115076,0,0,0.234981683347829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.214525472056193,0,0,0.0518283018747561,0,0,0,0.0246304968589046,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0671053553212531,0.15792440962167,0,0,0.214017900084514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334697940006352,0,0.0158403296695005,0,0,0,0,0,0.0903225470905666,0,0,0,0.354253908601867,0,0,0,0,0.0178629061871719,0,0,0,0,0,0
X000568.SZ,0,0,0,0.102899069298648,0.633745190387034,0,0,0.048994354798991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423878838968858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570305589525302,0.084218126086185,0,0,0,0,0,0,-0.00206265071203582,0,0,0,0,0,0
X600741.SH,0,0,0.228169242381797,0,0,0.013083176383934,0,0,0,0.0862863858519578,0.0665042620556826,0.0185552083230888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152599732709616,0.0484583347831935,0,0.20623519555036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463058588037957,0,0,0.147368472444222,0,0,0,0,0.00963222655947881,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.102670496007836,0,0,0,0,0,0.00372777668021943,0,0.140041054959406,0,0.285677268971896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107230603380804,0,0,0,-0.0656031474391239,0,0,0,0,0,0,0
X002236.SZ,-0.0734242291786291,0.150937733940624,0,0,0,0,0,0.11069002661325,0.281406739901874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230273891672441,0,0,0,0,-0.0425751596803886,0,0,0,0,0,0,0.00532394803092742,0,0,0,0,0,-0.2039153301648,0,0,0,0,0,0,0,0.0111827494085331,0,0,-0.0268242076850844,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.0166972676610974,0,0,0,-0.0439681785172388,0,0,0,0.0475267020992801,0,0,0,0,0,0,0,0,0,0,0,0,-0.1191295742035,0,0,0,0,-0.221990218173356,0,0,0.200368314777963,0,0,0,0,0,0,0,0,0.170211420082214,0,0,0,0.0186977932298663,0,0,0,0.0239750884883535,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.124995593071038,0,0,0,0,-0.0361196866115479,0,0,0,0,0,0,0,0.558887727044508,0,0.096084214337044,-0.117323856424878,0,0,0,0,-0.0625606113106027,0,0,0,0,0,0.188813695474555,0,0,-0.000384007263222495,0,0,0,0,0,0,0,0,0,0,-0.0442747723821842,0,0.0951458758969521,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0213349111569241,0,0.0289433986776318,0,0,0,-0.538425459127185,0.108781702646816,0,0,0,0,0,-0.141048102822365,0,0,0,0,0,0,0.0702008503814891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132453099727174,0.198366577313974,0,0.0126205215606941,0.157658710076202,0,0,0,-0.0120040633517586,0,0,-0.0906528154487794,0.0136765040356804,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.204776070997591,0,0,0,0,0.295424960361518,0,0,0.119470069516474,0,0,0,0.146311537574882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785980635359814,0,0,0,0.0864799591713449,0,0,0,0,0.0270990310293553,0.100293503078896,0,0,0.0210899180701565,0,0,-0.0126232959572646,0,0,0,0,0,0,0
X000625.SZ,-0.0939425743884783,0,0,0,0,0,0,0,-0.0082131190970192,0,0,0,0.120647468438643,0,0,0,0,0,0,0,0.0345326709187435,0,0,0,0.0464122664203672,0,-0.025955828222683,0,0.0529604954404089,-8.67361737988404e-19,0,0,0.0848707053518564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184833522804169,0.00654658449008406,0,0,0,0,0,0
X002008.SZ,0,0.11862043455439,0,0,0,0,0.0752695615828509,0,-0.0303471270618146,0,0,0,0.327040754419419,0.128961516856772,0,0,0,0,0.00677151077399788,0,0,0,0.0929687917146871,0,0,0,0,0.0276714219092915,0.260283753153608,0.0681656728270855,0,0,0,0,0,0,0,0.0190322929665261,0,0.0457262837784158,0,0,0,0,0,0,0,0,0,0,0,-0.0145109230425599,0.0257335777852095,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.205996869928415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105108654822782,0,0.00668112504064215,0,0.0372587956406604,0,0.120145753156726,0,0,0,0,0,0,0.0810421716612157,0,0,0,0,0,0,0,0,0.16983940539212,0,0,0,3.46944695195361e-18,0,0,0.053457883388279,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,-0.0366092000059185,0,0,0,0,0,0,0,0.101367190867059,0,0,0,0,0.177156385727978,0.129134086364045,0,0,0,0,0,0.151876676966789,0,0,0,0,0,0,0,0.359784061419297,0.0229253046287625,0,0,0,0,0,0,0,0.195781267298228,0,0,0,-0.0354455509667575,0,0,0,-0.02196801409845,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0551745351268351,0,0,0,0,0.0255181108105488,0,0,0,0,0,0,0,0.160818005396833,0,0,0,0,0,0,0,0,-0.00587014700407458,0,0,0,0,0,0,0,0,0,0.0980809424916394,0,0.0766531250941585,0,0,0,0,0,0.00458173786487148,0,0.0799388443238223,0,0,0,0,0.0107101010476737,0,0,0,0,0,0
X300136.SZ,0,0.0785104650702803,0,0,0,0.00556181673500978,0,0,0.0577971875259674,0,0.0354669238375239,0,0,0.232901055368847,0,0,0,0,0,0,0,0,-0.0349163166149311,0,0,0,-0.0587603390207963,0,0.0364044087280951,0,0,0,0,0,0,0.117171037548509,0,0,0,0,0.0688622137393197,0,0,0,0,0,0,0,0,0,0,0,-0.0141521941935872,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,-0.0339740847563562,-0.104604352179966,0,0,0,0,0,0,0,0,0,0.0574593995895814,0.276358371022247,0,0.124539357013857,-0.0524685691096431,0,-0.0448319267517002,-0.222891806072107,0,0,0,0,0.334698425977079,0,0,0,0,-0.136193819212194,0,0,0,0,-0.360363889294642,0,0,0,0,0.0540229513443558,0,0,0,0,0,0,0,0.0025836332819394,0,0,0,0,0,0
X600809.SH,0.14927301497706,0,-0.0494800083845637,0,0,0,0,0,-0.0806832446783592,0,0,0.258485254126071,0,0,0,0,0.0808768149413992,0,0,0,0.116925928460062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851295301106859,0,0,0,0.395384289779438,0,0,0,-0.104931972811941,0,0,0,0,0,0,0,-0.00588892392725631,0,0,0,0,0,0
X600522.SH,0.189231684698062,0,0,0,0,0,0,0,0,0.177858702760425,0.146711958646237,0,0,0,0,0,0,0,0,0,0.303693349236818,0,0.136026636102789,0,0.0634978415039696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271159404525256,0,0,0,0,0,0,0,0,0,0,0.0144953373161445,0.0194524421012221,0,0,0,0,0,0
X002508.SZ,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.224086196198197,0,0,0.0742019735862398,0,0,0,0,0,0,0.148743522819159,0.0288376877859444,0.150343885880478,0,0,0,0,0,0,0,0,0,0,0.00616838029025374,0,0,0.0570464130154567,-0.142005220486515,0,0,0,0,0,0,0.0664012605276974,0,0,0,0,0,0,0,0,0.0192078134622975,0,0,0,0,0,0
X300124.SZ,0,0.279826948947268,0,0,0,0,0.252065013196974,0,0,0,0,0,0,0,0.0381433826418186,0,0,0,0,0,0,0.230206221745471,0,-0.0644253038984527,0.0505391572847679,0.113306266229913,0,0,0,0,0,0,0,0.172183757287671,0,0,0,0,0,0,-0.0490609452901844,0,0,0,0.187887046153022,0,0,0,0,0,0,0,0.0210965060789503,0,0,0,0,0,0
X300003.SZ,0,0.00165388100886566,0,0,0,0.12398688845293,0,0,0.0415720480301022,0,0,0,0,0,0,-0.00987841156674725,0,0,0,0,0.0729584146825501,0,0,0,0,0,0,0,0,0.0707044209729435,0,0,0,0,0,0,0,-0.238444615238626,0,0,0,0,0,0.0117901487264203,0.0249183333071519,0,0.527146183638287,0,0.0507435462180214,0,0,0.0923986719590247,-0.0731712822534338,0,0,0,0,0,0
X600271.SH,0.0055758947541094,0,0,0,0.0626752956991914,0,0,0,0,0,-0.0516385186027428,0,0,0,0,0.0822345352557903,0,0,0,0.0656824391158956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0138246522219958,0,0.0417107563624272,0,0,0,0,-0.0401088951545155,0.0577710680535832,0,0,0.00448113955062516,0.378399160705855,0,0,-0.00851708910284352,0,0,0,0,0,0
X600867.SH,0,0.164630401788324,0,0,0,0.0730724741202162,0,0,0,0,0,0,0,0,0,0,0.0059001163968977,0,0,0,0,0,0,0,0.247699145313733,0,0,0.0730882345470253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153367486882276,0.0473095584913887,0,0,0.034623460352,0,0,0,0.0115164730204399,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272282637920655,0,0,0.0806958272463873,0,0,0.0487765459452534,0,0,0,0,0,0,0,0.0452038714268435,0,0,0,0,0,0,0,0.0252980317854086,0,0,0,0,0,0,0.120316727139604,0,0,0,0.0738481070348602,0,0,0.0175868907162495,-0.0156672900294868,0,0,0,0,0,0
