,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X600809.SH,X002475.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000338.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000157.SZ,X000100.SZ,X000596.SZ,X600703.SH,X002241.SZ,X000625.SZ,X002371.SZ,X002007.SZ,X600741.SH,X002129.SZ,X002179.SZ,X300142.SZ,X601877.SH,X002049.SZ,X002236.SZ,X600584.SH,X002414.SZ,X300003.SZ,X000799.SZ,X601799.SH,X002008.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X600779.SH,X000977.SZ,X002294.SZ,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.137849185373626,0,0,0.0828002154797445,0,0.207821460053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345371984555371,0,0,0,0,0,0,-0.0514329573837766,0,0,0,-0.0161452379766594,0,0.11502937119312,0,0,0,0.00132488295166733,0,0,0,0,0,0,0,0,0,0.0232312021902877,0,0,0,0,0.0048283980767846,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.375632859997674,0,0.119286006951661,0,0,0.0395457689970356,0,-0.0133205943863721,0,0.0156413868334708,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00916659423486866,0,0.0729210044631208,0,0,0,0,0,0,0,0,0.0402645755173685,0,0.0966404987089002,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010614002450237,-0.0147717524804451,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00773161203720645,0,0,0,0,0,0.0241235955060473,0,0,0,0,0,0,0,0,0,0,0,0.0167811822511387,0,0,0,0.0196516741425507,0.540501242546483,0,0,0,0,0,0,0,0,0.0491582908107513,0,0,0,0,0,0,0.0402966638142264,0,-0.0040705291972263,0,0,0,0,-0.0136701512669238,0,0
X600276.SH,0,0,0.0402640955254633,0,0,0.157848402416257,0,0,0,0,0,-0.0352551171726727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102910921948776,0,0,0,0.11049752708217,8.67361737988404e-19,0.0450613701205869,0.00784615401286536,0,0,0,0,-0.0386762874339692,0,0,0,0,0,0,0,0,0,0.121805582975215,0,0,0,-0.0285897477736761,0.0472999628427269,0,0,0,-0.0214955038643493,0,0
X000568.SZ,0,0,0,0,0,0,0.346775745560243,0,0,0.218513439877208,0,0.072426175308599,0,0,0,0,0,0,0,0,-0.113732799556078,0,0,-0.0141421874483044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124035412051043,0,0,0,0,0,0,-0.0229945040795835,0.0420921340384187,0,0,0,0,0,0.0139428448584501,-0.0379245954815453,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0641011033257948,0.0667456538406405,0,0.0024269750985202,0,0,0.0790937937443167,0,0,0,0.170847947104638,0.0344131779479134,0,0,0,0,0,0,0,0.0190277441804066,0,0,0,0.0205235966078873,0,0,0,0,0,0,0,0,0,0.0675705380853411,0,0,0.0232235265806823,0,0,0,0,0,-0.0202313427023371,0,0,0,0,0,0,0
X600809.SH,0,0.358796218680552,0,0,0.142617416297849,0,0,0.100432785038259,0,0,0.217487263175188,0,0,0,0,0,0,0,0,0,0,0,0.112030807153822,0,0,-0.144761600519661,0,0,0,0,0,0,0,0,-0.145652670243465,0,0,0.0523941797509778,0,0,0,0,0,0,0,0.00394821167188149,0,0,0,0,0,0,-0.00757750143557133,0,0,0,0,0,0
X002475.SZ,0,0,0,0.106037888037824,0,0,0,0,0,0,0,0.0858866075627614,0,0,0,0,0,0,0,0.0733406928400343,0,0,0.10588905594952,0.487941527232634,-0.0613519503923272,0,0,0,0,-0.0333415346132163,0,0,0,0,0,0,0,0,0,0,0.118405451361077,0.0565347980223338,0,-0.0917308875141351,0,0,0,0,0,0,0,-0.0187997570885226,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.111021073877593,0,0,0,0,0,0.101848363057754,0,0,-0.0910302588538852,0,0,0,0,0,0.119863250871066,0,0,0,-0.0922614440916811,0,0,0,0,0.220233591634153,0,0.00307763761417582,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0246150581344869,0,0,-0.0521821343121207,0,0,0,0.00614390016477301,0,0,0,0,-0.0135484945379018,0,0
X002304.SZ,0,2.77555756156289e-17,0,0,0.310515713804873,0,0.203412774306039,0,0,0,0,0,0,0,-0.0748983939632784,0,0,0,0,0,0,0,0,0,-0.0531618780448246,0,0,0,0,0,0,0,0,0,0,0,0.10880819032392,0.0724403620542123,0.242739173945867,0,0,-0.0781435309984029,0,0,0,0,0,0,0,0,-0.0182528283345447,-0.0429385089853025,0,0,0,0,0.0346617435231724,0,0
X600690.SH,0,0,0.121449969172868,0,0,0.208265628718803,0.243876496777854,0,0,-0.134526610285159,0,0.0657638779172103,0,0,0,0,0,0,0,0,0,0,0,0,0.035510340173001,0,0,0,0,0,-0.00555571403933746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796986808111778,0,0,0,0,0,0,0.0214443690924525,0,0,0,0.0139649909199597,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459526081173638,0,0.102527519405168,0,0,0,0,0,0,0,0.137164707675114,0,0,0.122743475940533,0.0992279169276513,-0.15686979706869,0,0,0,0,0,0,0,-0.113853297129197,0,0,0,0.171052827548419,0.146624639666733,0,0,0,0,0.0515579254725921,0,0,0,-0.0133925720514581,0,0,0,0,-0.000521441161198882,0,0
X000725.SZ,0,0,0,0,0,0,0,0.112611404193449,0,0,0,0,0,0,0,0,0,0,0,0,0.279608701637469,0,0.0458144933363374,0.0919891823907139,0.101520133345902,0.0546365994997309,0,0,0.0819679485250043,0,0,0,0,0.141394526211829,0.00313284725255514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118437709310019,0,0,0,0,-0.0122237432955535,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183658624669546,0,0,0,0,0,0,0.00234948116911378,0,0,0.262056681964211,0,0,0,0,-0.214013448214868,0.074711531639915,0,0,0,0,0,0.0473882934457029,0.238238353705648,0.319388021270879,0,0,0,0,0,0,0,0.0110268341594863,-0.0110190859446808,0,0,0,0.000355900275686919,0,0
X000338.SZ,0,0,0,0,0.0564804896319012,0,0,0,0,0,0,0,-0.00833476907851067,0,0,-0.0115733699857449,0,0,0,0,0,0,0.289117367407275,0,0,0,-0.0818973666936305,0,0,0,0,-0.0333895935800615,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.043826549986316,0,0,0,-0.0453783394291899,0,-0.0101031722513749,0.0667072086897745,0,0,0,-0.0263844572109286,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0629295325824554,0,0,0,0,0,0,0.0603767602299387,0,0,0,0,0,0,0,0,0,0.00152353115559999,0,0,0,0.103554721422446,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0406343423897666,0,0.0627575488473052,0,0,0,0,0,-0.0288189805994824,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.214296455226221,0,0,0,0,0,0.00456497746140372,0,0.168061671148298,0,0,0,0,0,0,0,0,0,0,0.161052198407271,0,0,0,0,0,0,0,0,0,0.289780961306549,0,0,0,0.0646649502023973,0,0,0,0.210125061705664,0,0.251380945195069,0,0,0,0,0,0,-0.0357843258786481,0,0,0,0,0.0476619348470358,0,0
X000063.SZ,0,0,0,0,0,0.0482250704134928,0.000127185220970289,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.048507614109474,-0.0190516572130264,0,0,0,0,0,0.03748594013226,0,0,0,0.1225470527067,0,0,0,0,0,0,0,0,0,0.225377152505507,0.087572293927422,0.0238429303970666,0,0,0,0,0,0.00692525228220308,0,0,0,-0.0183588460009126,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0419190985891729,0,0,0,0.0596876259151696,0,0,0,0,0.0552366978321442,0,0,0,0,0,0,-0.00101354156982281,0,0,0,0,0,0,0.00688704429859135,0,0,0,0,0,0,0,0,0,0,0,0.0346364178049769,0,0,0,0,0,0,0,0.0373555124109697,0,-0.00420204347894343,0,0,0,-0.000371165402638899,0,0
