,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X300142.SZ,X600271.SH,X300124.SZ,X000625.SZ,X002241.SZ,X002179.SZ,X002506.SZ,X600183.SH,X600177.SH,X600867.SH,X600498.SH,X300014.SZ,X600487.SH,X002371.SZ,X000050.SZ,X002008.SZ,X600066.SH,X002129.SZ,X000066.SZ,X002049.SZ,X000977.SZ,X600522.SH,X600118.SH,X300146.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0502278423502496,0,0,0,0,0,0,0,0.140195574691341,0,0.0519548828203233,0,0,0,0,0.076537449656654,0,0,0,0.222318635176157,0,0,0,0,0,0,0,0,0,0,-0.0569436672355067,0,0,0.152233813830724,0,0,0,0,0,0,0,0,0,0.0617834303759905,0,0,0,-0.180120648262791,-0.0434604449545125,0,-0.00722070825803902,0.0207451779155022,0,0.159661678224447,0,-2.16840434497101e-19,0,0
X000858.SZ,0,0,0,0,0,0,0.410083904180279,0,-2.16840434497101e-19,0.218439511135159,0,0.093788769677567,0,0.0910629895787383,0,0.125079793876066,0.0320482064838396,0,0,0,0,0,0,0,0.0362627581772935,0,0,0,0,0.0429797000974836,0,0,0,0,0,0,0,0,0.047073219295749,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239943375781999,0,0,0,0,-0.0323611412398989,0,0
X000651.SZ,0,0,0,0,0,0,0.297840691978957,0,0,0,0.17523038403282,0.194506428571124,0,0,0.12771632111389,0,0,0.216682195152774,0,0,0,0,0,0,0,0,-0.0279339564985766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213144084608653,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0459924008967081,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.159204799069007,0,0,0.133224644765446,0,0,0.199733102985476,0,0,0,0,0,0,0,0.125774948805352,0,-0.163488465456796,0.0504369032921882,0,0,0,0,0,0.157722038814023,0,0.0145069511593633,0,-0.0268351123880971,0,0,0,0,-0.121509332135254,0.136320612707904,0,0,0,0.0480577130772913,0,0,0,0.0236760255640859,0,0,0,0.0321331661109735,0,0
X600104.SH,0,0,0.0543484446903494,0,0,0.0341212394580503,0,0,0,0,0,0.0289872696023056,0,0,0.291722098748135,0,0,0,0,0,0,0,0.092263338981001,0,0,0,0,0,0.207646566777322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210463558667108,0,0,0,0,0,0,0,0.00853728342336379,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.276766557781543,0,0,0,0,0,0,0,0,0.478980968635659,0,0.00923800654628265,-0.0432705622052285,0,0,0,0,0,0.231345380824054,0,0,0,0,0.0580398733506153,0,-0.0165153958856383,0.110333042210714,0,0,0,-0.0475751071030899,0,-0.014274507186421,0,-0.131045971569166,0,0,0,0,-0.0423493630807591,-0.00400074199802575,0,0,0,0,0.0465916094066419,0,0
X002304.SZ,0,0.174844700309437,0,0.0268998158894431,0,0,0,0,0,0.248862086587609,0,-3.46944695195361e-18,0,0,0.156819644740518,0,0,0.0762684406044781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594047784397354,0,0,0,0,0,0,0,0,0,0,0,-0.0801920832481591,0,0,0,0,0,0,0.0144921356937895,-0.0179587726410872,-0.042224017466788,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0774098415433632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372965656758339,0.111633311730662,0.385448423445306,0.0673399101304386,0,0,0,0.0555214738241616,0.0718861993203996,0,0,0,0,0,-0.00157295460731041,0,0,0,0,0.0457379503553232,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142841743065288,0,0,-0.00262806797624691,0,0,0,0,0,0.305913656299911,0.249668417938549,0,0,0.275613979334576,0.111051821430835,0,0,0,0,-0.2239267351626,0.166447175582603,0,0.019137768314462,0,0,0,0,0,0,0.053393171165519,0,0,0,0,0.0509638608480774,0,0
X000568.SZ,0,0.695472407448461,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0512872140932716,0,0.0457842903357932,0.0411808591988617,0,0,0.173608993000905,0,0,0,0,0,0,0,0,0,0,0.0478394108681305,0,0,0,0,0,0,0,-0.0593930447156324,0,0,0,-0.0254247317851432,0,0,0,0,0,0,0,0,0.10222438806396,0,0,0,0,0,0
