,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X600741.SH,X002236.SZ,X600089.SH,X000338.SZ,X002475.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X300003.SZ,X600839.SH,X002129.SZ,X002074.SZ,X002506.SZ,X002294.SZ,X000547.SZ,X000977.SZ,X600582.SH,X000800.SZ,X000623.SZ,X600867.SH,X002008.SZ,X002276.SZ,X600498.SH,X002180.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0359233767591316,0,0.0746980456010191,0,0.150869385083592,0,0.111558001339923,0,0,0,0,0,0,0,0,0,0.0167376969006594,0,0,0,0,0,0,0,0,0.0341177582286448,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744961614524661,0.115938299082845,0,0,0,0,0,0
X600104.SH,0.0426251670334401,0,0,0,0,0,0,0,0,0.258154361514784,0,0.393267879538506,0.041958933565334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157950152443832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00915270982012778,-0.0225029794771678,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202621391459307,0,0,0,0,0,0.150292800307708,0,0,0,0,0,0.145083717610649,0.0539533682012842,0.0528875219290097,0,0,0,0,0,0,0,0.0804733293323531,0,-1.73472347597681e-18,0.165522538301227,0,0,0,0,0,-0.0286247936921779,0,0,0,0,0.00745556816547232,-0.0245236517576669,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.00677305999686528,0,0,0,0,0,0,0,0,0.00459350799174146,0.203206835191571,0,0,0,0,0,0,0,0,0,0.141383555667942,0,0,0,0,0.0867434360677377,0,0,0,0,0.0322786226093947,0,0,0,0.247045199804957,0,0,-1.73472347597681e-18,0,0.0234073881486945,0,0,0,0,-0.00530261343674248,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918512562572035,0.21998664707346,0,0,0,0,0,0,0,0.0190249394505208,0,0,0,0,0,0,0,0.0495815056242191,0.0530934297794216,0.00788390180075059,0,-8.67361737988404e-19,0,0,0,0.0130962596495832,0,0.272476075127049,0,0,0.0245904394805457,0,0,0,0,-0.018803371058994,0,0,0,0,0,0,0
X002304.SZ,0,0.146784504451395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379643302745588,0.076400173136778,0,0,0.291995716049411,0.182083637199575,0,0,1.73472347597681e-18,0,0,0,0,0,0.0580389123678814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118017179354644,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150762856025425,0,0,0,0,0,0,0,0,0.00365027910258629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726553088355006,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.23224419460893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957493338330216,0,0,0,0,0,0,0,0,0.0177678731455591,0,0,0,-0.0762479305586823,0.0238019456685649,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.127650941723815,0,0.210226902717333,0,0.0753687544502882,0,0,0,0,0.0753819462834798,0,0.00756058374479843,0,0.144819412958789,0.0697575697711902,0,0,0,0.00688047805688136,0,0,0,0,0,0,0.0275956114654586,0,0,0.0496414067111341,0,0,0,0,0,0,0.0621492798753428,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.199562541853145,0,0,0,0.0390071302557825,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0468405317799381,0,0,0.000622177540782261,0,0,0.0067469731025469,0.223666197854648,0,0,0,0,0,0,0,0.0281961638257436,0,0.0293257507944227,0,0,0,0,0.215388601015665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
