,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X002236.SZ,X000661.SZ,X600809.SH,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X000625.SZ,X002456.SZ,X600776.SH,X600498.SH,X000157.SZ,X600867.SH,X002179.SZ,X002180.SZ,X000050.SZ,X300146.SZ,X000977.SZ,X600177.SH,X002371.SZ,X002241.SZ,X600089.SH,X300142.SZ,X600522.SH,X600066.SH,X600118.SH,X300136.SZ,X000066.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.350236875945406,0,0,0,0.161845048355293,0,-0.0175641280023239,0,-0.046735861761547,0,0,0,0,0,-0.103685183748424,0,0,0,0,0,0,0.0475743798558857,0,0,0,0,0,0,0,0,0,0,0,0,-0.000183337546065907,0,0.0753140936521444,-0.01372490444333,0,0,0,0,0,0,0,-0.0255063397035272,0,0,0,0,-0.0147786721847525,0.0388987620410835,0,0,0,-0.00764512685036698,0,0
X000858.SZ,0,0,0.0876133284748638,0,0,0,0.12276270288391,0,0,0,0,0,0,0.344574523197101,0,0.020887508499207,0,0,0,0.030166049751284,0,0.0829123718903346,0.0271155135308519,0,0,0.00930860092723672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245278252617889,0.0140273241511676,0,0,0,-0.0165457368739349,4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0664525933221992,0,0,0,0,0,0.106327856400258,0,0.0564701066020131,0,0,0,-0.0107785843128715,0,0.327765035592724,0,0.0427608975870851,0,0,0,0,0,0,0,0,0,0,0,0,0.0805122881045104,0,-0.0204012533932867,0,0,0,0,0.0197211801611733,0,0,0,0,0,0,0,0,0,-0.0335307466073348,0.0524539006203554,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0799015056900322,0,0.0469834877364295,0,0.341594154355517,0,0,0,0,0.160041765189356,0,0.0523399877070698,0,0.04445149832915,0,0,0,0.0202581961565507,0,0,-0.0288604392960067,0,0,0,0,0,0.00582212711269434,0,0,0,0,0,0,0,0,0,0,0,0.141926265341859,0,0,0.019533682562788,-0.149171094762245,0,0,0,0,0,0
X000651.SZ,0,0.169241543999154,0,0.153281917642759,0,0,0,0,0,0,0.0124125533091836,0,0.0737205263579276,0,0.0230773774489316,0,0,0,0,0.140002826389352,0,0,0,0,0,0,0,0,0,0,0.0136266457642822,0,0,0,0,0,-0.0405997464799518,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0220045837681442,0,0,0,0,0,0,0,0,0.0557811174825144,0,0,0,0,0.0782878081317303,0,0.144022933352915,0.386073640233739,0,0,0,0,0,0,0.0638079833518683,0,0,0,0,-0.0974203736714792,0,0,0,0,0,0.00634950847559684,0,0,0,0,0,0,0,0,0,0.0181841011525882,0.0340598625742437,0,0,0,0.109157656964633,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0537488217176788,0.019991379645631,0,0,0.416801309603369,0.0102302716517598,0,0,0,0,0,0,0,0,0.0557317097975258,0,0,0,0,0,0,0.0214301162565674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010672985204413,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0579625399672039,0,0,0,0,0,0,0,0,0.135909513542066,0.0797868213128015,0,0,0,0.100849029398086,0,0,0,0,0.0172679825418543,0.147734640078308,0.00791789594676058,0,0,0,0,0,0.156721827819494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418289726162402,0.04252275237087,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404373770310172,0,0,0.0806908795292557,0.00810277256717417,0,0,0,0,0.0494870141691855,0,0.134691914458632,0,0,0.153712635172757,0.00509172319035545,0.263850675738829,0,0,0,0,0,0,0.115839861477462,0,0.00789571786581801,0,0,0,0,0,0,0.0263231693011385,0.0903309794343983,0,0,-0.0174367813126244,0,0,0,0,0,0,0
X600031.SH,0,0,0.0769567567668383,0,0,0,0,0.152603434717138,0,0,0,0,0.313918507778204,0,0.136989366620974,0,0.0254677984823751,0,0,0,0,0,0,0,0,0,0,0.054940853571814,0,0.0453939676464624,-0.0362402415376518,0,0,0,0,0,0.0177321760534878,0,0,0,0,0,0,0,0,0,-0.114969678274862,0,0,0,0,0,0,0,0,0,0,0,0
