,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600066.SH,X600741.SH,X600271.SH,X000100.SZ,X600118.SH,X002241.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X000559.SZ,X600177.SH,X002074.SZ,X002506.SZ,X002475.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002007.SZ,X000869.SZ,X002426.SZ,X002294.SZ,X600867.SH,X002180.SZ,X002249.SZ,X600089.SH,X002508.SZ,X600435.SH,X002465.SZ,X600498.SH,X000981.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.463693643842344,0,0,0,0.333394909732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131598643823906,0,0,0,0,0,0,-0.127748951958376,0.202461794979507,0,0.149590032529928,0,-0.108185042196775,0,0,0.0269396913000332,0,0,-0.0663462514716678,0,-0.161284828778934,-1.38777878078145e-17,0,0,0.189334262587656,0,-0.0384056861026559,0.0417457993012128,0,0,0,0,0,0
X600104.SH,0.0328244039900182,0,0,0.0658254002631164,0,0,0,0.080222463748591,0,0,0,0,0,0.100299932675858,0.0337971039230038,0,0,0,0,0,0,0,0,0,0,-0.00844491560831495,0,0,0,0,0,0,0,0.029788567387613,0.00682241530777353,0,0,0,0,0.0472031998362713,0,0,0,0,0,0,0,0,0,0,0,0.0673106069812502,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591013140918723,0,0.0587740987173613,0,0.0325813593933548,0,0,0,0.0781686455154622,0,0.0744281564151375,0,0,0,0.0098825882108669,0.0836382641555021,0,0,0.0960818053689413,0,0,0,0,0,0.0894381700309781,0,0,0,0,0,0.00577976789280584,0,0,0,0.00912831204165082,0.0219985608572017,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0633685777495615,0,0,0,0,0.013230193160253,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0589920041775018,0,8.67361737988404e-19,0,0,0.0267423170463106,0,0,0,0,0,0,0,0,0,0,0.061922715002676,0,0,0,0,0,0,0.00222082743576355,0,0.172378883757761,0.106697139129196,0,0.130937773296562,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.381541976522072,0,0,0,0,0,0,0,0.0336445574628492,0,0,0,0,0,0,0,0,0.0864685682845096,0,0,0,0,0,0,0,0.134852512508066,0,0,0,0.0558746035616635,-0.0400576047292887,0.0643120400043925,0,0,0,0,-0.0400618809683548,0,0,0,0,0,0,0,0,0.176789005679665,0,0.0383819685567584,0.0266600473348672,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0753629102234346,0,0,0.0402350797363887,0,0.000603660407398407,0,0,0,0,0,0.121869553059693,0,0,0,0.0495988704911897,0,0,0,0,0,0,0.0351144173317794,-0.108505468032153,0,0,0,0,0,0,-0.041713926116994,0,0,0,0,0,0,0,0,0.072442796694446,0,-0.0269798504683962,0,0.0695055913310214,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0444690062351343,0,0,0,0,0.319242321903104,0,0,0,0,0,0.0304218432354715,0.157637431460599,0,0,0,0,0,0,0.0441999374549708,0,0.0485852889332266,0,0,0.0100081288987991,0,0,0,0,0.00183345211721546,0,0,0,0,0.0580130676585306,0,0,0,0,0,-0.0386569952122887,0.0404791360815453,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0741471295414501,0,0,0,0,0,0.0562662418336864,0,0,0,0.458484272931614,0,0,0,0.201554797105234,0,0,-0.0526965743909311,0,-0.0763772257282542,0,0,0.0822544851089011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015321700227273,0,0,0,0,0.00854462461727656,0,-0.0259353200427573,0.23098019102721,0,0,0,0,0,0
X000063.SZ,0,0,0,0.125783015726424,0,0,0,0,0,0.00252848199982495,0,0,0,0,0,0,0,0.109006761852536,0.15932084756471,0,0,0.0287864478368365,0.0558904600106737,0,0,0,0,0,0,0,0,0.0401893754724736,0,0.0190508867018248,0.0235837819190435,0,0,0,0,0,0,0,0,0.0904445028628641,0,0,0.0512553607933789,0,0.0126671273885188,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.115333074599737,0.0557546457589206,0,0,0,0,0,0,0,-0.0320523797993394,0,0,0,0,0,0,0,0,0,0,0.0828104249211659,0,0,0,0,0,0,0,0,0,0,0.0760670284510685,0.0384859741508955,0.0025597458211391,0,0,0,0.0241517624499058,0,0,0.0543104916162059,0,0,0,0,0.0814404323713351,0.0703460823460714,0,0,0.00304513284029765,0,0,0,0,0,0
