,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X002414.SZ,X600779.SH,X300146.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X600460.SH,X000800.SZ,X002074.SZ,X000066.SZ,X600089.SH,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153565298588501,0,0,0,0.0512261283283995,0,0,0,0,0,0,0.0541580098041481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248696951605945,0,0,0,0,0,0,0,2.8505711509477e-05,0,0,0,0,0,0,0,0,0,0.129975759056545,0,0,0,-0.139135009228387,0,0,-0.100696294974019,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0609638210752126,0.0367934587213755,0.383406615831623,0,0.0232882682277198,0,0,0,0,0,0.0109846381217526,0,0,0,0,0,0.0946732581660516,0,0,0,0,0,0,0,0,0.0500307034173513,0,0.128117078988977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160609733335669,0,0,0,0,0,0.0284319478780119,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0192095583158527,0,0,0,0,0,0,0,0.0184802488684611,0,0.0452211881471299,0,0,0,0,0,0.126963634208776,0,0,0.0779618321068048,0,0.0587513857307903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955130419481412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0378450831392437,0,0,0,0.126250627914599,0,0,0,0,0,0,-0.052277055280876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582499008210438,0,0,0,0,0,0,0,0,-0.159220096132338,0,0,0.102915310688311,0,0.0241022211312214,0,0,0,0,-0.093207804813417,0,0,0.131281753768571,0,0,0,0,0.00489755549116226,0,0
X600809.SH,0,0,0.096031589173338,0,0,0.0600869215011826,0,0,0,0,0,0,0,0.0957750752692271,0.0921756516358503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106191131757273,0.105400789473749,0.267102872967806,0,0,0,0,0.0325245839919621,0,0.0382782009259636,0,0,0,0.0104128811638855,0,0,0,0,0,0,0,0,0,0,-0.0603234675359346,0,0,0,-0.057436368883572,0,0
X000568.SZ,0,0.367947814189085,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.055974270821523,0,0,0,0,0,0,0,0.170081593589054,0,0.0107827856081167,0.0724241743626069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161703561346698,0,-3.46944695195361e-18,0,0.149077028999515,0,0,0,0,0,0,-0.0690773693734631,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203948160038345,0,0,0.0485800395672353,0.104162589605233,0,0,0,0.0108326936517693,0,0,0,0,0,0.017266831056709,0,0,0,0,0,-0.00356396317072558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0304073922098998,0.2350102325066,0.0688722308552837,0.0963068904029919,0,0,0.110111842906565,0,0,0,0,0,0,0,0,0,0,0,0,0.138534389364397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476787309318789,0,0,0,0,0,0,0,0,0,0,-0.0823786870161633,0,0,0,0,0,0,0
X600690.SH,0,0,0.117145746874207,0,0,0,0,0,0,0.0470273753680065,0,0,0.0695677099685967,0,0.0554541371722365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668204163181023,0,0,0,0.223521736089909,0.00410393809300416,0,0.0915986375470444,0,0,0,0,0,0,0,0.0495385910771618,0,0,0,0,0,0,-0.0648651780739996,0,0,0,0.03942931486607,0,0
X002475.SZ,0.0800048170112767,0,0,0,0,0,0,0,0,0,0.106621328133488,0,0,0,0,0.0238703133056721,0,0.221561953211766,0,0.185570471454167,-0.111823493209608,0.0848267683394353,-0.023039527771502,0.176433533481278,-0.0296409831261391,0,0,0.161070326206258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108760878361159,0,0,0,-0.0464408013916305,0,0
