,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X300142.SZ,X002463.SZ,X600460.SH,X002007.SZ,X000800.SZ,X300003.SZ,X601799.SH,X000066.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.298427098776619,0.136322272460684,0,0.0514792841081017,0,0,0,0.0959626733584197,0,-0.0692695228684054,0,0,0,0,0.0125718376049855,0,0,0,0.0744207288961934,0,0,0,0,0,0,0,0,-0.00193329646188877,0,0,0,0,0,0,0,0,0,0.00794251469656746,0,0,0,-0.0337485387818327,0,0,0,0,0,0,0,0,0,0.0521903708113321,0,0,0,0,0,0
X000858.SZ,0.0547682928600543,0,0.624246771491825,0,0,0,0,0.0481258390951384,0.0450405761387196,0,0,0,0,0,0,0,0.0581088983374757,0,0,0,0,0,0,0,0,0,0,0,0,-0.010179856227097,-0.0139858456482347,0,0,0,0,0,0,0,0.0878780945185587,0,0,0,0,0,0,0,0,0,0,0,0.00987087640063777,0,0.0131862192060293,0,0,0,0,0,0
X000568.SZ,0.24552132602844,0.293804099083935,0,0,0,0,0,0,0,0.0675242358823006,-0.0201681812955147,0,0,0,0,0.10956825720224,0,0,0.116718539896541,0,0,0,0,0,0,0,0,0,0,-0.0174406462650459,0,0,0,0,0,0,0,0,0.268469196434345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.137311549242731,0,0,0,0,0,0,0,0,0,0,0,0,-0.06358058470533,0.106583300137258,-0.172794060310635,0,0,0.205818888607269,0,0,0.283426078350738,0,0,0,0,0.291330678985978,0,0,0,0.134499685662329,0,0,0,-0.0655693629148392,0,0,0,0.1344812598615,0,-0.0437994857690163,0,0,0,0,0.0804084196335845,0,0,0,0.0192622143939433,-0.110142614935981,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0226695678114614,0,0,0.0245730343694485,0,0,0,0,0,0,0.159506368378285,0,0,0,0,0,-0.207984790878393,0.0525568099446987,0,0.0327196305102645,0,0,0.0945749422171315,0,0,0,0,0,0,0.169291924770265,0.0167904966971458,-0.0381178075424463,0,0,0,-0.192699685088159,0,0,0,0,0,0,0.169119254794031,0,0,0.00338226186832144,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0175695568120999,0.283803666249379,0,0,0,0,0,0,0,0,0,0,0.0211919605351762,-0.00943019763569899,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0834173238769421,0,0.0686449042035245,0,-0.0516982814760911,0,0,0,-0.295535351172041,0,0,0,0,0,0.403637100406238,0,0.121857950078367,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454588621488424,0,0,0,0.217072238808621,0,0,0,0.088091014961287,0,0,0,0,0.0708898071049524,0,0.288887252325548,0.642143288577305,-0.117757000801575,0,0,0,-0.0399165812408233,0,0,0,0,0,0,0,0,0,0,0.101198578748221,0,0,0,0.0444897160404991,-0.0714238407120059,0,0,0,0,0,0
X600690.SH,0,0,0,0.0433861258097256,0.210575609934369,0,0,0,0.23986884394424,0,-0.0307784559699349,0,0,0.155169605754163,0,0,0.0559356480588928,0,0,0.0298652238637119,0.0478148140726027,0,0,0,0,0,0,0,0,0.0190780237191563,0,0,0,0,0.0714386434733219,0,0,0,0,0.00797017743621547,-0.0822178220602773,0.0793029783817218,-0.0465841510717828,0,0,0,0,0,0,0,0,0.0360174265134281,0,0.164373087974948,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.27162928379244,0,0,0,0,0,0,0,0,0,0.0133862922375613,0,0.101243312804646,0,-0.714462993306496,0,-0.0510582165757167,0,0,0,0,0,-0.0396797504259424,-0.00930590759676334,0,0,0,0,0,0,0,0.234408246623362,0,0,0,0,0,0,0,0,0.0697857172821374,0.0661197268664142,0,0,0.0209111471298963,0,0,0,0,0,0,0
X002304.SZ,0,0.0161135679154165,0.422176880678675,0,0,0.0328853119014195,0,0,0.0621291484846028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260675027406154,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0449930843118396,0,0,0,0,0,0,0,0.0692098226418478,0,0,0,0,0,0,0,0
