,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002371.SZ,X002049.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X000066.SZ,X002414.SZ,X600487.SH,X002294.SZ,X000799.SZ,X002007.SZ,X600563.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.110703811636099,0.124912105941868,0,0.270741581376662,0,0,0.215447350435728,0,0,0,0,0.00852254931774156,0,0,0,0,0,0,-0.05823459944666,0,0,0,0.208826848132302,0,0,0,0,0,0,-0.0686601611737654,0,0,0.0822179197619415,0.00965753148794575,0,0,0,0,0,0,0,0,0,0,0.0435082059017511,0.00332629593822311,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.202683868606272,0,0.0197650300919082,0,0.311942958812935,0.0894429428309018,0,0,0.0620040690995154,0,0.113797956814023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575086126841544,0,0.00719747193239755,0,0,0,0,0,0,0,0,0,0.100792208624374,0,0,0,0,-0.0484861299605845,0,0,0,0,-0.0242609468185569,0,0,-0.0192168857063697,0,0,0,0,0,0,0
X600809.SH,0.325586512748883,0,0,0,0.499955099868065,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020827425381954,-0.124642407190933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271967566523597,0,0.166086648755274,0,0,0,0,-0.0181133339662146,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0148707083792102,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201878101256841,0,0,0,0,0,0,0.0269000395528707,0.199450464622975,0,0,0,0,0,0,0,-0.0542700335436103,0.15743758449598,0.0740000502537331,0.138963604694318,0,0.170217803679057,0,0,0,0,0.022379347462994,-0.0173974220313476,-0.0452280302014246,0,0,0,0,0,0
X000568.SZ,0.400183907086594,0.205378104314356,0.657907372982776,0,0,-0.0530923876180431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180693321905633,0,0,0,0,0,0,0,0.072947724226083,0.0636345429182007,0,0,0.0151906815031625,0,0,0,0,0,0,-0.080962383832979,0,0,0,0,0,0,0,0,0,0,0,-0.0266319112651267,0.036992661450489,0,0,0,0,0,0
X600276.SH,0,0,0,0.0469495727780131,0,0,0,0,0,0,0,0,-0.122446867017186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661981067305129,0.0202858433333334,-0.124009467297338,-1.73472347597681e-18,0,0,0,0,0,0.0733675694028699,0,0,0,0.107225674552851,0,0,0,0,0.0163474009851095,0.0196136570968458,0.0735032802997389,0,0.0480656192530546,0,-0.000896702720498532,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.141894611207875,0,0,0.129814370242055,0,0,0,0,0,0.0234376065518806,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.261039659241986,0,0,0,0,0,0,0.084067166857602,0,0.118845854699643,0,0,0,-0.119926143439768,0,0,0,0,0.00839225759222243,0,-0.0110321233534924,0,0,0,0,0,0,0
X600690.SH,0.0250420383155711,0,0,0,0.323666739772606,0,0,0,0,0,0.0979328321743045,0,0,0.112526372700573,0,0,0,0,0,0,0,0,0,0,0.0345481417856332,0,-0.0713010210831422,0,0,0.00295701725399815,0,0.0232702334648669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269656213464411,0,0,0,0,0,0,0
X002304.SZ,0,0.140510354934344,0,0,0.0883437721068718,0,0,0.0562718022419672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583065655847793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255348449737744,0,0,0,0,-0.264245559818052,0,0,0,0,0,0,0,-0.0367960521694317,-0.0164814137055573,0,0,0,0,0,0
X300124.SZ,0,0,-0.211404054713492,0,0,0,0.403562573977822,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0454602176599121,0.0581012751667947,0,0,0,0,-0.131707696355663,0,-0.00134028241410897,0,0.153061071857911,0,0,0,0,0.0119996429185733,0.28594176934754,0,0,0,0,0,0,0,-0.0143254825564152,0,0,0,0,-0.198139577670376,0,0,-0.018365458586568,0.00699825189373084,0,0,0,0,0,0,0
