,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X002236.SZ,X000733.SZ,X000799.SZ,X600884.SH,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X000977.SZ,X002007.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.511455351981485,0,0,0.0753162375536094,0,0.0493383499460647,0,0,-0.0118777293449907,0,0,0,0,0,0,0,0,0,0,0,0.0861071587650075,0,0,0,0,0,0,0,0,0.0665615779249673,0,0,0,0.0186687471943925,0.0519980080940453,0,0,0,0,0,-0.0159149759391018,0,0,0,0.0398444492285135,0,0,0,0,0,0,-0.0152055121706744,0,0,0,0,0,0
X000858.SZ,0.161155715553668,0,0,0,0.116366316631497,0.0391627791264261,0.0863793189716222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022993174545112,0.0725366458972164,0,0,0,0,0,0,0,-0.0193239756608477,0,0,0,0.0249125363519307,0.112594053008316,0,-0.0276943865272433,0,0,0.0926910325283071,0,0,0,0,0,0.0460987638555669,0,0,0,0,0.00500368172081284,0,0,0,0,0,0,0
X002415.SZ,0,0.169375706049732,0,0.00742165914190714,0,0.107898597835034,0,0,0,0,0,0,-0.036410538520072,0,0,0,0,0.105427520425369,0,0,0,0,0,0.0609958580699633,0,0,0,0,0,3.46944695195361e-18,-0.154585858351091,0,0,0,0,-0.145607653600783,0,0,0,0.013659696332184,0,0.0781682184635178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001159340838253,0,0
X600809.SH,0,0,0,0,0.268707782065491,0,0.0336990526834798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336179221281352,0,0,0.158907471508077,0,0,-0.185011506885589,0,0,0,0,0,0,-0.016964806309619,0,0,0,0,0,0,0.141902479015532,0,0,0,0,0.0181857414214024,0,0,0,0,0.0394186708901767,0.00776400589508735,0,0,0,0,0,0,0
X000568.SZ,0.530193006177089,0,0,0,0,0.0389240591367289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214319832845118,0,0,0,0,0,0,0,0.0587379315031261,-0.0324872658093396,0,0.0751544337449824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305788720011363,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.030923608120091,0,0,0,0,0,0,0,0,0.275285918903661,0.262351919576977,0,0,0,-0.0173060879683726,0,0,0,0,0,0,0,0,0,0,0,-0.0787966239143744,0,0,-0.181361042407766,0.0944059530076386,0,0,0,-0.0305304403149056,0,0,0,0,0,0,0.244202359333453,0,0,-0.0498732647924415,0,0,0,0,-0.0402336051005281,0,0
X002304.SZ,0,0.0734902732768004,0.0530972823823459,0,0,0,0,0,0.00680025463117143,0,0,0,0,0,0,0,0,0.118660474932346,0,0,0,0.21219065582357,0,0.0691668436582386,0,0,0,0.0548828792462762,0,0,0,0,-0.0373888942718278,0,-0.00870146609058121,0,0,0,0,0,0,0,0,-0.0628806079244038,0,0,0,0,0,0,0,0,0.00834242070895232,0,0,0,0,0,0
X600276.SH,0,0,0.0288025484015733,0,0,0.137679480515653,0,0,0.237575113367692,0,0,0,0,0,-0.193760268530943,0,0,0,0,0,0,0,0,0,0,0,-0.172655338609195,0,0,0,0,0,0.0820605501450205,-0.0214984815231238,0,0,0,0.0625592419258746,0,0,0,0,0,0,0,0,0,0.0415116966289689,0,0,0,-0.0266723252331146,0,0,0,0,0,0,0
X600690.SH,0,0.231148606184989,0,0,0,0,0,0.207881072451026,0,0,0,0,0.0462579067408204,0,0,0,0,0,0,0,0.221046802027314,0.00699218871025194,0,0,0,0,0,0,0,0,0,0,0,0.152514942117263,-0.0235136704190242,0.0177625768115045,0,0.0433168236950548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250952682670664,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0608232072683326,0,0,0,0.0448445770504503,0,0,0,0.147730137314885,0.149487397454864,-0.0563337622536342,0,0,0,0,0,0,0.0126926623456391,0,0,0,-0.0160413042247083,-0.0399399791615537,0,0,0,0,0,0,0,0,0,0,-0.0291779920260529,0,0,0,0,0,0,0,0,0.101437613537215,0,0,0,0,-0.00531112640285051,0,0,0,0,0.0183961126786645,0,0
