,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000100.SZ,X002129.SZ,X000596.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000799.SZ,X000157.SZ,X600460.SH,X601877.SH,X002414.SZ,X002236.SZ,X002007.SZ,X600584.SH,X600702.SH,X601799.SH,X600779.SH,X300146.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X600089.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0921610852755795,0.0861340788012174,0,0.00936261708715008,0,0,0,0,0,-0.0125511259248258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03284367761797,0,0.0186009100447477,0,0.122112634681546,0,0,0,0,0.0596567462907832,0.0466717472945193,0,-0.147859293885704,0,0,0,0.01755206583112,0,0,0,0.00735672573484322,0,0
X000858.SZ,0,0,0,0.0669472263173557,0,0.413520744605203,0,0,0,0,0,0,0,0.0341418389745998,0,0,0,0,0.0375104147008465,0,0,0,0,0,0,0,0,0,0.041817273118247,0,0.148917780820864,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.00528177653419496,0.0350120177284108,0,0,0,0.0176706079890085,0,0,0,-0.0936827835242298,0,0,0,0,0,0,0.00494500168903298,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0997676753786273,0,0,0,0.0111427950161793,0,0,0,0,0.0903264513084279,0,0,0,0.0641710718842534,0,0,0.00876889606405653,0,0,0,0.0653301302339358,0,0.0653238013099664,0,0.0177684720380409,0.00684488149280136,0,0,0,0,0,0,0,0,0,0.043505766568681,0.03656644880629,0,0,0,0,-0.014918473696771,0,0,0,0,0.0154581469698911,0,0
X600276.SH,0,0,0,0,-0.101562672211302,0,0,0,0.0929924273312274,0,0,0,-0.102418828337014,0,0,0,0.137602741657963,0,0,0,0,-0.058836200278867,0.0639400697768339,0,0,0,0.0290764833616793,0.0259140739759938,0,0,0,0,0.024409347194455,0,0.112809170450948,0.0573072775111327,0,0,0.0160146621481968,0,0,0,0,0,0,0,0,-0.0488492743570993,0,0,0,0.141755038141925,0,0,0,0,0.0247565360585371,0,0
X600809.SH,0,0,0,0,0,0.209328679384849,0,-0.248040258521572,0.117147110701123,0,0,0,0,0,0.116064052473582,0,0,0,-0.10052300245667,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0750148335158247,0.490368979133249,0,0,0,0,0,0,0,0.00301023992755309,0,0.0469915170700699,0,0,0,0,0,-0.0529142959821995,0,0,0,0,0,0.0910021727027615,0,0,0,0,0,0
X000568.SZ,0,0.296387151399625,0,0,0,0,0,0,0.175589124654539,-0.0816023730094935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17521626391046,0,0,0,0,0,0,0,0,0,0,0,0.115261721846069,0,0,0,0.0692756264818496,0,0,0,0,0,0,0,0,0,-0.0486239867186175,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261440136271005,0.0961488114747329,0,0,0,0.09075907573186,0,0.427590379368,0,0,0,0.121633895269596,-0.107506049085474,0,0,0,0,-0.0103417516197038,0,0,0,0,0,0,0,0,0.0226902297902174,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247514353338306,0,0,0,-0.00936949443452037,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.230417884707122,0,0,0.00376338567405304,0,0,0,0,0,0,0,0,0.0808190128443404,0,0,0,-0.026134913735458,0,0,0.0955066385446864,0,0,0,0,0.144771635635682,0,-0.169973299334092,0,0,-0.0446857770048331,0,0,0,0,0,0,0,0,0,0,0,-0.0815232823685555,0.163123789414188,0,0,0,1.73472347597681e-18,0,0
X002304.SZ,0,0,0,0,0,0.0507381347854887,0,0,0,0,0,0,0,-0.101038440834491,0,0.0117980712489091,0,0,0,0,0.566070270243274,0,0,0,0,0.0369696476524937,0.0702201150954695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289175663848672,0,0,0,0,0.0164859703041289,0,0,0,0,-0.185611915396388,0.164693127006787,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0996148017786374,0,0,0,0,0,0,0,0.0463873929115717,0,0,0,0,0.0575747370800355,0,0,0,0,0,-0.168490192694816,0.0321997961472106,0,0,0.0264531594151968,-0.0330556375322191,0,0.0250117562754974,0,0,0,0,0,0.0912239027932782,0,0,-0.0544073885708135,0,0,0.0765593138139642,0,0,0,0,0,0,0,0.0667128275899557,0,0,0,0,0,0
X600690.SH,0,0,0.0836785660510417,0,0,0,0,0,0,0,0,0,0.489421357112809,0,0,0,0,0,0,0,0,0,0,0,0.0212452856600231,0,0,0,0,0,0,0,0,0.0836499048587561,0,0,0,0,0,0,0.0142132189298912,0,0,0,0,-3.46944695195361e-18,0,0,0,0.103347308864472,-0.0599992464099987,-0.034972373908973,0.0317605905171089,0,0,0,0.0165696803873508,0,0
X600031.SH,0,0,0,0,0,0,0.00318293760317098,0,0,0,0,0,0,0,0.156657452503319,0,0,0.1557684321444,0.0435149487543126,0,0.0634124564120757,0,0,0,0,0,0,0.184367253054726,0.121886167832926,0,0,0,0,0,0,0,0,0,0.0495555940468743,0,0,0,0,0,0,0,0,0,0,-0.0532939340621046,0,-0.0584518384073388,0,0,0,0,-0.126325979065116,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162956253504013,0,0,0.118265935192521,0,0,0,0,0.4684038524426,0,0,0.0374742894259317,0,0,0,0,0,0,0,0.133625248923146,0,0.113421232403485,0,0,0,0.102282271469293,-0.122882964480816,0.0568944485282508,0,0,0,0,0,0,-0.00918956163409791,0,0,-0.0178344277697136,0,0,0,0.00379568159569445,0,0
X300014.SZ,0,0,0,0,0,0,0.033186507194375,0,-0.196642044338093,0,0,0,0,0,0.285797659722706,0.0429442870622723,0,0,0.346098412537308,0.259045870035835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372243035354125,0,0,0,0,0,0,0,0,-0.241219419097079,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0302457021584639,0,0.13869687389517,0,0,0,0,0,0,0,0,0.03023604934783,0,0,0,0,0,-0.306967262031358,0,0.0587953959288257,0.0936151986393137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135562784134767,0.243108661894973,0,0,0,0,0,-0.0279882355023901,0,0,0,-0.0117550044161113,0,0
X000661.SZ,0,0,0,0,0,0,0,0,-0.0680273986118377,0,0,0,0,0,0,0,0,0,0,-0.0532533422312473,0,0,0,0,0,0,0.444251304971912,0,0.00939935865087438,0,0.0444153836438834,0,-0.0363443299643772,0,0,0,0,0,0,0,-0.141190304736153,0,0.082457524236399,0,0,0,0,0.139861396461068,0,0,0,-0.127483757855544,0,0,0,0,0.109479211003567,0,0
X000063.SZ,0,0,0.0629720737217535,0,0,0,0,0,0.0136606415304832,0,0,0,0,0,0,0,0,0,0.0684887204974877,0.0355740236416617,0,0,0,0,0,0,0,0.0184384548151617,0,0,0.0365278103650748,0,0,0,0,0,0,0.141162880060038,0,0.000682273096637962,0,0,0,0,0,0,0,0,0,0.141506418894527,0,8.67361737988404e-19,0.0504686890238217,0,0,0,0.0044686770205732,0,0
X000338.SZ,0,0.0948062850197627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762638669405274,0,0,0,0,-0.0203136785320223,0.042276626330084,-0.0969888680294144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207488949017678,0,0,0,0,0,0,0,0,0,0,-0.0200479693088089,0,0
X002241.SZ,0,0,0,0,0,0,0.113004075553052,0,0,0,0,0,0.199728732944641,0.100862736650103,0.0713037947816623,0,0,0,0,0,0,0,0,0,0,-0.0618366353424708,-0.00437004430179751,0,0,0,0,0,0.102458097277592,0,0,0,0,0,-0.056609740914701,0,0,0.068521518736894,0,0,0,0,0.332743189894503,0,0,0,0,0,0,0,0,0,0.0626994196384403,0,0
X000625.SZ,0,0,0.0952652089586462,-0.103683065471978,0,0,0,0,-0.138550404751913,0.174189770828546,0,0,0,0.0716834877850327,0,0,0,0,0.0377549347312512,0,0,0,0.0635859277115881,0,0.47255070341134,-0.274511305140876,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633749639966186,0,0,-0.248883497991031,0,0,0,0.491794044687236,0,0,0,0,0,0,0,0,0,0,0.107842779407276,0,0
X600703.SH,0,0,0,0,0,0,0.0785580550165079,0,0.22334561488376,0,0,0.0887941569391532,0,-0.0369759913443162,-0.0245411306579752,0,0,0,0,0,0,0,0.195433170311734,0,0,0,0,0,0,0,0,0,0.244229632849045,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0488435659496528,0,0,0,0.00626148999286359,0,0
X003816.SZ,0,0,0,0,0.0266687102530536,0,0,0,0,0,0,0,0,0.0120725453470413,0,-0.045610440793331,0,0,-0.0684941774399986,0.00468523402942508,0,0,0,0.0188049003545159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201513327657754,0,-0.0202456534770202,0,0,0,0,-0.0638228308946368,0.0130482748132095,0,0,0,0,0.0161143449481022,0,0,0,0,-0.0355681432809971,0,0
X002371.SZ,0,0,0,0.250341813467932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547803069452337,0,0,0,-0.127006345851341,0.0926969172397559,-0.109063700432732,-4.33680868994202e-19,0.0179871262845442,0.172731792883633,0,0,0,0,0,0,0,0.284110546154789,0,0,-0.0782748733801723,0,0,0,0,0,0,-0.0362092220637767,0,0,0.100274796074262,-0.0531899546586705,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.640538893993256,0.0640331358245593,0.0629442936396186,0,0,0,0.0114206004160607,0,0,0,0,0,0,0,0.0556648303578315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187694921229861,0,0,0,0,0.0532920906908337,0,0,0,0,-0.0259657599949665,-0.0214594589737165,0,0,0,-0.0521154274436034,0,0
X002129.SZ,0,0,0,0,0,0,0.164300514664002,0,0,0,0,0.0750569753373645,0,0,0.0730595729918785,0.146906180402173,0,0,0,0,0,0,0,0,0,-0.11464940633612,-0.0137342759716492,0,0,0,0,0,0,0,0,0,0,0,0.0822908555284662,0,0.124805989988604,0,-0.054464884300163,0,0,0,0,0.118919439677034,0,-0.0260165190422452,0,0.101640665489067,0,0,0,0,-0.00270775620031497,0,0
X000596.SZ,0,0,0,0,0,0.168581176843355,0,0,0.422832537409418,0,0,0,0,-0.0841016312648593,0,0,0,0,0,0,0,0,0,0,0,0,0.145043507852207,-0.0144909899545488,0.613674090097821,0,0.392342005111264,0,-0.0424904974269619,0,0,0,0.100025024935317,0,0,0,0,-0.0996910491292054,0,0,0,0,0,0,0,0,0,-0.0181247594731079,-0.0628874033934804,0,0,0,0.0398104468993176,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942087602122068,0,0,0,-0.0619630972449608,0,0,0,0,0,0.461528673650053,0,-0.172820268897101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272047449833368,0,0,0,0.07724118110104,0,0,0,0,-0.0688028022107032,-0.0374087342020987,0,0,0,0.00780994304569819,0,0
X002049.SZ,0,0,0,0,0,0,0.217220024053911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162928470412059,0,0,0,0,0,0,0,0,0,0,0,0.0184049538214405,0,0.314508754375052,0,0,0,-0.0873149100667849,-0.0858322509266843,-0.0197923493685258,0,0,0,0,0.243629289977824,0,0,0,0,0,-0.00562244508591581,0.0124929675039171,0,0,0,0.0339083395790644,0,0
