,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X000100.SZ,X002241.SZ,X600271.SH,X000559.SZ,X600118.SH,X600031.SH,X600066.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X002049.SZ,X600177.SH,X002465.SZ,X601877.SH,X000977.SZ,X300003.SZ,X002456.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X000869.SZ,X600867.SH,X600582.SH,X002426.SZ,X300001.SZ,X600498.SH,X002085.SZ,X002276.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384746400156286,0,0.0571477492468683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248064865147435,0,0,-0.0676139910662814,0,0.0436076482322068,0,0,0,0,0,-0.00913213877597966,0,0,0,0.00655616267515142,0,0,0,-0.00493469238017475,0.0114673298972733,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.220857635977942,0,0,0,0,0,0,0.106684362515745,0,0,0,0,0,0,0,0.0678027885055572,0.0215976321604384,0,0,0,0,0,0,0,0,0,0,-0.0766387886485276,0,0,0,0,0.0603933847298096,0,0,0,0,0,-0.0396620659481167,0,0,0,0.00150434160868258,0.0201327323907542,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590442389425377,0,0,0,0,0.0283610176016967,0,0,0,0,0.178316234920097,0,0,0,0.331503732953661,0.0600973869356831,0,0,0,0,0,0,0,0.0500609205398234,0,0,0,0,0.0304454691510202,0,0,0.0256705134357404,0,0,0,0,0,0,-0.0181962984762659,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.294377555024386,0,0,0,0,0,0,0,0,0.00560462832518597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2853825105502,0,0,0,0,0,0.0218306045587871,0,-0.0240074459460079,0,0,0,0,0,0,-0.0272457101279995,0,-0.0166541852817432,0,0.0209126569339839,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0198907484754807,0,0,0,0,0,0,0,0.0431487723908822,0,0,0,0,0,0,0,0,0,0.0777589664463228,0,0,0.106984843865683,0,0,0,0,0.0673823819984385,0.108906254688381,0,0,0,0,0,0,0,0,0,0.00423217848047979,0.00755778919881618,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.060726779852958,0,0,0,-0.00106679666343379,0,0,0,0,0.114568253018052,0,0,0,0,-0.073261067779763,0,0,0,0,0,0.185813100061631,-0.0149371311245629,0,2.16840434497101e-19,0,-0.0377393821341663,0,-0.00302445643581547,0,0.141529364895814,0,0,0,0,0,0,0,0,0,0.0397625854058301,0,0.0166366292494108,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0655933661082848,0,0,0.0578212754912982,0,0,0,0,0.0153620631457276,0,0.0567438090513888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486989914576852,0,0,0,0,0,0,0,0.0243070584326721,0.12605750998358,0,0,-0.0104321855263535,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0405028042417825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548433084232625,0.0488619613425764,-0.0368458692762323,0,0.0223041176119257,0,0,0,0,-0.0531388978304798,0.0100687097516703,0,0,0,-0.0530100787120952,0,0,0,0.10838395093993,-0.132516878595421,-0.0199908865374604,0.0226377995280484,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0279277316226139,0,0,0,0,0,0,0.233073257532281,0,0,0,0,0,0.0607615810960705,0,0,0,0,0,0,0,0.17701519533773,0,0,0.045176661796776,0,0,0,0,0.0219213940804847,0,0,0,0,0,0,0,0.0273889933416499,0,0,0.00834186242295089,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758675309773685,0,0,0,0,0,0,0,0,0,0,0,0,0.16895231996785,0.0297468089877894,0,0.147999278714677,0,0,0.0543852915625164,0,0,0,0,0,0,0,0.0378401649811844,0,0,0.140071679406206,0,0,0.0211199291554913,0,0.0214497078467794,-0.0021664910682783,0,0,0,0,0,0
