,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X000157.SZ,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000799.SZ,X300142.SZ,X000066.SZ,X000800.SZ,X601799.SH,X002008.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X600779.SH,X002508.SZ,X002185.SZ,X000547.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.378382566774731,0,-0.141971296348188,0,0,0,0,0.205938130107164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122258458058586,0,0,-0.0287337019785928,0,0,0.0887621669718204,0,0,0,0.115517223697765,0,0,0,0,0,0,0,0,0,0.0142605417569842,0,0,0,0,0,0,0.0263775080941309,0,0,0,0,0,0
X000858.SZ,0.0296013476624412,0,0,0,0,0,0.134647900368025,0,0.309215836725698,0.0126149058495949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791177126668627,0,-2.16840434497101e-19,0,0,0,0.0242159504927257,0,0,0,0.0361866676799379,0.0702309056191878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334634272111131,0,0,0,-0.0071605614897531,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.014288441496281,0,0,-0.0872160905668384,0,0,0,0,0,0,0,0,0.0202380473817564,0,0,0.044473005347349,0,0,0,0,0.194851224247192,0.0381968155355588,0,0.0102199244491762,0,0,0,0,-0.022936045719331,0.00929695501930094,0,0,0,0.0696641199015404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00187276042347396,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0560592405026996,0,0,-0.0521634516574301,0,0,0,0,0,0,0,0,0,0,0,0.136462371017239,-0.0355196625834201,0,0.026757095205866,0,0,0.025740388093609,0,0,0.217777927974776,0,0.107898486580092,0,0.0841667118448404,0,0.0391241607119994,0,0,0,0,0,0,0,0,0,0,0,-0.0137841655880208,0,0,0,-0.00436008478426509,0,0
X002475.SZ,0,0,0,0,0,0,-0.0568519272267526,0.155577467903681,0,0,0,0,0,0,-0.001468379161262,0,0,0,0,0,0.460673849995977,0.069866348162882,0,0,0,0,0,0,0,0.0162798736207858,0,-0.0377959698639413,0,0,0,0.0727251876772817,0,0,0,0,0.100002032505374,0,0,0,0,0,0,0,0,0,0,-0.0258826776077336,0,0,0,0,0.0158110976753026,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.114283772913102,0.127601570944039,0,-0.00287654075937742,-0.0116586370002671,0,0,0,0,0,-0.0978500549647888,0,0,0,0.0113150836458892,0,0.215777400017317,0,0.00428821753613827,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.00165497678769698,0,0.140255814142717,0,0,0,0,0,0,0,0.0157057789082092,0,0,0,0,-0.022093446217866,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.380988790942787,0.160005807083731,0,0,0,0,0,0,0,0.0300906970221618,0,0,0,0,0,-0.0438294411849911,0,0,0,0,0,0,0,0,0,0,0,0,0.102099777349422,0,-0.0216356889345857,0,0,0,0,0,0,0.100401248894893,0,0,0,0,0,0,-0.0130520341398666,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234899255442181,0,0,0,0,0,0,0,0,0,0.111698853331164,0,-0.0186618806046009,0,0.243092505419262,0,0,0,0,0,0,0,0,0,0,-0.0286359825270667,0,0,0,0,0.0228536931177306,0,0
X600809.SH,0,0,0,0,0,0,0.427788058719838,0,0,0.027015826122336,0.129229291892122,0,0,0,0,0,0,0,0,0,0,0,0.0621429921078915,0,-0.209571377096666,0,0,0,0,0,0,0,0,0,0,0,0.0319586689036411,0,-0.081072252322907,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00166716635832754,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.34651556025832,0,0,0,0,0,0,0,0.0639116008656038,0,0,0,0,0,0,-0.0684850611682077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497729895053843,0,0.213964227549855,0,0.0863038181373558,0,0,0.209419844210001,0,0,0,0,0,-0.0234050926445346,0,0,0,0,0.00692061992094542,0,0
