,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000661.SZ,X601877.SH,X000157.SZ,X002241.SZ,X600584.SH,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X300142.SZ,X002007.SZ,X000800.SZ,X601799.SH,X002463.SZ,X002028.SZ,X000066.SZ,X600460.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.382356172633076,0.0394895260506417,0,0,0.0417284628775847,0,0,0,0.0249545440412135,0.0463644489713378,0,-0.0335324618730636,0,0,0,0,0,0,0.0679852783490433,0,0,0,0,0,0,0,0,0,-0.0216554159302014,0,0,0,0,0,0,0,0,0.0776400707245602,0,0,0,0,0,0,-0.0204575613774822,0,0,0,0,0,-0.0140861414423145,0.0140961376993052,0,0,0,0,0,0
X000858.SZ,0.0757336705601768,0,0.667341160148962,0,0,0,0,0.0284586255257721,0,0.132481270696738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455628305063946,-0.00520936339090879,0,0,0,0,0,0,0,0,0,0,0,0.0211776046245842,0,0,0,0,0.0495818751745907,0,0.0457853725108888,0,0,-0.00193872528382577,0,0,0,0,0,0,0
X000568.SZ,0.596273735571266,0.226451922091166,0,0,0,0,0,0,0,0,-0.0526765135603478,0,0,0,0,0.0422174921085448,0.0226596477767106,0,0,0,0,0,0,0,0,0,0,0,-0.0374244950714952,0,0,0,0,0,0,0,0,0,0.248727920773365,0,-0.0204540571891523,0,0,0,-0.0403930650503004,-0.000730860389986676,-0.073742964249682,-0.00690208207996816,0,0,0,0.0154705907511845,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.307126673638583,0,0.0670646773491162,0,0,0,0,0,-0.0737262954846281,0,0,0,0,0.0264325768145013,0,0,0,0,0,0.0838011523314072,0,0,0,0,0.384702264978648,-0.00666198098393028,0,0,0,0,0,0,-0.337273160370727,0,0,0,0.290437261272978,0.00241500025580987,0,0,-0.0931003931493331,-0.135746151555131,0,0,0.00597634104278444,0,0,0.0171177321353521,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.195384614476813,0,0,0,-0.043172060978437,0,0,0,0,0.230883675463004,0.0138719017248629,0,0,0,0,0,0,0,0,0,0,0.0384600471587918,0,0,0,0,0,0,0,0,0.200026107062345,0,-0.0674900995779615,0,0,0,0,0,0,0,0.0307009174903695,0,0,0.113591013794389,0.102388840764425,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.120202908027475,0,0,0,-0.10890820072066,0,-0.41485124283676,0,0,0,0,-0.530754475730343,0,-0.0621647663735052,0,0,-0.0582356227941358,0.154427206557499,0,0.331543958400249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126895111127599,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.153580296391105,0,0,0,0,0,0,0,0,0,0,0,0,0.0853112600812658,0,0.0340042873287782,0,0,0.00968127168507658,0,0,0,0,0,0.566877639419522,0.333618599936511,0,0,0.0276569569165445,0,0,0,0,0,0,-0.0491319038552108,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.158184658416956,0,0,0,3.46944695195361e-18,0,0,0,0.0290743105621382,0,0,0,0,0.10818935218548,0,0,0.0714421943800391,0,0,0,0,0,0,0,0,0,0,0.0183479846189083,0,0,0,0,0.0388114477218926,0,0,-0.0468346386365406,0,3.46944695195361e-18,0,0,0,0.101619296123108,0,0,-0.0116083126915088,0,0,0,0,0.0573276767614128,0,0,0,0,0,0,0,0
X002304.SZ,0,0.419867003171723,0.1786675893679,0,0.0314727890122329,0,-0.00236364168495333,0,0,0,0.0138406295957739,0,0,0,0,0,0,0,0.0495978887661752,0,0,0,0,0,0,0,0,-0.0473429991314135,0.0112458496041434,0.0151803202877397,0,0,0,0,0,0,0,0,0.00711635135788392,0,0,0,0,0,0,0,0,0,0,0,0,-0.00365743605303646,0,0,0,0,0,0,0
X000651.SZ,0.17216857653356,0,0,-0.08988167874582,0,0,0,0.394648090433509,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.046263723993986,0,0,0,0,0,0,0,0,0,0,-0.0410461847054314,0,0,0,0,0,0,0,0,0,0,0.0173006353956815,0,0,0,0,0,0,0,0,0.00109160521398732,0,0,0.000504615648870214,0,0,0,0,0,0
