,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300003.SZ,X600809.SH,X000100.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000050.SZ,X002179.SZ,X000157.SZ,X300142.SZ,X600066.SH,X300146.SZ,X600177.SH,X600522.SH,X600867.SH,X600089.SH,X300136.SZ,X600372.SH,X002241.SZ,X600566.SH,X000977.SZ,X002129.SZ,X002180.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0233783157761174,0,0,0,0,0,0,0,0,0,0,0.0210489227159238,0,0,0,0,0.048643756612125,0.0247641788052815,0,0,0,0,0,0,0,0,0.0852370732499938,0,0,0,0,0,0,0,0,0.0380497073629163,0,0,0,0,0.0110413645577071,0,0,0,0,0.106267058037746,0,0,0,0,0.00743584826513427,0,0,0,0,0,0
X600104.SH,0,0,0,0.193234434389959,0,0,0,-0.0285390939783178,0,0.149176298496354,0,0,0.281064651488089,0,0,0,0,0,0.105617274633972,0,0,0,0,0,0,0,0,0,0,0,0,0.00350041673213877,0.00376800940924275,0,0,0,0,-0.0398289821356386,0,0,0,0,0,0,0,0.186098433974986,0,0,0,0,0,0.00972024763962978,-0.0389591136755665,0,0,0,-0.00525515497044732,0,0
X002415.SZ,0,0,0,0,0,0,0.106510193219022,0,0,0.012590236656964,0,0.0303154649246899,0,0,0,0,0.0796686587712885,0,0.381189430936305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0239896018463166,0.059084542577447,0,0,0,0.047106268897698,0,0
X000858.SZ,0,0,0.052224644775119,0,0,0.0316289331065728,0.0831671502598843,0,0,0,0,0,0,0.282250423434298,0,0,0,0,0.0925114789486289,0,0.0722045626962592,0,0,0,0,0,0.0441204834067024,0,0,0,0,0.00409928877293995,0.0217473144488549,0,0,0,0,0,0,0,0,0,0.00908239717734231,0,0,0,0,0,0,0,0,-0.0143987495902415,0,0,0,0,-0.00190950058972802,0,0
X000651.SZ,0,0.245274426437797,0,0,0,0,0,0,0,0.187440028697079,0,0,0,0.0609284068918328,0.00143823239310299,0,0,0,0.055565990173898,0,0,0,0,0,0.0638842233652359,0,0,0,0,0,0,0.0101603413085211,0,0,0,0,0,0.00804407013313562,0,0,0,0,0.0168381631180384,0,0,0,0,0,0,0,0,0,0.0120799504782785,0,0,0,0,0,0
X600276.SH,0.12540596571911,0,0,0,0,0,0,0,0,0,0,-0.398727872338266,0,0,0,0.215992751207389,0,0,0,0.287578117377868,0,0,0,0,0,0,0.222144532974541,0.309146260727189,0,0,0,0,0,0,0,0,0,0.0223765952510888,0,0,0,0,0,0,0,0.184056866194189,0,0,0,0,0,0.0401551174934416,0.0603446438019229,0,0,0,0,0,0
X002304.SZ,0,0,0,0.224687586064427,0,0,0,0,0,0.116003946028169,0,0,0,-4.33680868994202e-19,0,-0.0063276908840291,0,0,0,0.0686113233230198,0,0,0.210738350370395,0,0,0,0.0511239782938258,0,0,0,0,0,0.000611927361488368,0,0,0,0,0.250965264617428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234130385377623,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.00614722927068803,0,0,0,0,0.21719632703076,0,0,0.0489126942396226,0,0,0,0,0,0,0,0.408721075366772,-0.00399207627732282,0,0,0,0,0,0,0,0,0,0.207851213691308,0.0540591962576406,0,0,0.0475753426258825,0,0,0,0,0,0,0,0,0,0,0,0.0497542696797062,0,0,0.00823912704807855,0.0105154635001593,0,0,0,-0.0271615978340872,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.000786781127867443,0,0,0,0.0533194097683998,0,0,0,0,0,0,0,0,0,0,0,0,0.355099931501658,0,0,0,0,0,0,0,0,0,0,0,0.0836863590203054,0,0.0476382214060331,0,0,0,0.0479031619120344,0,0,0,0,0.00545548730921658,-1.73472347597681e-18,0,0,0,0.142629385033601,0,0
X600690.SH,0,0.110432738149078,0,0,0.267967912304651,0,0,0,0,0,0,0,0,0,0.121766276148647,0,0,0,0.0776303990727441,0,0,0,0,0,0,0,0,0,0,0,0,-0.005224172777175,-0.0510017889547905,0.155448599154967,0,0,0,0,0,0,0,0,0.00985213554838567,0,0,0.00542031417545318,0.0370575384517106,0,0,0,0,0.0132607490973912,-0.0412869812807143,0,0,0,0,0,0
