,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X000661.SZ,X600089.SH,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X002236.SZ,X600563.SH,X600418.SH,X002176.SZ,X002414.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.000947070310000692,0.219781572356791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171138184028216,0,0,0,0,0.0914133745676135,0,0,0,0,0.0510993833490654,0,0,0,0,0,0,0.00478986887067061,0,0,-0.0628953457677134,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.324627240030828,0,0,0,0,0,0,0,0,0,0,0,0.0225992336757296,0,0,0,0,0,0.0405907239513064,0,0.0469649395016859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212886147600758,0,0,0,-0.0295812098288906,0,0.00596009119116375,0,0.048917447582209,0,-0.0148604167990011,0,-0.0644345703660933,0,0,0,0,0,0.0024163483478068,0,0
X600809.SH,0,0,0,0.594431353575047,0,0,0,0,0,0,0,-0.0239738082404247,0,0,0,0,0,0,0,0.00487841399305084,0,0,0,0,0,0,0,0,0,0,0,0,0.0555199388949545,0,0.0135312105871509,0,0,0,0.100682370854815,0,0,0.011360190809899,0,0,0.0340285779446218,-0.010810866331796,-0.218067314085405,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00201169532246222,0,0
X000568.SZ,0,0,0.148555590166179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117251207187668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417635487230734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312691751820282,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.160439129195005,0,0,-0.046056394195915,0.0421826014009736,0,0,0,0,0,0,0,0.133783492379741,0,0,0.0131435250460121,0,0,3.46944695195361e-18,0,0,6.93889390390723e-18,0,0,0,0,0.0322251364199713,0.0460262768545462,0,0,0,0,0.770249537945394,0,0,0,0,0,0,0,0.115319373880155,0,0,0,0,0,0,0
X002304.SZ,0,0.0784276440905139,0,0.1096206965475,0,0,0,0,0.0881820187498457,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0.0210797592836587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106049505262646,0,0,0,0,0.151056704258256,0,0,0,0,0,0.0736483823923506,0.0113262620829027,0,0,-0.0221765960486652,0,0,0,0,0,0,0,-0.0107826642827351,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00182823058267855,0,0,0,0,0,0.0645564284146163,0,0,0,0,0.533228297328153,0.0241775260170236,0,0,0,0,-1.35525271560688e-20,0,0,-0.0274061781806437,0,0,0.0658731198558941,0,0,0.131763664443334,0.0899770291790319,0,0,0.00230639038066809,0,0,0,0.0701034225651365,0,0,0,0,0,-0.136875218185343,0,0,0,0,-0.0531228856870548,0,0
X600276.SH,0,0,0,0,0.0403692149606822,0,0,0,0,0,0.0298516251942296,-0.0523705492568717,0,0,0,0,0,0,0,0,0,0,0,0.228584489845108,0,0,0.127115736817752,0,0,0,0,0.0746939641542885,0,0,0,0,0,0.0873724062268454,0,0,0,0,0,0.107912096587609,0.0929393808896603,-0.00960635482327868,0,0,0,0,0,0,0.0679919451905014,0,0,0,0.00509627825618656,0,0
X600690.SH,0,0,0,0,0,0,0.0442338315715827,0,0,0,-0.0162955982282333,0,0.313168928222058,0,0,0,0,0.025267564666246,0,0,0,0.185594335170616,0.0901735304880916,0,0,0,0,0,0,-0.0526009013049229,1.73472347597681e-18,0.035466755934159,0,0,0,0,0,0.0468178400738374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108394977292093,0,0
X600104.SH,0,0,0,0,0.0477183364439616,0,0,0,0,0,0.068953499917528,0,0,0,0,0.0160396278775819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294826885482574,0,0,0,0,0,0.197980781137791,0,0,0.0846184587914692,0,0,0,0,0,0,0.139874355876112,0,0.120155760214428,0.172135104761811,0,0.0110921521775279,0.026608636427018,0,0,0,0,0,0,0
