,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002007.SZ,X002463.SZ,X000800.SZ,X600522.SH,X601799.SH,X002028.SZ,X600460.SH,X600418.SH,X002294.SZ,X002074.SZ,X300142.SZ,X002180.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.190191534808139,0.283615676929381,0,0.0456220145787642,0,0.00598036988413331,0,0,0,0,0,0,0,0.00151847855876987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205825680413031,0,0,0,0,0,0,0,0.0334257925828978,0.158942795909833,0,8.67361737988404e-19,0,0.0186712546846701,0,0,0,0,-0.00635397688418465,0,0,0,0,0,0,0
X000858.SZ,0.142419161190022,0,0,0,0.104387108222678,0.289188282584904,0,0.108139710934929,0,-0.0473621407515062,0.0218732887807331,0,0,0,0,0,0,0,0,0,0.0238646923659194,0,0.0359581783944192,0,0,0,0,0,0.109462803121497,0,0,0,0,0,0.000522842356840032,0,0,0,0,0,0,0,0,0,0.00303066227658263,0,0,0.0388565917799825,0,0,0,-0.00277303984737144,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434763966265291,0.047940822018876,0,-0.0202571719175363,0,0.187377597348274,0,0,0,0,-0.0373484828110439,0,0,0,0.114438435544638,0,0,0,1.0842021724855e-19,0,0,0,0.146673366067577,0,0.0297105176457091,0,0,0,0,0,0.00631529340610403,0.0108202130747742,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0565228745519136,0.0536245437469044,0,0.0337010429099141,0,0,0,0,0,0,0,0.132985796165254,0,0,0,0,0,0,0,0,0.0282430453651142,0,0,0.0821367729431178,0,0,0,0,-0.043065257874849,0,0,0.0418614774550744,0.0257605424783834,0,0,0,0,0,-0.0194569368772445,0.272075448224223,0,0,0.0211866163042771,-0.0256133481801323,0,0.0184461669838555,-0.0213698364674974,0,0,0,0,0,0
X600809.SH,0.192313311855095,0,0,0,0,0.363938603033147,0,0,0,0,0,0,0,0,0,0,0.260557553833228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048986800172328,0,0,0,0.0931265662420192,-0.0778013188258257,-0.0978066258646028,0,0,0,0,0,-0.0145438960397652,0,0,0,0,0,-0.0106906992901943,0,0,0,0,0,0
X000568.SZ,0,0.465598967643335,0,0,0.456919859128827,0,0,0,0,0,0,0,0,0,0,0,0,0.0228662994483949,0,0,0,-0.060097993958805,0,0,0,-0.0339594515471299,0,0,0,0,0,0,0,0,0,0,-0.102422921565088,0,0,0,0,-0.0455898386785679,0,0,0,-0.0211906046694505,0,0,0,0,0,0.00253254251391894,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086549905317461,0,0,0,0,0.295792443682527,0,0,0,0,0,0,0,0,-0.0911949250661247,0,0.010906494933813,0,0,0.00825264318934596,0,0.00577918633699282,0,0,0.0839056901861104,0,0,0,0,0,0,-0.0541649092805517,0.0609219306766186,0,0,0,0,0,0
X600690.SH,0.0457872826136659,-6.93889390390723e-18,0,0,0,0.266283398966379,0,0,0.247326687246635,0,0,0,-0.0323615303858511,0,0,0,0.0241058458927687,0.0370120979012846,0,0,0.0781516207970149,0,0,0,0,0,0,0,0,0,0,0,-0.000902072474244614,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.104554683630675,0,0.0231459849658165,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00934536163425912,0,0,0,0.131859152177732,0,0.00362929192100501,0,0,0,0,0,0,0,0.0589681958188868,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652547721454872,0,0,0,0,0,0,0,0,0.0253722615890173,0.108455748077672,0.0902090293909944,0,0,0,0,0,0.064122554133292,0,-0.0113317840647626,0,0,-0.064699105283754,0,0,0,0,0,0
X000625.SZ,0.0370091596542291,0,-0.0280471260766544,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437249940738418,0,0,0.0571803447164764,0,0,0,0,0,0,0,0.148779003158808,0,0,0,0,0,0,0,0,0,0.07558182580772,0,0,0,0,-0.155829048790227,0.31600728436134,0,-6.93889390390723e-18,0,0,0,0,0.00747567656093634,0,0,0,0,0,0,0
