,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X600177.SH,X000157.SZ,X002085.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000559.SZ,X002426.SZ,X002007.SZ,X600867.SH,X300003.SZ,X600089.SH,X000623.SZ,X002294.SZ,X600522.SH,X002180.SZ,X002506.SZ,X601877.SH,X000981.SZ,X002074.SZ,X600498.SH,X002508.SZ,X000869.SZ,X300136.SZ,X000050.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.341269117971278,0,0,0.0226689757831155,0,0.0488033667325775,0.0573763204814557,0,0,0,0.0117759248609361,0,0,0,0.0153467235306457,0,0,0.0670568115182234,0,0,0,0,0,0,0,0,-0.0619766425378004,0,0,0,0,0,0,0,0,0,0,0,0,0.0354360507775258,0,0,0.0527752721164554,0,0,0,0,0.0237261025772435,0,0,0,0,0,0
X600104.SH,0,0,-0.00842149101717853,0,0,0,0,0,0,0.170089756047566,0,0,0,0,0,0,0,0.0349374610916273,0.13514247822926,0,0,0.0279294788854176,0,0,0,0,0,0,0,0.0380255296087958,0,-0.100000356389477,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.119726171475601,0.122059763562937,0,0,0,-0.175342341054389,0,0,0,4.33680868994202e-19,-0.0597603544445916,0.147750278634101,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0163865097548248,0,0,0,-0.0303742866424946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934002555437544,0,0,0,0,0.204088528042464,0,0,1.0842021724855e-19,0,0.196579911885933,0,0,0,0,0,0.0426526219465939,0,0,0,-0.0409065592215705,0.0881702332597071,-0.0311329863169478,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.191611715893952,0,0,0,0.137336316308286,0.20522945726736,0,0,0.054643985302621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488858296976265,0,0,0,0,-0.105263009838413,0,0,0,0,0.277118563280481,0,0,0.222128660997322,0,0,0,-0.0203645269280199,0,0,0.0245815182010125,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0159239555150413,0.0162253003262699,0,0,0,0.0559324544273684,0.056918770247227,0.406586337003895,0,0.0179799910646303,0,0,0,0,0,0,0,0,0.0329941959668018,0,0.0579384344365367,0,-6.93889390390723e-18,0,0.0450390548677486,0.0861867386297009,0,0,0,0,0,0,0,0,0,0,0.0498652658226945,0,0.0936672570684738,0,0,0,0,0,0.0577311343641007,0,0,0,0,0,0
X600276.SH,0,0,0.0407606394586511,0,0,0,0,-0.0115030607314588,0,0,0,0,0,0,0.00867340611586422,0,0,0,0,0,0,0.0264927536717857,0,0,0,-0.0301042718691322,0,0,0,0,0,0,0,0,0,0.0614607810331926,0.244086843764476,0,0.0270154026369676,0,0.101519667722669,0.225846252472978,0,0,0,0,0,0,-0.103514329546249,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.295526651218571,0,0,0,0,0,0,0.0632774640524102,0,0,0,0,0.0619485955172029,0,0,0,0,0,0,0,0,0,0,0,0,0.0164597773367458,0,0.0269506379207298,0,0,0,0.0732645781618746,0,0,0,0,-0.00492096847141835,0,0,0,0,0.0891656880022093,0.0245385303122879,0,0,0,-0.0201869791577734,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113641821011691,0,0,0,0,0,0,0,0.066752504198361,0,0,0,0,0,0,0,0,0,0,0.0563925035727012,0,0,0.0566826249376521,0,0,0,0,0,0.105059790944002,0,0.0644994572718845,0,0,0,0,0.124819185534327,0,-0.0522523707175288,-0.00479442831714852,0,0,0,0,0,0
X000625.SZ,0,0.125808846335762,0.0611708263360287,0,0.115431190205076,0,0,0,0,0,0,0.202307072653993,0,0,0,0,0,0,0,0,0,-0.00422876908418563,0,0,0.0886653534851486,0.00505895337583727,0,0,0,0,0,0.188945811875697,0,0,0,0,-0.19188876697922,0,-0.0315981923884078,0,0.0601325837346929,0,0.0650279043544018,0,0,0,0,0,8.67361737988404e-19,0,0.0558366451189515,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0596966957787774,0,0,0,0,0,0,0,0,0,0,0.0320874656530857,0,0,0.0921306126283996,0,0.110119444691975,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.15463516798488,0,0.0504135544272108,0,0,0,-0.0131475316376053,0,0,0,0,-0.0485832562368783,0,0.0177061164331077,0,-0.0537923634050611,-0.0374554487812802,0,0,0,0,0,0
