,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X600372.SH,X002241.SZ,X002236.SZ,X600741.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X002463.SZ,X000800.SZ,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X002074.SZ,X002007.SZ,X002223.SZ,X600460.SH,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.429822575493331,0.0895561365548914,0,0,0.0299191458414505,0,0,0,-6.93889390390723e-18,0,0.0116179104541421,0,0,0,0,0,0,0,0.0190148933617891,0,0,0,0,0,0,0,0,0,0,-0.0193734109360643,0,0,0,0,0,0.110038730543373,0.0688815452236787,0,0,0,0,0,0,0,0,0,0,0.00607320535533814,-0.0191683476224242,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0557967457503029,0.408123841542082,0.123683418581428,0,0,0,-0.0141463076050697,0,0,0,0,0,0,0,0,0.0452349698276253,0,0,0.0361852420760232,-0.0110490113018165,0,0,0,0,0,0,0.0617460057441899,0,0,0.0419281287164525,0,0,0,-0.0723575117327251,0,0,0,0,0,-0.0882784875910968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.226564912338309,0,0,0,0,0,0,0,0.242563556362143,0,0,-8.67361737988404e-19,0.121526685086377,0,0,0,0,0,0,0,0,0,0.0700741055712183,0,0,0,0,0,0,0,0,0,0,0.074590813752905,0,0,0,0,0,0,-0.0189725892098573,0.0136690047157485,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137102408203608,0,0,0,0,0,0,0,0.0627628552732565,0,0,0.0205997225382829,0,0,0,0,0.409068089561019,0,-0.0128119035014095,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.144226722907996,0,0.0387929734307685,0,0,0,0.0216770878016227,0,-0.0221160772861966,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.388943170829896,0,0,0,0,0,0,0,0,-0.0434044113241275,0,0,0,0,0.407707337067547,0.137752140852485,0,0.135786561324491,0,0,0,0.0681987489430679,0,0,0,0,0,0,0,0,0,0,0,0,-0.020622949614202,0.0399723609247263,0,-0.143858374917038,0,0,0,0,0,0,0,0,-0.02453939020316,0.00432468312062245,0,0,0,0,0,0
X000568.SZ,0.0713824063866581,0.837263664929896,0,0,0.152721732426949,0,0,0,0,0,0,0.0320325066835895,0,0,0,0,0,0,0,0,0.112309171956238,0,0,-0.0776864699265847,0,0,0,0,0,0,0,0,0,0,0.0350081589814732,0,0,0,0,0,0,-0.11719633035315,0,0.0422943433973698,0,0,0,0,0,0,0,0.017145986117695,0.0012538104103689,0,0,0,0,0,0
X600690.SH,0,0.264421509541318,0,0,0,0.109873229292791,0,0.112159138316464,0,0,-0.00218735101074419,0,0,0,0,0.182989285967259,0,0,0,0,0,0,0,-0.0871024599955451,0,0,0,0,0,0,8.67361737988404e-19,0.0622810877362148,0,0,0,0,0,-0.0828124019434686,-0.0128412594380113,0,0,0.00735093142320822,-0.0433751624625232,0,0,0,0,0,0,0,0,-0.00449532409514495,0.0183733024391831,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.570610967631107,0,0,0,0,0,0,0,0.00282785579679703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067691124307384,0,0,0,0,0,0,0.0937016330887398,0.234916238663234,0.0520106556928305,0,0,0,0,0,0,0,0,0.00891419577752404,0,0,0,0,0,0,0
X002475.SZ,0.0243115018094244,0,0,0,0,0.107833389148071,0,0,0,0,0,0,0,0,0.0236916206871057,0,0,0,0,0,0,0,0.114728148684358,0,0,0,0,0.339345663587948,0,0,0,0,0,-0.0858867572694327,0.07361004210766,0,0,0,0,0,0,0,0.193791733920187,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0215589707119422,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568771038297396,0,0,0,0,0,0,0,0,0,0.0233838341864863,0,0,0,0,0,-0.0567889565523558,0,0,0,0,0,0,0,0,0,0,0,0,0.013336539254316,0,0.309862862165555,0,0,0,0.0287863291093675,0.106643575913753,0,0.00649735089917941,0,0,0,0.0289965238286363,0,0
