,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X300014.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X002180.SZ,X000661.SZ,X600460.SH,X000100.SZ,X000733.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X600884.SH,X000799.SZ,X002236.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X002414.SZ,X000977.SZ,X600563.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.228831195808699,0,0,0,0.083346192512703,0.0838384414448865,0,0,0,0,0,0,0.0266747481707657,0,0,0,0,0,0,0,0.213546539091264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357761044271976,0,0,0,0,0,0,0,0,-0.00353982285877049,-0.0228851172376409,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.344394327403972,0,0,0,0,0,0,0,0,0,0,0.105885035861024,0,0,0,0,0.0690465059776787,0.227111232129804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532821098972602,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0395915316203877,0.0227901903001739,0,0,0,0,0,0
X600809.SH,0,0.104704537825058,0,0.0518495905018634,0.383273421266821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967490956988463,0,0,0.176869733826612,0,0,0,0,-0.0412210089666014,0,0,0,0,0,0.0192524106009465,0,0.132624224155223,0.118341952492873,0,0,0,0,0,0.0147066767390273,0,0,0,0,0,0,0,0.027051831429895,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0687755355939132,0.0516842065942196,0,0,0,0,0,0,0,0,0.281121150023624,0,0,0,0,0,-0.176836466239322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494081146969556,0.11138839487971,0,0.344740652602781,0,0,0,0,0,0,0,0,0.12929656588248,-0.150283657169079,0.154128538741323,0,0,0,0,0,0
X000568.SZ,0,0.266775721519155,0.16732867497508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966092684137375,0.181345802324678,0,0,0,0,0.0316534251337351,0,0,0,0.0249829545919193,-0.0138717862239024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411028626151854,0,0,0,0,0,0
X600690.SH,0,0.345188478554796,0,0,0.0308060392907103,0,0,0,0,0,0,0,0,0,0.0336143109371967,0.0139877810421177,0,0,0,0,0.0264625433409728,0,-0.0117074885527447,0,0,0,0,0,0,0,0.0149499096280301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15442646632118,0,0,0,0.10554285583252,-0.0449875007536269,0,0,0,0,0,0,0
X002304.SZ,0,0,0.179038715286815,0,0.0691581828876912,0,0,0,0,0,0,0.0869290357329293,0,0.312927547118474,0,0,-0.0528845311488267,0,0,0,0,0.118885023966995,0,0,0,0,0,0,0,0.0128389170679724,0,0,0,0,0,0,0,0,0.1992289993528,0,0,0,0,0,0,0.0376760798151186,0,0.145505538378991,0,0,0,0,-0.00890204154442073,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133901729689367,0,0.437225191280918,-0.0867844200449712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581978294977569,0,0,0.0217511883724347,0,0,0.0898863260475365,0,0,0,0,0,0.021209194349432,0,0,0,-0.00646964797147911,-0.0247457664647783,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0097567668776538,0.230834581153107,0,0,0,0,0,0,0.122075666559901,0,0.0751792146659801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973037444254939,0,0,0.00126489955483531,0.0298802803159758,0.116428535689551,0,0,0,-0.0114766066537381,-0.0158080933588785,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00991833897267691,0,0,0,0,0,0,0.133039534800514,0,0,0,0,0,0,0,0,0.138859420412583,0,0,0,0,0,0,0.16232229352657,0.034050254443646,0,0,0,0,0.0131988795779275,0,0,0,0,0,0,0,0,0,0.0697808038453782,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
