,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600703.SH,X600089.SH,X600741.SH,X002236.SZ,X600066.SH,X600271.SH,X601877.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000581.SZ,X000550.SZ,X002475.SZ,X000568.SZ,X300124.SZ,X000623.SZ,X300146.SZ,X000400.SZ,X000800.SZ,X600060.SH,X300003.SZ,X000050.SZ,X002294.SZ,X002292.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002456.SZ,X000869.SZ,X600166.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.136399084250942,0,0,0,0,0.0869549703074945,0,0.218135875158242,0.114868604154669,0,0,0,0,0,0,0.0271223124752794,0,0.0193361061683896,0.0655839833266609,0,0.0796242581706057,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0193606446493669,0,0,0,0,0,-0.00456643599279936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0201135684991914,0.190136895673467,0.173403069537936,0.0147106158316693,0,0,0,0,0,0,0,0,0,0,0,0,0.0343789485202139,0,0.0141761567080734,0,0.00604753173345298,0,0,0.109224129840814,0,0,0,0.108439067534655,0,0,0,0,-0.0488940604361932,0,0,0,0,0,0,0,0,0,0.0637116447251292,0.0250682875173519,0,0,0,0,0,-0.0554052441305279,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.229016172250083,0.213420667740618,0,0,0.017546738458088,0,0,0,0,0,0.100378343096511,0,0.0591448120335496,0.0370916097956802,0,0.114233309340233,0.0356570741954236,0,0,0,0,0,0.104259198879472,0,0.00298254555097472,0,0,0,0,0,0,0,0.091303197159775,-0.0500695037987403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0267341557617214,0.0399596432957886,0,0,0,0,0,0,0.0480423602808272,0,0.0380879143229503,0.0528251986716432,0,0,0,0,0,0,0.112423318837881,0,0.0397077077458112,0,0.0810888949133595,0.0632871071117634,0,0,0,0,0,0,0.176233788909049,0,0,0.0761029591534029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863373362235349,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.325981204141115,0,0,0,0,0,0.127944502181544,0,0,0,0,0,0,0.0413800443403851,0.0388085156667871,0.267337844548422,0,0,0,0,-0.223572281000663,0,0,0,0,0.0481002701240379,0,0,0.0762148003996477,0,0,0.100854558927059,0.111010645322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196227890988474,0,0,0,0,0,0
X000625.SZ,0,0,0.0529467111692142,0.0384085995356103,0,0,0.187507777945071,0,0.125319505224945,0,0.0567082013561123,0,0,0,0,0,0,0,0,0.14416337271317,0,0,0,0,0,0,0.0310676405370613,-0.069132933230666,0,0,0.185300586694888,0,0,0,0,0,0.0758324071034192,0,0,0,0.0401998224126006,0,0,0,0,0,0,0,0,0,0,0.017114586555668,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.167673744062753,0,0,0.169783020898891,0.0819241013339949,0,0,0,0,0,-0.0547475431770477,0,0,0.0871380933246612,0.0691705642621674,-0.065644951051435,0,0,0,0,0,0,0,0.255473825482124,0,0,-0.0843284636639348,0,0,0,-0.0283788817922622,0,0,0,0,0,0,0,0,-0.236891473737911,0.142555070329341,0,0,0,0.0690536777282638,-0.0341896813672998,0,0,0,0,0,0
X000858.SZ,0,0,0.0321718046122769,0,0,0,0.129598936206386,0,0.0568281196064246,0.0762441522847347,0.0937476372318579,0,0,0.126201278595461,0,0,0,0,0,0,0,0,0,0,0,0.0506217196427582,0,0,0,0,0,0,0.114897362698548,0,0,0,0,0.0960775001661581,0,0,0.0337938411677281,0,0,-0.0198787730485697,0,0.057595450878312,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0974545682426311,0,0.219849605622656,0,0,0,0,0,0,0,0,0,0,0.0852070885548358,0,0,0,0,0,0,0.0905365747148812,0,0,0,0,0.132027208015491,0,0,0,0.0251896551007557,0.0192995263331896,0.0331780654672746,0,0,0,0,0,0.138014202499657,0.108205041503102,0,0,0,0,0,0,0,0.0134598520267497,0,0,0,0,-0.0367998576080982,0,0,0,0,0,0,0
X600031.SH,0.0610757733407716,0,0,0,0,0,0,0.0183085243000191,0,0,0,0,0,0,0.772863052816455,0,0,0,0.0420719794819294,0,0,0,0,0,0,0.0596860761415905,0,0,0,0,-0.0765333078740836,0,0,0.00135439488752724,0.0549750116983226,0,0,0.0386641250621031,-0.0214493476301255,0,0.00227884431465469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0
