,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600183.SH,X600372.SH,X002049.SZ,X600741.SH,X002028.SZ,X002236.SZ,X600066.SH,X600522.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X600487.SH,X002156.SZ,X002180.SZ,X002456.SZ,X000661.SZ,X000800.SZ,X002281.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.163442204037969,0,0,0,0,-0.029447936510769,0.137598036091063,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.328368873832296,0,0,0,0,0,0.000428209243554146,0,0,-0.00572761780894962,0,0,0,0,0.0392300330255986,0,0,0,0,0,-0.0180855652932365,0,0,0,0,0,0,-0.00782570313102837,0,-0.0101371334391435,0,0,0,0,0.00885220624150781,-0.00629552548982461,0,0,0,-0.0567163097566212,0,0
X000858.SZ,0.536151105018203,0,0,0,0,0,0,0.0837757278405122,0,0.0793167692031221,0,0.198627738392076,0,0,0,0,0,0,0,0,0,0,0.0896098708328288,0,0,-0.0272763088078654,0,0,0,0,0.0433863334288457,0,0,0,0,0.0655760014754724,0,0.0561859093315716,0,0,0,0.0381709933389387,0,0,0,0,0,0,0,-0.010558415287615,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.0138165979717516,0,0,0,0,0,0,0,0,0,0,0,0,0.0296948111297844,0,0,0,0,0,0.0841667284491392,0.390323791481268,0,0,0,0.0715149571179148,0,0,0,0,0,0.0953338473585468,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0689324144450314,0,0,-0.00947748582760675,0,0,0,0,0,0,-0.0324462518866088,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140422066428716,0,0.0370625406301173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273970689939945,0.0159522625492814,0.0637487128054463,0,0,0,0,0,0,0,0,0,0,0,0.0529025735207571,0,0,0,0,-0.124558252151652,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0534142780909575,0,0,0,0,0.0449652245858271,0,0.0184788054961325,0,0,0,0,0,0.206893587703289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189457037787416,0,0,0.0396660776401845,0,0,0.135725556818337,0,0.00578530740625645,0,0,0,0,0,0,0,0,-0.0380056836499643,0,0
X600690.SH,0,0,0.157852443367513,0,0,0,0.317818605644525,0.0282835424188811,0,-0.144667512436802,0,0.0919141420378326,0,0,0,0,0,0.0500412787646906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718604296901242,0,0,0,0,0,0,0,-0.0207345087949701,0,0,0,0,-0.0421523537462444,0,0.0490169096271099,0,0,0,0,0.021354442211689,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.258281065555134,0,0,0,0.00623787458669421,0,0,0,0,0.0537105634811787,0,0,0.115773961340076,0,0,0,0,0,-0.131428101873057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274522629197702,0,0,0,0,-0.000785294365913944,0,-0.0172638620659744,0,0,0,0,0,0,-0.019498092875449,0,0,0,0,0,0,0
X600809.SH,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.48980867642877,0,0,0,0,0,0,0,0,0,0,0.398278662720563,0,0,0,0,-0.0201609845967662,0,0,0,0,0,0,0,0,0,0,0,-0.00561434926235663,0,0,0,0,0,0,0,0,0,0,0,-0.00136122116195681,0,0,0,0,-0.00344622655346951,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.140443553652139,0,0,0,0.410801313501148,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.291890669054005,0,0,0,0,0.0441380298801311,0,0.0151868632553638,0,0,0,0,0,0.0549021884340926,0,0,0,0,0.107281240090446,0,-0.0741737638219306,0,0,0,0,0,-0.0946456590094879,0,0,0,-0.021076902817111,0,0
X600104.SH,0,0,0,0,0,0,0,0.252891757830099,0,0,0,0,0.0355120024353742,0,0,0,0.0127754977624553,0,0,0,0,0,0,0.216407606448914,0,-0.130123077339026,0,0,0,0,0,0,0,-0.313558667544662,1.09646517703312,0,0,0,0,-0.139446633519468,0,-0.0404477249938118,-0.0746527457661976,0,0,0,0,0.0777097482661039,0,0,0,0,0,0,0,0,0.142631490468772,0,0
