,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002129.SZ,X003816.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002241.SZ,X002180.SZ,X000100.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X000733.SZ,X002074.SZ,X600522.SH,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X000977.SZ,X000066.SZ,X002294.SZ,X002236.SZ,X002007.SZ,X600183.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0449470753488294,0.116897362541299,0.241521015792858,0,0,0.0938453113906803,0.0521022501638291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519662818154743,0,0,0,0,0.074585740985598,0,0,0,0,0,0,0,0,0,0,0,0,-0.00251679728397174,-0.0486649214982968,0,0,0,0,0,0.0188514611424218,-0.00626303477835457,0,0,0,0,0,0
X000858.SZ,0,0,0,0.187241385598913,0.0600828569677315,0,0.595084076830373,0.0341586086833214,0,0.211392275668065,0,0,0,0,0,0,0,0,0.0114970125195667,0,0,0,0,0,0,0,0,0,0.00820369434923787,0,0,0,0.00646399966686611,0,0,0,0,0,0,0,0,-0.0309070530090485,0,0,0,0,0,0,0,0,0,-0.0306449169822941,0.0103043512193069,0,0,0,0,0,0
X000568.SZ,0,0.152445788520334,0,0.263696867302308,0,0,0.250003846770129,0.0757572320507876,0,0,0,0,0,0,0.0141693268697069,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227163473266205,0,0,0.00542817579701722,0,0,0,0,0,0,0,0,0,0.30393702680652,0,0,0,-0.00019944727547216,0,0,-0.0202105869435297,0,0,0,-0.00431322248801421,-0.0124416210368913,0,0,0,0,0,0
X600809.SH,0,0,0.373981829032496,0,0,0,0.144578462785848,0,0,0,0.0646927565517921,0,0,0,0.0918699630216159,0,0,0,-0.00472562164900015,0,0,0,0,0,0,0,0,-0.0429192164921868,0,0,0,0,0,0,0,0,0,0,0,0,0.0643914546064505,0,0,0,-0.0242226680092469,0,0,0,-0.124771997340095,0,0,-0.00695009073668783,0.00309794142659837,-0.077392262129197,0,0,0,0,0
X002415.SZ,0,0.208332445428488,0,0.0522218274975525,0,0,0,0,0,0,0,0,0.0821351540174033,0,0,0,0,0,0.0494132480446675,0.0478223732172827,0.0293194818319332,0,0,0,0,0,0,0,0,0,0,-0.0299294316849523,0,0,0,0,-0.0386088639297443,-0.155728124039332,0,0,0,0,0,0.237132211816465,0,0,0,0,0,0,0,0,-0.0219842267618229,0,0,0,0,0,0
X600276.SH,0,0,0.00989508123792195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168176737567146,0,0,0,-0.157937930753074,0,0,0.327921326820787,0,0,-0.00882941009760707,0,0,0,0,0,0,0,0.0575055729754292,0.0470064592116421,0,0,0,0,0,-0.0374415988300033,0.0277433560882301,0,0,0,0,0,0
X002304.SZ,0,0.241662371353689,0.472275254732386,0,0,0,0,0,0,0,0,0,0.0061868244459438,0,0,0,0,0,0,0,0,0.0185521141644208,0,0,0.0806727529777269,0,0,-0.0726973951975018,0,0,0,0,-0.0134094383243818,0,0,0,-0.0169579689437932,0,0,0,0,-0.0576162036125447,0,0,-0.055665671336802,-0.0157621692174241,0,0,0,0,0,-0.00245994762660118,0,0,0,0,0,0,0
X600690.SH,0,0,0.0561000286143461,0,0.0669482539187548,0,0,0,0,0,0,0,0,0,0.0569077470051062,0.302802334574317,0,0,0,0,0,0,0.130911749315788,0,0,0,0,0,0,0.0183388463975532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321254015792076,0,0,0,0,0.0109701365528477,-0.0143729675860155,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.068219731768225,0,0.192017605244305,0,0,0,0,0,0,0,0.236487293451535,0,0,0,0,0,0,0.202537310994143,0,0,0,0,0.0779520984765748,0,0,0,0.107680003899637,0,0,0,0,0,0,0,0,0,0,0.0261042844701437,0,0,0.102852643655494,0,-0.0407306892816204,0,0,0,0,0,0
X000651.SZ,0,0.235783357054257,0,0,0,0,0.000819143337237066,0.28626375796991,0,0,0,0,0,0,0,0.0783677866770064,0,0,0,0,-0.010259311264713,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.039859247533994,0,0,0,0,0,0,0,0,-0.0209880119389883,-0.00100003325762246,-0.0196267755749986,-0.0117003168324027,0,0,0,0,0,0,0,-0.00279830886877235,0,0,0,0,0,0
