,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002049.SZ,X002236.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X002463.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X600183.SH,X000800.SZ,X601799.SH,X600066.SH,X002180.SZ,X002007.SZ,X600460.SH,X002223.SZ,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.114823452094298,0.0266440309240632,0.10960220677557,0,0,0.163316509359635,0,0,0,0,0,0.351481781588772,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810287326822944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597323012175817,0,0,0,0,0,0.00995098318049959,0,-0.0143462409470622,-8.67361737988404e-19,0.00185997672235695,0.0110220375694327,0,0,0,0,0
X000858.SZ,0,0,0,0.093002479462833,0,0.388804462981051,0,0,0,0,0,0,0,0,0.0533589547650364,-0.039911213925518,0.0894614128540591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108283579307171,0,0,0,0,0,0,0,-0.0254583166132945,0,0,-0.0212419953627692,0,0,0,0,0,0,0,-0.0205473067105,0.017115858325501,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0427259590984267,0,0,0,0,0,0.0843151485207321,0,0.0155211181641243,0,0,0,0,0,0.149710315437073,0,0.0520714778618289,0,0.12592239581531,0,0,0,0,0.0718171724401035,0.184902464681908,0,0,0,0,0,0,0,0,0,0,0,0,0.0868035862872694,0,0,0,0,0,0,0,0,-0.00464969994836867,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.553516587996419,0,0,0,0.214022692306029,0,0,0,0,0.169054588517603,-0.0551310368503668,0,0,0,0.228879339600923,0,0.0519322292263456,0,0,0,0,0,0,0,0,0.00258697102685763,0,0,0,0,0,0,0,0,0,-0.0787899373859476,0,0.101307874352385,0,0,0,0,0,0,-0.114538980058587,0,-0.0198827295530994,0.00982760572291399,0.0416804456638779,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173928529851998,0,0,0,0,0,0,0,0.020467847768619,0,0,0,0,0,0,0.0551642340634451,0,0,0.264586870601414,0.028306650532246,0,0.0123229113576036,0,0,0,0.0508137021002248,0,0.0316819965042484,0.0261270416469558,0,0.0274926527569307,0,0,0,0,0,0,0.00995306823555273,0,0,0,0,0,0
X000568.SZ,0,0.699384071780315,0,0.252827344401189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102835566718139,0,0,-0.0609244665792593,0,0,0,0,0,0,0,0,0.0496178137384816,0,0,0.041432447817648,0,0,0,0,0,0,0,0.0436753711844579,-0.0101137431512104,0,0,0,0,0,0,0,0.0108564185847945,0,0,0,0,0,0
X600690.SH,0,0,0,0.107094309486838,0,0,0,0,0.0711564402351827,0,0,0,0,0,0,0,0,0.0688017608462148,0,0,0,0.0813964576199035,0,0,0,0,0,0,0,0,0,0,0.000404361050984764,0,-0.0118429095796081,0,0,0,0,0,-0.0875486966448945,0,0,0,0,0,0,0,0,0,0.0408943757638694,2.71050543121376e-20,0.0286267949159485,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0409242463734791,0,0,0.0386751100126895,0,0,0,0,0,0,0,0,0,0,0.0784844048746474,0,0,0,0,0,0,0,0,-0.0568028796130099,0,0.0467572831344594,0,0,0,0,0,-0.127939082558908,0,0,0,0,0.195323590546606,0.0768839667599068,0,0.12349079091264,0,0,0,0,0,0,0,0,0.0274852760474506,-0.032173992824742,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0264130704266372,0.159668003903767,0.116327119961114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145475398257137,0.553340219375723,0,0,0,0,-0.142601050730028,0.213735455102053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869382126323525,0,-0.0287925650760454,0,-0.125158576712311,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362495795155785,0.0306021076924865,0.109655870455694,0,0,-0.12723125042429,0,0,0.143803616308524,0,-0.252955260163164,0,0,0,0.145842727626436,0,0,0,0,0,-0.0216423339500103,0,0.0321558116091502,0,0,0,0,0,0.131494193712257,-0.0404258608785475,0.00387092383934111,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0419415508492415,0,0,4.33680868994202e-19,0,0,0.166391120592404,0.00180789878228303,0,0,0.000325021965573165,0.0576645325788108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907702739558269,0,0,0,0,0,0,0,-0.0164751075157607,0.0178304729774192,0,0,0,0,0,0.0496507612021203,-0.0416680544719989,0.0624475678847991,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0712608233889766,0,0,0.00377422986760445,0,0,0,0,0,0,0,0.0897102259253528,0,0,0,0,0,0.217994943496704,0,0,-0.0426686296582608,0,0.161125315106508,0,0,0,0,0,0.0216334498608651,0,0.245653728643411,0,0,0,0,0,-0.325056424993987,0,0,0,0.0157156278361063,0,0,0,0,0,0
X002371.SZ,0,0.124354143225025,0,0,0,0,0,0,0,0.0488848799070563,0,0.0568887313126748,0,0,0,0.0180681908269162,0.348659409464544,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0397112074257073,0,0.14066107644832,0,-0.0955242823127006,0,0,0,0,0,0.186382044841583,0,0,0.00732338694651292,0,0,0,0,0,0,0,0,0.0158114167850069,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0802477770616936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379024322161931,0,0,0,0,0.0228983351503944,0,0.177532821172095,0,0,0,0,-0.0165809020005546,0,-0.0184085939525278,0,0,0,0,-0.0428622437037165,0,0,-0.0460460270297517,0,0.0154036949257223,0,0,0,0,0,0,0,0.00353144725911701,0.0656693162144537,0,0,0,0,0
