,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X600089.SH,X300003.SZ,X600699.SH,X002294.SZ,X600522.SH,X600867.SH,X002180.SZ,X000559.SZ,X002508.SZ,X600498.SH,X002074.SZ,X002292.SZ,X002426.SZ,X000550.SZ,X000623.SZ,X600566.SH,X000981.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0201001340628505,0.104291398841806,0,0.071680156121881,0,0,0,0.0620348756842067,0,0,0,0.030224392747136,0,0,0,0,0,0.147624436459897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356380484710998,0.077195342579606,0,0,0,-0.0044798014453952,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.074142725707433,0,0,0,0.949523784471593,0,0,0,0,0,0,0,0,0,0,0,-0.0510085086229749,0,0,-0.0349252139825599,-0.0349449587922117,-0.194366707288149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123322717032644,-0.007734221100391,0,0,0,0,-0.00746131096799185,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0235228036081678,0,1.73472347597681e-18,0.0657871061326602,0,-0.0681048376403347,0,0,0,0.0660951072272595,0,0,0.0479409690109694,0,0.0992843338122946,0,0,0.0459530051701588,0,0,0,0,0.119933363009276,0.157476811198111,0,0,0,0,0,0,0,0,0,0.126186160000478,-0.00661215330397554,0,-0.00662750010423983,0,-0.0462332933256356,0,0,-0.017077606986496,0.0115349949907638,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.528033303845442,0.650161189050925,-0.0239405525549643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743258317982151,0,0,0,0,0,0,0,0,0,0,0,0.2776263002934,0,0,0.199584079932539,0,0,-0.0576045303859493,0,0.338642131810395,-0.0584558017050719,0,0,0,0,0.0381522703821804,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.27301947040983,0,0,0,0.0764181949001963,0.0525378453058865,0.373854028473576,0.0144618052125036,0,0,0,0,0,0,0,0.0630164970719459,0,0,0,0,0,0,0,0,0,0,0,0.0367292075211472,0,0,0,0,0,0,0,0,0,0.0255158834422734,0,0,0,0,-0.00635282214316007,0.0092937721585859,0,0,0,0,0,0
X600276.SH,0,0,0.118001757991674,0,0.0214544579187113,0,0,0,0,0,0,0.164982292432085,0,0.0896098206098433,0.101102621237248,0,0,0,-0.0478503361106042,0,0,0.00973844459924298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0452690546888948,0,0,0.00418014103691217,-0.0833722910652467,0,0,0.0845352072202766,0,-0.0237509577441167,-0.00747009871073499,0.0155980879635949,0,0,0,0,0,0
X000725.SZ,0.0684835029166383,0,0,0.116271629211153,0,0,0,0,0,0,0.0569667411788841,0,0,0,0,0,0,0,0.0221840355057799,0.150909565379949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471143558565839,0,0,0,-0.0116847844062464,0,0,0,0,0,0.0119667730400739,-8.67361737988404e-19,-1.35525271560688e-20,0,0.251865716533639,0,0,0.0343816004651861,-0.0430385048534275,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0102430147033596,0,0,0,0,0,0,0.41925606562585,0.128480870609309,0,0,0,0,0,0,0,0,0,0,0,0,0.01466260986968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000854780052418238,0,0.0619963896299866,0,0,0,0,-0.0783977544658425,0.0279317509554766,-0.0151707744807145,0,0,0,0,0,0
X000625.SZ,0,0.20718904468073,0,0.14429951891357,0.131161997701261,0,0.0218712608815413,0,0,0,0,0.0253982953292377,0.104929031376577,0,0,0,0,0,0,0,0,0,0,0.0386391700178331,0,0.00855688973975926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139926486634792,0,0.0425054917406203,0,0,0,0,-0.0103454012054151,0,0,0,0,0,0
X600690.SH,0,0,0,0.163401502011784,0,0,0,0,0,0,0,0,0.0633772629636307,0,0.0365799587879886,0,0,0,0,0,0,0,0,0,0,0,0,-0.127758230737931,0,0,-0.11184309570912,0,0,0,0,0.126514372642933,0,0,0,0,0,-0.0304137453358427,0,0,-0.0314391292036775,-0.0640160521410228,0,0,0.069657392795536,0,0,-0.00996322599350849,0,0,0,0,0,0
