,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X600031.SH,X000100.SZ,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X600271.SH,X600741.SH,X002241.SZ,X000559.SZ,X600089.SH,X002292.SZ,X000568.SZ,X600066.SH,X002129.SZ,X600839.SH,X002475.SZ,X600177.SH,X000800.SZ,X601877.SH,X002223.SZ,X300124.SZ,X002236.SZ,X000016.SZ,X600582.SH,X002456.SZ,X000727.SZ,X600435.SH,X000869.SZ,X300003.SZ,X600060.SH,X002465.SZ,X002276.SZ,X000550.SZ,X000581.SZ,X600198.SH,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0357367905383597,0,0,0.142874801012764,0,0,0.0487195341914659,0,0,0,0,0.03247218303482,0,0,0,0,0.062852926721073,0,0,0,0,0,0.0568425688228168,0,0,0.011022438289957,0,0.181267946820961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380627337261498,0,0,0,0,0,0.0117605057791452,0.0180661334246676,0,0,0,0,0,0
X600104.SH,0,0,0.002661066295428,0,0.0819736314064003,0.0431712994431985,0,0,0,0,0.0855422345223068,0.0110662769586632,0,0,0,0,0,0.026234818070884,0.0152661362931965,0,0,0,0.128604909107685,0,0,0,0,0.0670693184011406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166362784338845,0,0,0,0,0,0,0,0,-0.00332881408389686,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.14454928066613,0,0,0,0,0,0.0954585561576633,0,1.73472347597681e-18,0,0,0,0.0320600231306262,0,0,0,0,0,0,0,0.0244802943080501,0,0,0.0752521369957213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177524430942655,0.0416146544140516,0,0,0,0,0.00827750668647866,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.173095261818811,0,0,0.123051817900564,0,0,0,0,0,0,0,0.0946971802441075,0,0,0,0,0.090537175014397,0,0,0.0288478440066548,0,0,0,0,0,0.195753781205638,0,0.0758508949632831,0,0.173875670154788,0.00979478934267681,0,0,8.67361737988404e-19,0,0,0.0555171717167567,0,0,0,0.0139620821600766,0.0135838466558684,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.013325227241987,0,0,0,0,0,0,0.122441663419256,0,0.0221381439207282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336040669830426,0,0,0,0,0.0319193399162195,0,0.0863832762800694,0,0,0.0198467222287291,0,0,0,0,0.138071609359571,0,-0.0154493825277356,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.175602272172774,0,0,0,0.00627309073684344,0.112538667843513,0,0,0,0.0225821130641364,0,0,0.099379328734416,0,0,0,0.147185830138121,0,0.0953623349705883,0,0,0,0,0,0,0,0,0,0,0,0,0.0066371923957452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00294091616786823,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0829289606303677,0.0347223556451183,0,0,0,0,0,0.0795783029401206,0,0,0,0,0,0,0.0254280049574382,0,0.136676257861772,0,0,0,0,0,0,0,0,0,0,0,0,0.0326242190504079,0.00373155532688708,0,0,0,0,0,0,0,0,0.0978614442333277,0,0,0,0.13519609721269,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020159494549662,0,0,0.0191517466954459,0,0,0.0798462260970589,0,0,0.267023055708178,0,0,0,0,0.0171847459252894,0,0.0928911881753242,0,0,0,0,0,0,0,0,0,0,0,0,0.0351150206357235,0,0,0.00099781872406045,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934146547885392,0,0,0.0804486556459783,0,0,0.0340979353314294,0,0,0,0,0,0,0,0.0852592840133035,0,0,0,0,0,0,0,0,0,0,0,0,0.0426478274263715,0,0,0,0.0456314098956364,0.0138379912551149,0,0.0144020897029078,0,-0.00676792674273391,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758277024321999,0,0,0,0,0,0,0.052254762161131,0,0.133508183780156,0,0,0,0,0.0534950703223273,0,0.0769825839457332,0,0,0,0,0,0.00683765659657801,0.0217631039294443,0,0,0,0,0,0,0,-0.016344325194316,0.0140840943455496,0,0,0,0,0,0
