,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000063.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X600741.SH,X002074.SZ,X000100.SZ,X600089.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X002180.SZ,X000733.SZ,X000157.SZ,X601799.SH,X600779.SH,X600522.SH,X002414.SZ,X002008.SZ,X600884.SH,X600584.SH,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.579459579244981,0,0,0.00494692214622337,0,-0.0679469215109403,0,0,0,0,0,0,-0.0349139042863345,0,0,0,0,0,0,0,0.0976290118295315,0,0,0,0,0,0,0,0,0,0,0.0250809808399461,0,0,0,0,0,0,0,0,0,-0.014472103319905,0,0,0,0,0,0,0,0,0,-0.00257812821946247,0,0,0,0,0,0
X000858.SZ,0.321270010812849,0,0,0.25150093583297,0,0,0,0,0.245737063606476,0,0,0,0,0,-0.010196778381048,0,0,0,0,0,0,0,0,0.0376021579047759,0,0.30160589661056,0,0,0,0,0,0,0.0213229480588408,0,0.0207145954212732,0,0,-0.0280718255051535,-0.0443637151568102,0,0,0,-0.0519106648451445,0,0,0,0,0,0,0,0,0,0.00527091284672002,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.186325461241789,0,0,0.389014812627105,0,0,0,0,0,0,0,0,0.0833736171169322,0,0,0,0,0,0,0,-0.0795820742413093,0,0,0,0,0,0,-0.0762687534070068,-0.0140884371463125,-0.139841495217661,0.0294312152254322,0,0,0,0,0,0,-0.047333761228883,0.107137684229217,0,0,0,0,0,0,0,0.00577940490655946,0.0142986272694299,0,0,0,0,0,0
X600809.SH,0,0.266283109011789,0,0,0,0,0,0,0,0,-0.265469296303397,0,0,0,0,-0.0747204961119671,1.73472347597681e-18,-0.114731862760026,0,0,0,0,0.0119290995762489,0,0,0,-0.184570126678349,0,0,0,0,0,0,0.188320794866425,0.39478271161061,0,0.0302355938707484,0,0,0,0,0.039896647786673,0,0,0,0.0588070705762006,0,0,0,0,0,0,-0.00602156261508954,0,0,0,0,0,0
X000568.SZ,0.0845994761791898,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546000733244384,0,0,0,0.0373430510687095,0,0,-0.0243720237925146,0,-0.0745322083233311,0,0,0,0,0,0.0020279391339987,0,0,0,0,0.0428329715821985,-0.0608227739293348,-0.219789009284948,0,0,0,0,0,0,0,0.0300831438377151,0,0,0,0,0,0,0
X002475.SZ,0.0702976135970347,0.0254364618503982,0.0829630688353769,0,0,0,0.199137452308075,0,0,0,0,0,0,0,0.138544077253,0.0174634258548815,0,0,0,0.128673319516417,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830576238212342,0,0,0.0046840841860326,0,0,0,0,0,0,0
X600276.SH,0,0,0.123526645142657,0,0,0,0,0,0,0,-0.02273785000646,0,0,0,0,0,-0.0353589827926838,-0.0128000348723171,0,0,0,0,0,0,0,0.0287295541375084,-0.161466258689921,0.0536196748028276,0,0,0,0.187280583574413,0,0,0,0,0,0,0,0,0,0,0.0183713092455532,0,-0.104619780484602,-0.12758076984312,0,0,0.33788840954729,0,0,-0.00365413377036489,0.00299529346472599,0,0,0,0,0,0
X600690.SH,0,0,0.0217462185196211,0,0,0,0,0,0.120030787321112,0,0,0.138300926265898,0,0,0,0,0,0,0,0,0,0.0855867798591677,-0.0124105414980668,0,0,0,0,0,0,0,0,0.20635476720026,-0.00814375825874636,0,0,0,0,0,0,0.344479158794502,0,0,-0.0169709619874657,0,0,-0.0771215246461264,0,0,0,0,0,0.00456195971391644,1.73472347597681e-18,0,0,0,0,0,0
X002304.SZ,0,0.435763000964832,0.106492301021337,0,0,0,0,0,0,0,-0.0339574088819643,0,-0.152295912430864,0,0,0,0,0,0,0,-0.011837787628028,0,0,0,0,0,0,0.0269739217661131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158113306076711,-0.0992412731307784,0,0,0,0,0,0,0,0,-0.00039679698516258,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0905613333362713,0,0,0,0,0,0.112627526669605,0,0.0180068835880853,0.132917232214213,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00996723146184065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037346089597432,0,0,0,0.00142372842118949,0,0,0,0,0,0,0,0.0474085781735416,0,0,0,-0.124923898570214,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265652784917137,0,0,0,0,0,0,-0.0985239677976675,0,0.0912461504580683,0.157383157555501,0,0.0627541560232457,0,0,0.22307271865574,0,0,0.190414868325804,0,0,0,-0.0759305959156806,0,0,0.107014401930158,0,-8.67361737988404e-19,0,0,0.0451019690209002,0,0,0,0,0,0.0366489037478009,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.16674052817174,0.00908154440904519,0,0.0550042477674545,0,0.0459579023718105,0,0,0,0,0,0.123071900291009,0,0,0,0,0,0.0258182052418733,0,0,0,0,0,-0.0917489492802977,-0.065039652559373,0,0,0,-0.147308138425984,0,0.0418447641135827,0,0,0,-0.061507918099408,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0160906663227903,0,0,0,-0.104634890503891,0,0
X600031.SH,0,0,0,0,0,0,0.0501403808502739,0,0,0,-0.0626588330812633,0,0,0,0,0,4.33680868994202e-19,0.382173840769299,0,0,0,-0.0052158238573477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346083007227772,0,0,0,0,0,0.0193602004499888,0.0365057484910619,0,0,0,0,0,0,0,-0.00613904460578521,0.0289024993319304,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248318784378746,0,0,0.0298774271162307,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.00249595843930747,0.437108091031755,0,0,0,0,0,0,0,0,0,0,0.00190236838187935,0,0.00425230947009565,0,0,0,0,0.0652902164171066,0,0.00194197417959024,-0.0253030412451865,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0876831332850251,0,0,0,0,0,0,0,0,0,0,0.232679215924505,0,0,0.053241947818684,0,0,0,0,0,0,-0.086977496341588,0,0.0287713915581,0.189992573618523,0,0.262779368717411,0,0,0,0.0318668719195043,0,0,0.0292152833319402,0.115437524853095,0,0.0582145671739592,0,0,0,0,0,0,-0.0425759187172954,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.197632159623124,0,0,0,0,0.302731713491507,0.147311449539777,0.13448165202409,0,0,0,0,0,0,0,0.228869610439989,0,0,0,0,0.135442087072268,0,0,0,0.0901224161954067,0,0,0.282038387301554,0,0,0.183062667871691,0,0,0,3.46944695195361e-18,0,0,0.152047976251643,0,0,0,0,0,0,0.132623736908661,0,0,0.0172194121138891,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.0228407512323784,0,0,0,0,0,0,0,0.0616892052092952,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0945132192050385,0.0871061580167408,0,0.0637671280594142,0,0,0.11325712798584,0,0,0,0,0,0,0.107874149565673,0,0,0,0.608177668390164,0,0.0144927574913424,-0.0400832076775358,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.235659825514186,0,0,0,0,0.338437898000315,0,0,0.0475432490818675,0,0,0,0,0.0795452548902175,0,0,0,0,0,0,0,0,0,0,0,0.00109976926974005,0,0,0,0,0,0,0,0,0,0,0.31839731253539,0,0,0,0,0,0,0,0,0.0336493463793053,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.309983502268433,0,0,0,0,0,0,0.0673330076075401,2.16840434497101e-19,-3.46944695195361e-18,0,0,0,0.096900527978847,0,0,0,0.0117143588510451,0,0,0,0,-0.0799613648164586,0,0,0,-0.377641095668144,0,0,0.214529312075905,0.165474613775739,0,0.107873393726489,0,0,0,0,0,0.0171144292480839,0,0,0.139095495631058,0,-8.67361737988404e-19,-0.0353891334367004,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557223116298873,0,0,0.113976412625329,0.0284008999822783,0,0,0.14322236251169,0.0821964985737422,0,0,0,-0.0841495494861318,0,0,0,0,0,0,0.03879206952094,0,0,0,0,0.254119744382311,0,0,-0.0253785859964003,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.11665490735773,0.0788292770717747,0,0,0,-0.0875595594437186,0,0,0,0,0.155750800511825,0,0,0.169604327891954,0.0595669951179952,0,0,0,0,0,0,0,0.0987249339571738,0,0,0,0,0,0.0210436739539217,0,0,-0.0558236768435941,0,0,0,0,0.0452527098885943,0,0,0,0,-0.0449511589760277,0,0,0,0,0,-0.0165577119522763,-0.0327652079104705,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.396892382119385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130337380225761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290124358862312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115014766123316,0,0,0,0,0.0998434648459361,0,0
X002049.SZ,0,0,0,0.128155114016098,0,-0.00735239098930765,0,0,0,0,0,0,0,0,-0.143422321700052,0,0.103192107201162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244441778915179,0,0.178063558763486,0.0337116601470835,-0.0129201666439135,0,0,0,0.180871517406235,0,0,0,0.0735790969487737,0,-0.272994544650698,0,0,0,0,0,0,-0.0442594719262659,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.227618553724758,0,0,0,0,0,0,0,0.0185385706678874,0,0,0,0,0,0,0,0,0.1801169493358,0.282873505894491,0,0,0,0.354269465165585,0,0,0,0,0,0.16082904182842,0,0,0,0,0,0,0,0,0,0,0,-0.0281156156479981,0.0147230046379629,0,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.182869257013748,0,0,0,0,0,0,0.226979189694134,0,0,0,0.0726484532543354,0,0,0,0,0,0,-0.0962880011649901,0,0,0,0,0,0.185777213482796,-0.0783269302758558,0,0.141622814599114,0,0,0,0,0,0,0.0626951147980244,0.284132390619283,0,0,0,0.0179964533498191,0.0970906970173069,0.00773269489541518,0,0,0,0,0,0,0,0.0229021697538512,0,0,0,0,0,0
