,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X000100.SZ,X600703.SH,X600118.SH,X600066.SH,X000623.SZ,X601877.SH,X000568.SZ,X600271.SH,X000581.SZ,X000550.SZ,X002236.SZ,X600177.SH,X000800.SZ,X000869.SZ,X002294.SZ,X002475.SZ,X300124.SZ,X000559.SZ,X002129.SZ,X000050.SZ,X600839.SH,X000400.SZ,X600809.SH,X000977.SZ,X002456.SZ,X002007.SZ,X300003.SZ,X002465.SZ,X600252.SH,X002292.SZ,X000596.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.107408297432894,0.10143385957767,0,0,0,0,0,0,0,0.483858209608784,0,0,0,0,0.0717124337796908,0,0,0,-0.083399093210379,0,0.0748707980442355,0,0,0,0.112245234669847,0,0,0,0,-0.128640643535868,-0.174028292884876,0,0,0,0,0,0,0,0.193735499675984,0,0,0,0,0,-0.0465632320147201,-0.0139867561020725,0,0,0,0,0,0
X600519.SH,0,0,0.0398679581857876,0.0742677948599937,0,0.250030981974904,0,0,0,0,0.354862304737935,0,0,0,0.02187370822718,0,0.0628057451609116,0,0,0,0,0,0,0,0,0,0,0,0.0587589302784784,0,0,0,0,0,0,0,0,-0.0833476549251625,-0.0806743046395649,0,0,0,0,0,0,0,-0.106742538385195,0,0,0,0,0,-0.00319091313050127,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.162964616971951,0,0,0,0,0,0,0,0,0,0,0.405206426658683,0,0.00583459568265926,0,0.105856304428819,0,0.00409186384444403,0.0933996794822536,0,0,0,0.201465042847403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066269698354846,0,0,0,0,0,0,0
X000651.SZ,0.122427484696454,0,0.166058139497819,0,0,0,0,0,-0.0860150981304553,0,0.124185597319916,0,0,0,0,0,0,0,0,0,0,0,0,0.374348600467701,0,0,0,0,0,0,0,0,0,0,0.0748761373217647,0,0,0,0.0505381617912697,0,0,0.0226017395059116,0,0,0,0.0142588024554531,0,0,0.0134548100321627,0,0,-0.0806622934952424,-0.0155964395417485,0,0,0,0.0567758837945728,0,0
X002415.SZ,0,0,0,0,0,0,0,0.056501508359528,0,0,0.0623894258990704,0,0,0,0,0,0,0,0,0,0.0278823567717449,0,-0.0418177657185043,0,0,0,0,0,0.0948705622442594,0,0,0,0,0,0,0,0,0.13864132703051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252797426404379,-0.00120022206343645,-0.125359693617939,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0652063577325652,0,0,0,0,0,0,0,0,0.200503686768886,0,0,0,-0.00800873819322916,0,0,0,0,0,-0.0989447600883283,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.218120242127552,0,0,0,0,0,0,0,0.285051997760784,0.00104226424090693,0,0,0.0188674754236587,0,0,0,0,0,0
X000858.SZ,0,0.0352982765113856,0,0.0731812066563799,0,0.0118660432872239,0,0,0,0,0,0,0,0,0,0,0.16845767504608,0,0.0689262457996148,0,0,0,0,0,0.0671975005121376,-0.0017785558655463,0,0,-0.00232273389199719,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584616036819886,0,0.00240394904494531,-0.00481677462009641,0,0,0,0,0,0
X000625.SZ,0.361096803427752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119978562381269,0,0,0,0,0.027447180268257,0.161746595500277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094347882629959,9.20667561284432e-05,0,0,0,0,0,0,-0.0303908692513041,-0.00270277211980556,0,0,0,0,0,0
X600031.SH,0.0100521334574456,0,0,0,0,0,0,0,0,0.155118273858573,0,0,0,0.912310619671387,-0.0223898368050929,0,0,0,0,0,0,0,0.0354882184439203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107077062417267,0,0,-0.0390300789252445,-0.00170151151365363,0,0,0,0,0,0
X000063.SZ,0.0866315824164673,0,0,0,0,0,0,0,0.0819853970665586,0,0,0,0,0.0255490988953647,0,0,0,0,0,0.189424173140936,0,0,0.0282944255816475,0,0,0,0,0,0,0.123300560472539,0,0,0,0,0,0.0719240378079825,0,0,0.00564275196076624,0,0,0,0,0,0,0,0,0.00544927972765727,0.00945472376893803,0,0,0,-0.006140652647946,0,0,0,0,0,0
