,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000568.SZ,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002371.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300003.SZ,X300124.SZ,X002129.SZ,X600183.SH,X600741.SH,X002049.SZ,X600584.SH,X000977.SZ,X000625.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X601877.SH,X002456.SZ,X300136.SZ,X002414.SZ,X002179.SZ,X000066.SZ,X002463.SZ,X600118.SH,X002185.SZ,X002008.SZ,X000021.SZ,X002180.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138590304019493,0.0840946803017573,0,0,0,0,0,0.0943166610631387,0,0.0503857925986052,0,0.0459719826050757,0,0,0,0,0,0,0,0,0,0.0997211254664532,0,0,0.0838007594578586,0,-0.0284259224344691,0,0,0.0212387367478233,0.0565736061966094,-0.0516769924271317,0,0.0164320908937786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322830803025057,0,-0.00392778025907216,0,0,0,0,0,0,0
X000858.SZ,0.157222937044603,0,0,0,0,0,0,0,0.0622300107580985,0,0,0,0.207208108603079,0,0.229506033344323,0,0,0,0,0.0648671499006241,0,0,0,-0.018806656332794,0.129675261575541,0,0.00839083237302782,0.0283882660039443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13136423177834,0,0,0,0,-0.0436513477927982,0,0,0,-0.00606965125141211,0.00870605950906956,0,0,0,0,0,0
X600276.SH,0,0,0,0.0917854457689911,0,0,0,0,0,0,0.13277956571625,0,0,0,0.0719713443430404,0,0,0,0.0557209523410469,0,0,0,0,0,0,0.168526177527196,0,0,0.0769709706107539,0,0.0166812844695924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109644109798261,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0176546870467397,0,0,0,0,0,0,0.287165352635546,0,0,0.0186625011433116,0,0,0,0,0,0,0,0.0471808191115191,0,0,-0.0465379070099721,0,0,0,0,0,0.131818906581558,0,0,0,0,0,0.00776762737582858,0,0.065320846863565,0,0,-0.0349327191581935,-0.00849882333461968,-0.0197797177506468,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.304095527675134,0,0,0,0,0,0.28528926521474,-0.00501242754154341,0,0,0,0,0,0,0,0,0,0,0,0.0312020723134923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978260514943658,0,0,0,0.0609275192302962,0,0.00683404431223175,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290148028816977,0,0,0,0.1579940376164,0.0160539758673787,0.035857985435325,-0.0145873622869496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682143028530103,0,0.441519807473126,0,-0.00244158004517168,-0.00169485550845663,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0949706525108307,0.0476296125209609,0,0,0,0,0,0,0.0751848319325635,0,0,0,0,0,0,0.0599645515501859,0,0.000552534521219096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536866427620992,0,0,0,0.113790966290615,0,0,0.0686100157916198,-0.0493176575662271,-0.00638661422554382,0.0176586082974106,0,-0.0948814324265157,0,0,0,0
X000063.SZ,0,0,0,0,0.0514373769999914,0,0,0,0,0,0,0,0,0,0,0,0,0.0423650016212899,0.111483706032027,0,0,0,0,0,0,0,0,0,0,0,-0.0144699600549539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180119777097346,0,0.067704641081888,0.217589363959958,-0.00359475811254611,0.0143010228036951,-0.0215792408528119,0,0,0,0,0,0
X002304.SZ,0,0.403386341768479,0,0,0,0,0,0,0,0,0,0,0.0800481370900642,0,0,0.065547338409725,0,0,0.0207929267296548,0,0,0,0,0,0,0,0,-0.0937542914955785,0,0.070145388675222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036248270497122,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0218789616289429,0,0,0,0,0,-0.0809101211590991,0,0.0170843945106042,0,0,0,0,0.406082615754277,0,-0.123542404243704,0,0,0,-0.0212408081335,0,0.154477718111636,0,0,0,0,0.0644191325977485,0,0,0,0,0,0,0.159419896796844,0,0,0.0263048325770464,0,0,0,0,0,0,0.00180707128876434,0.0117374652120859,0,0,0,0,0,0
