,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X002475.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X002129.SZ,X600703.SH,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X600460.SH,X000799.SZ,X000157.SZ,X600741.SH,X002074.SZ,X002236.SZ,X600884.SH,X600702.SH,X002414.SZ,X600584.SH,X600779.SH,X601799.SH,X000800.SZ,X600183.SH,X002176.SZ,X002007.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.354028147480195,0,0,0,0,0,0.0480905329387743,0,0,0,0,0,0,0,0.0851125199534542,0,0.0384854407069024,0,0,0,0,0,0,0,0,0,0,0,0.0616480756840464,0,-0.0112046466953641,0,0,0,0,0,0,0.0739519321334806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0610064522459464,0,0.13248085236739,0.326749003421642,0,0,0,0,0,0.0511042264709399,0,0,0,0,0,0,0,0,0.037348861731733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503047060940503,-0.0732912709546803,0,0.170883198286141,0,0,0,0,0,0,0,0,0,-0.0113192245463464,-0.00331563406715967,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138455481239569,0,0,0,0,0,0,0.14700119198142,0,0,0,0.0472019652550563,0,0,0,0.0589287258619108,0,0,0,0,0,0,0.0475103566306058,0.059095739486787,0,0,0,0,0.084177028947431,0,0,0,0.0185776759565215,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0388800326973887,0.0775727730269403,-0.0370115643832375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114547822196205,0,0,0,-0.00170007875441566,0,0,0,0,-0.0939853736629855,0.424283638858376,0,0,0,0,0,0.296471528855285,0,0,0,0.0622638419056959,0,0,0.0424180258675859,0,0.00237865197073534,0,0,0,-0.0168406142243949,0.0256576561194861,0,0,0,0,0,0
X600276.SH,0,0.243460504027388,0,0,0,0,0,0,0,-0.109919012947729,0,0,0,0,0.243177462612973,0.3247139252236,0,0,0,0,0,0,0,-0.298732931790121,0,0,0,0,0,0.13881439164462,-0.156777341936426,0,0.0331378533510777,0,0,0,0,0,0,0,0,0,0,-0.0377798513416259,0,0,0,0,0.0543039240626367,0,0,-0.00794277741947571,0,0,0,0,0,0,0
X000568.SZ,0,0.570192905534456,0,0.198328305929404,0,0,0,-0.0100992994248817,0,0,0,0,0,-0.0158175730830537,0,0.0888096894808979,0,0,0.0330506932693132,0,0,0,0,0,-0.0264520015384311,0,0,0,0,0,0,0,0,-0.0863493743717386,0,-0.0154177003915887,-0.013622558664852,-0.0711049112368653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257382853547625,0,0,0,0,-0.0107753267842873,0,0
X002304.SZ,0,0,0,0.084340517493388,0,0.214292493003259,0,0,0,0,0,0,0,0,0,0,0,0.040361786633779,0,0,0,0,0,-0.0641742353280149,0.143748855578108,0,0.0249871157001758,0,0,0.0541152326776469,0,0,0.0692615059650272,0,0.036166801451827,0,0,-0.0235988468980798,0,0,0,0.126188027715284,0,0,0,0.0288841284983432,0.098137338056979,0,0,0,0,-0.0413731379020432,0,0,0,0,0,0,0
X600690.SH,0,0.0987540622223319,0.0580937615892087,0,0,0.00916102129098158,0,0,0,0,0,0.00315446357636143,0,0,0.0737821981542332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161454970471978,0,0,0,0,0.0406274291514307,0,0,0.101057396710981,0,0,0,-0.0595253133438455,0,0,0,0,0,-0.0251523466301347,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121799977424471,0,0.0344560659442033,0,0.0881927103128488,0,0,-0.0301945606307279,0.0551204652194526,0,0.0712593532408077,0.0849694130162448,0.108027296833018,0,0,0.00666239053298576,0,0,0,0,0,-0.0152347437756192,0,0.00283058689994785,0,-0.0928163441170723,0,0,0,0,-0.0302722276745763,0,0,0,0,0,0
X002475.SZ,0,0,0.066231488463934,0,0,0,0,0,0,0,0,0,0,0.191080878667644,0,0,0,0,0.220548156044881,0,0,0,0,0.0388072812995657,-0.1747314320591,0,0,0,-0.179177425580719,0,0,0.0590332489191032,0,0,0,0,0,0.00230274612124517,0,0,0,0,0.0491646379303362,0,0,0,0,0,0,0,0,0,-0.0153361234611231,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0527491490476717,0,0,0,0,0,0,0,0,0,0.0326499684492663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046454713057696,0,0,0,0.0919542944940898,0,0,0,0,0,0,0,0,-0.133753730200372,0,0,0.0109805461313229,0,0,0,0,0,-0.0551898213306554,0.0877577819274501,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.160038057972382,0,0,0,0,0,0.119689194748222,0,0,0,0,0,0,0,0,-0.0264191203293779,0,0,0,0,0,0,0,0,0.289805920052779,0,0.100404485387371,0,0,0.00647713054154458,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.015184104119286,0,0,0,0,0.193601202234611,0,0
