,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X600118.SH,X600031.SH,X000559.SZ,X600372.SH,X600177.SH,X002074.SZ,X002456.SZ,X300003.SZ,X002506.SZ,X002475.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002426.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X600522.SH,X002294.SZ,X600867.SH,X000050.SZ,X000869.SZ,X000981.SZ,X600498.SH,X600089.SH,X002249.SZ,X601877.SH,X002465.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.209253795356997,0,0,0,0,0,0.348442828256769,0,0,0,0,0,0,0,0.0964249390467257,0,0,0,0,0,0,0,0.0317162423787758,-0.163846682189959,0,0,0,0,0,0,0,-0.0392473018514942,0.28744314401723,0.050582233775628,-0.00453226744401722,-0.0779252354265123,0,0,0,0,0,0,0,0,0,0,0,0,0.0315263275642594,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0600448351514994,0,0,0,0.0634570918239957,0.186270641616437,0,0,0.0617907121636655,0,0.033680786000326,0,-0.103134897300918,0,0,0,0,0,0,0.0116759325472768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667595314186593,0,-0.0397632412784396,0,0,0,0,0,0.0128324040489824,0,-0.0113446179235756,0.0744791390466172,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.027113348275038,0,0,0,0,0,0,0.0563221183070324,0.032997348607608,0,0,0,0,0,0,0,0.102151587148402,0.00214534827816973,0,0,0.03514276285683,0,0,0,0.0849728941440325,0,0.0663821555539387,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0249233493687189,0.047108473400182,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.264148457313502,0,0,0,0.110781442406989,0,0,0,0,0,0.0793589317126057,0,0,0,0,0,0,0,0.00728915801735519,0,0,0,0,0,0,0,0,-0.0311157695047392,0,0.0362253335931048,0,0,0,0.0646473969296128,0,0,0,0,0,0.0861660117769073,0,0,0.0350315271178325,0,0.0308837751423045,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.72273199813141,0,0,0,0,0,0,0,0,0.130082892492798,-0.0391876877650174,0.0358362363017505,0,0,0,0,0,0,0,0,0,0,-0.00771413673286745,0.111041980475416,0,0,0,0,-0.0272654260300612,0,-0.0362389406040571,0,0,0,0,0,0,-0.032456835381822,0,0,0,0,0,0,0,0,0,0.0436001230619012,0.0207638337523755,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0359772497538726,0.173787507839865,0,0,0,0.123126931964828,0,0,0,0,0,0,0,0,0,0.0641174721020586,0,0.0173006566407721,0.060105231879836,0,0,0,0,0,-0.040753066331544,0,0,0,-0.0920539591807322,0,0,0,0,-0.00673370063555514,0,0,0.219022864296317,0,0,0,0,-0.0120411623948398,0,0,0,0.0458847990391833,0,0,0.00879288609306965,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0766003054970758,0,0,0,0,0.0496311971434591,0,0.290069320433499,0.00489898188295612,0,0.0486448687677468,0.11147368639752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112669332027059,0,0,0,0,0,0,0.0570495561101684,0.00419699542745697,0,0,0.0317053375748534,0,0,0,0,0,0
X000625.SZ,0,0.315919456382387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210080842785157,0,0,-0.0178028594956381,-0.145198476039378,0,0,0,3.46944695195361e-18,0.041143800199032,0,0,0,0,0.070984268631815,0,0,0,0,0.0292930493185355,0,0,0,0,0,0,0,0,0.0929947503127119,0,0.00648143422018438,0,-0.0406693367927272,0.139254388722832,0,0,0,0,0,0
X600690.SH,0,0,0.0833030561182155,0.134735493432244,0,0,0,0,0,0,0,0,0,0,-0.122794949169478,-0.0268056538011807,0,0,0,0,0,0.186905486361057,0,0,0,0,0,-0.0258724362066997,0,0,0,0.00759129358220862,0.025990756186513,0,0,0,0.0669026711837976,0.0231873963367328,0,0,0.0903176892197841,0.0406113427912256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.112179769714516,0,0,0,0,0,0,0.0585457576284693,0,0,0.132351083766423,0,0,0.0762208279245329,0,0,0,0.0486120452101999,0,0,0,0,0,0,0.0786515016572964,0,0,0,0.0418712798261463,0.0119051899346428,0,0,0,0,0.0369676113922875,0,0,0,0,0,0.0942420692066223,0,-0.00744650045064128,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.231385228192792,0,0,0,0,0,0,0,0,0,0.00519477757269962,0,0,0,0,0,0.168147793763042,0,0,-0.0893202219978645,-0.108766978934171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929471928976113,0.0361978287860596,0,0,0,0,0.0759507849733928,0,0.00113984819676422,0,-0.0275826174866734,0,0,0,0,0,0,0
X600741.SH,0,0.0544838741920788,0,3.46944695195361e-18,0.152456954788401,0,0,0,0,0,0.0705730384186518,0,0.0335942928914657,0.0140289511757921,0,0,0,0,0,0,0,0,0,0,0,0.145014462558999,0,0,0,0.00986795914263412,0,0.0521618871981636,-0.042566515940897,0,0,0,0,0,0,0,0.150554739164422,0,0.120158096684659,0,0,0,0,0,0,0,-0.0323378523090183,0,0,0,0,0,0,0
