,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X002129.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600522.SH,X600089.SH,X000338.SZ,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600487.SH,X000157.SZ,X300003.SZ,X600460.SH,X600884.SH,X600702.SH,X601799.SH,X600584.SH,X002414.SZ,X000799.SZ,X002236.SZ,X600563.SH,X600372.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.281635656475624,0.226828893374541,0,0.101060262882258,0,0.0439553393038478,0.0244781163067932,0,0,0,0,0,0,0.0164734018236247,0,0,0,0,0.00475310351297792,0,0,0,0,0,0,0,0,0,-0.123493484734303,0,3.46944695195361e-18,0,0,0.0186910848588697,0,0.00604930768674033,0,-0.0818790504433223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.247679738379959,0,0,0,0.0433589657750767,0.029556067611241,0,0,0,0,0,0,0.0620716365736782,0,0,0.0217210842671695,0,0,0.0169212056134875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608598380026843,0,0,0,0,0,0,0.155491429567124,0,0,-0.0712114257844253,0.196507331226256,0,0,0,0,0,0.0138248089921017,0.0365006682157605,0,0,0,0,0,0
X600809.SH,0,0,0,0.0100554400451285,0.545930855036009,0,0,0,0.0429580635233223,0,0,-0.0623585655716601,0,0,0.0479123651687448,0,0.0933648420299856,0,0,0,0.00379202079176596,0,0,0,0,-0.0651219166923138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156504659748718,0,0,0,0,0,0,0,0.144722923856168,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.117508440949609,-0.0812601031907001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112118629489712,-0.0845317524586286,0,0.0379619538644951,0,0,0.0226932175065648,0,0.322141299460829,0,0,0,0,0,0,0,0,0,0,0.324179219231819,0,0,0.18064330967393,-0.17992926206757,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.444069705787088,0,0.572346094130739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028697761897353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814492388169037,0,0,0,0,0.149625642378587,-0.108945255959536,0,0,-0.0629122813003012,0,0.00464317760539803,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0361284258882187,0,0,0.0504313424339152,0,-0.0225310195810277,0,0,0,0,0.153934689549373,-0.0258665415033262,0,0,-0.0434546978981924,0,0,0.0929725301720731,0,0,0,0,0,0,0,-0.138309575725292,0,0.200946200235978,0,0,0,0,0,0,0,0,-0.163463766273557,0,0.068006297247578,0,0,-0.0468839922858276,0,0,0,0,0,0
X600690.SH,0.0622103584603923,0,0,0,0.327153601424425,0,0,0,-0.0524421857779604,0,0.375003875288631,0,0,0,0,0,0.00857685878975384,0,0,-0.0476937857817048,0,0,0,0.133344716636596,0.0881865719801372,0.0406946426246382,0,0,0,-0.0242855675484323,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0668024898194594,0,0,0,0,0,0,-0.0517034337777986,0.00734183807570334,0,0,0,0,0,0
X002304.SZ,0,0.374931018315085,0,0,0.111183017606249,0,0,0,0.0900720401444439,-0.0683964111824591,0,0,0,0,0,0,0,0,0,0,0.0347641196220306,0,0,0,0,0,0,0,0,0.117928273019832,0,0,0,0,0,0,0,0,0,0,0,0.0919794462130776,0.103826505106788,0,-0.0770607401794175,0,0,0,0,0,0,0,0.0440479678349533,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.139742780409085,0,0.359323774939368,0,0,0.0197655652288428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021567933717416,0,0,0,0,0,-0.0116954030348509,0,0,0,0,0,0,0,0.0663451336257053,0,0.169471365930643,0,0,0,0,0,0.0118515546971532,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0608367578568778,0,0,0.0815731558414154,0,0,-0.0214290426671283,0,0,0,0,0.189228543575668,0,0,0,0,0,0,0,0,0,0,0,-0.210345043136252,0,0,0.579905940214528,0,0,0,0,0,0,0,0,0,0.200370522586469,0,0,0,0,0,0,-0.0205908854221303,-0.028349744640481,0,0,0,0,0,0
