,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000063.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X000100.SZ,X600089.SH,X600741.SH,X600702.SH,X600460.SH,X000799.SZ,X002236.SZ,X000157.SZ,X600779.SH,X601799.SH,X002180.SZ,X600522.SH,X000733.SZ,X002414.SZ,X600584.SH,X600884.SH,X002008.SZ,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.55001542994547,0,0,0.0696489384828572,0,0,0,0,0,0,0,0,-0.0863902290001369,0,0,0,0,0,0,0,0.0213955789793351,0,0.00924573636290357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195702392364431,0,0,0,0.0242867453194435,0,0,0,0,0,-0.0036181532440024,-0.00400886308242956,0,0,0,0,0,0
X000858.SZ,0,0,0,0.411130735237656,0.0847624271219607,0,0,0,0,0,0,0,0,0,0,-0.0109002801664278,0,0,0,0,0,0,0,0,0,0.323084694527656,0,0,0,0,0,0,0,0.0725233263230833,0,0,0,0,0,0,0,0,0,0,0,0.0292896496996138,0,0,0,0,0,-0.00525283224563021,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0419178180211059,0.0645144439354251,0.330447997319478,0,0,0,0,0,-0.0210798415758604,0.0199544234874916,0,0.0617708977662204,0,0,0,0.0146500583902343,0,0,0,-0.0878001292500401,0,0,0,0,0,-0.0464379855493602,0,-0.0734143058602965,0,0,0.0938598645832041,0,0,0,0,0,0,0.0674038475127931,0,0.0301662245524155,0,0,0,0,0,0.0177316667112399,0,0,0,0,0,0,0
X600809.SH,0,0.144347182936712,0,0,0,0,0,0,0,0,-0.101698885432371,0,0,0,0,0,-0.062926838177658,-0.214958850480219,0,0,-0.0492462590120359,0,0,0,0,0,0,-0.293061878892994,0,0,-0.0504855015435028,0,0,0.00968027660522195,0.267182940779038,0.578338040267363,0,0,0.0453321501748085,0,0,0,0,0,0,0,0,0,0,0,0,0.00265047099353069,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.00438635354642238,0,0,0,0,0,0,0,0,0,0,0.0770610448389615,0,0,0,0,0,0,0.449055315327306,0,-0.0390564328573502,0,0.0750252550016838,0,0,0,0,0,0,0,0,0,0,0,0,0.276707785200211,0,0,-0.0911580886942636,-0.0306034416293905,-0.148694568876183,0,0,0,0,0,0,0,0,0.0268590468925142,0,0,0,0,0,0
X600276.SH,0,0,0.186293958822645,0,0,0,0,0,0,0,-0.0632545079394384,0,0,0,0,-0.0114788208060586,-0.0219821765680552,0,0,0,0,0,0,0,0,0.0531625368660637,0.0886710537567116,-0.212172785989744,0,0,0.122939434478615,0,0,0,0,0,0,0,0,-0.0020451730909052,0,0.0310951616835675,0,0,0,-0.0914022768785695,-0.0913615063032502,0,0.266514506030631,0,-0.0324171644504984,-0.00709831230691171,0.00461516103167586,0,0,0,0,0,0
X002475.SZ,0,0.23659965110846,0,0,0,0,0,0,0,0,-0.0090598631715032,0,0,0,0.183531569090635,0.0931747213789608,0,0,0,0,0,0.00575704964650732,0,0,0,-1.73472347597681e-18,0,0,0,0,0.178246127189074,0,0,0,0,0,0,0,0,0,0,0.127015088732417,-0.0754096071907279,0,0,-0.0712807741523517,0,0,0,0,0,0.019125397429271,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101837211721032,0,0,0,0,0,0,0,-0.0915982894150871,0,0,0,0,0,0,0.135361781010995,0,0,0,-0.0539953911831616,0,0,0,0,0,0,-0.00887613983442252,0,0,0,0,0,0,0,0,0,0.0043539550296954,0,0,0,0,0,0,0
X002304.SZ,0,0.29634657471954,0.067244315416019,0,0,0,0,0.197627616117546,0,0,0,0,-0.0970747259708167,0,0,0.0619950721417369,0,0,0.0793950675204206,0,-0.118926993609635,0,0,0,0,0,0,0,0.0132064819505505,0,0,0,0,0,0,0,0,0,0.212736142237311,0,0,-0.110036982507608,0,0,0,0,0,0,0,0,0,0,-0.00486784762525048,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0852579674194375,0,0,0,0,0,0,0.0895593934391866,0,0,0,0.111205177257829,0.030703798267482,0,0,0,0,0,0,0.0346941671117928,0,0,0,-0.0166349933585736,0,0,0,0,0,0,0,0,0,0,0.0333307545642412,0,0,0,0,0,0,0.0113033431448332,0,0,0.0302015336035714,0,0,0.0465161258926383,0,0,0,-0.0899284655748968,0,0
X300014.SZ,0,0.131343880555563,0,0,0,0,0,0,0.0460708337707846,0,0,0,0,0,-8.67361737988404e-19,0,0.0106402635645693,0,0,0,0,0,0,0,0.105503996723412,0.127387811737393,3.46944695195361e-18,0,0.0789388544426051,0.0824831538906645,0,0,0,0,0.19636777196916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495521553075462,0.00189302368099062,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.181191119031566,0,0,0,0,0,0,0,0,0.141345539051237,0,0,0,0,0.156013723545677,0,0,0,0,-0.0753559285605473,0,-0.0419678966237119,0,0,-0.110056700562682,0,0.155082062859145,0,0,0,0,0,0,0,0,-0.0210582226513639,0,0,0,0,0,0,0,0,-0.0147274637917151,0.051273279386174,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0749987915824464,0,0,-0.0111505028739865,0,-0.0495498934626858,0,0,0,0,-0.0558324536905757,0,0.322700813555972,0,0,0,0,0,0,0,0,0,-0.0296563582819277,-0.0192196467884287,0,0,0,0,0,0,0,0,0.0638740057874745,0,0,0,0.0326655093810393,0,0.0671480990374793,0,0,0,0,0,0,0,-0.0150393925211493,0.0296537515283292,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0347048026541927,0,0.031214743823335,0.0368750796860358,0,0,0,0,0,0.00859163951857593,0,0,0,0,0,0,0,0,0,0.000807741046219095,0,-0.0301617975966241,0,0.0580591537100424,0,0.279232605140646,0,0,0,0,0,0,0.143594419452643,0,0,0,0.0432944274478721,-0.00184131525971013,0,0,0,0,0,0,0,0,0,-0.0438626131901714,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.27609118392806,0,0,0.163370618323768,0,0,0,0,0,0,0,0,0,0,0.0354431051817166,0,0,0,0.276225307045472,0,0,0,0,-0.0109809194174427,0,0,0,0,0.0722417882432942,0,0,0,0,0,0,-0.000701066183883494,0,0,0,0.0563422753554777,0.0323502736567653,0,0,0,0,-0.049328332723534,-0.0538772032511844,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343626046442677,0,0,0,0,0,0,0.0234868140445627,0,0,-0.175970158345418,0,0,0.0878757657587324,0,0,3.46944695195361e-18,0,0.126284545816969,0,0,0,0.0235497749538252,0,0,0,0,0.147260686450172,0,0,0,0.533701725327111,0,0.0876299695118046,-0.134343740898469,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.196453378509245,0,0,0,0.323988424803342,0.109930124625163,0.108602621938834,0,-6.93889390390723e-18,0,0,0,0,0,0.20668553017767,0,0,0,0,0.191003956633712,0,0,0.074791763156647,0,0,0.295925515275344,0.0352550812158007,0,0,0,0.206895534793177,-6.93889390390723e-18,0,0,0,0.14325854491141,-0.0275523261905015,0,0,0,0,0,0,0,0,0,0.012084286493689,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.495699284476121,0,0,0,0.0280558618850378,0,0,0,0.00846525646409096,0,0,0,0,0,-0.0400267892908434,0,0,0,0,0.013899716717193,0,0,0,0,0,0.0248670310648854,0,0,0,0,0,0.224641125453717,0,0,0,0,-0.295787243276966,0,0,0,0.0303674281771402,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221025473954289,0,0.203765115989831,0,0,0,0,0,0,0,0.203807960505094,0,0,0.0223077987357553,0,0,0,0,0,0,0,0,0,0,0.0874710068774028,0.0959840629001621,0,0.175342052188684,0,0,0,0,0,0,0,0,0.074179943448545,-0.0899865554451894,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031597637722314,0,0.0360058345884381,0,0,0,0,0,0,0,0,0,0,0.112039701403169,-0.0156082299337403,0,0.117373096428383,0.0323245352043836,0.0287426449108958,0.0802680997194173,0,-0.0681119109168917,0,-0.0337285896312112,0,0,-0.013962444009524,0,0,0,0,0,0,0,0.353721399706393,0,0,-0.0208828450522049,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,-0.0295439456834781,0,0,0,0,0.0155381656775669,-0.0371320229651685,0,0.153127725763896,0,0,0,0,0,0.113900399719432,0,0,0,0,0.0412743866814371,0,0,0.321980335313573,0,0,0,0,0,0.0472234632693543,0,0,0,0,0,0,0,-0.0460048045549149,0.0556898005298443,0,0,0,0,-0.0462915425955553,0,0,0,0,0,0,0
