,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000568.SZ,X000661.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X002129.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000625.SZ,X000800.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002463.SZ,X002414.SZ,X002049.SZ,X002179.SZ,X000066.SZ,X600118.SH,X002185.SZ,X600522.SH,X600498.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.26856023497188,0.205547630842251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676034584626406,0.00910148300026511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030456597081644,0,0.0580536187846511,0,0,0,0.00660417455723079,-0.00962172554181529,0,0,0,0,0,0
X000858.SZ,0.137600063059493,0,0,0,0,0,0.00599655770641229,0,0,0,0,0,0.243920584018738,0,0.42344476319703,0,0,0,0,0,0.0917319954025252,0.0786722740022805,0,0.0457698245772913,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053863035545593,0,0,0.000258265890040752,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0.165256959540992,0,0,0,0,0,0,0,0,0,0,0,0.32703736237348,0,0,0,0,0,0.00731755589692778,0,0,0.0436462594008372,0.073627235802041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072176477767842,0,0,0.000847847921282029,0,-0.0998928953916499,0,0,0.0825483910426587,0,-0.0151833511405703,0,0,0,0,0,0,0
X000651.SZ,0,0.193342194280718,0,0,0,0.0662912392990035,0.0245975608061077,0,0,0.00965952107550062,0,0,0,0.0934886288200804,0,0.235445411709793,0,0,0,0,0,0,0,0,0.0209931693799049,0.0292007112893135,0,0,0,0,0.0202697854161038,0,0,0,0,0,0,0,-0.0864951181048242,0,0,0.0632413349875085,0,0,0,0,0,0,0,0,0,0.00884129302329181,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626641513280616,0,0,0,0,0.192836690959052,0,0,0,0.167679904617328,0,0,0,0,0.129184476115789,0,0,0,0,0,0,0,0,0,0,0,0.0180646525271666,0,0,0.278298450404757,0,0,0,0.0468971313517684,0,0,0.00247030327205985,-0.0180744598167551,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.135508318669319,0,0,0.0567298226668273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699337991055812,0,0.250583576455463,0,0,0,0,0,0,0,0,0,0,0,0.11941700282046,0,0,0.186096449260429,0,0,0,0.0137981633118243,-0.00795407890806621,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0535367552378232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957024797994064,0,0,8.67361737988404e-19,0.295890085799751,0,0.0573925694883558,0,0,0.117781154874434,0,0,0.0299002248275973,0.0454410563060649,0,0,0,0,0,0,0,0,0,0,0,0,-0.066790277001845,0,0,-0.0200573952379293,0.0272543173814558,0.0175599205836629,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0834495558034824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217420052014279,0,0.26143711369449,0,0,0,0,0,0,0,0,0,0,0.0972921022992439,-0.0140078869553008,0,0,0.0542918120247862,-0.0529562770440302,0,0,0,0,0,0
X002304.SZ,0,0.161941413774819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701319212986089,0,0.0620198061810715,0,0,0,0,0,0,0,0.0464198767753347,0,0,0,-0.0331655033820924,0,0,0,0,0,0,0,0,0,0.0551362439969089,0,3.46944695195361e-18,0,0.0076162186712071,-0.0113954182153219,0,0,0,0,0,0
X600031.SH,0,0.0695429134494022,0,0,0.125978186870484,0,0.0803556463552108,0,0.0865900199943142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917818532406811,0.23270584667174,0,0,0,0,0,0,0,0,0,0,-0.0365914381944456,0,0,0.0408650381996384,0,0,0,0,0,0,0,0,0,0,-0.00686682599079614,0,0,0,0,0,0,0
