,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X601877.SH,X600487.SH,X002008.SZ,X000100.SZ,X002508.SZ,X300136.SZ,X600522.SH,X002085.SZ,X300003.SZ,X600089.SH,X600867.SH,X000157.SZ,X600271.SH,X600498.SH,X600177.SH,X000596.SZ,X600699.SH,X002294.SZ,X600118.SH,X000559.SZ,X000050.SZ,X600566.SH,X002179.SZ,X002180.SZ,X600372.SH,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.137115711266504,0,0,0.0327534034828226,0,0,0,0.105438379039095,0,0,0,0,0,0,0,0,0,0,0.0039699987033755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784891618611399,0,0.0294032400087821,0,0,-0.00268192568380454,0,0,0.0227458077379343,0,0,0,0,-0.00795671367882118,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0840216291821181,0,0,0.0509190431925564,0,0.0292473605454172,0.0387880370029823,0.35272118072851,0,0,0.0753419918353851,0,-0.0329776319402255,-0.0199328801682016,0,0,0.00424267042391811,0,0,-8.67361737988404e-19,-0.0612657497258549,0,0,0,0.0477373881786081,0,0,0,0,0,0,0,0.0528125508026053,0,-0.123490240247388,0,0,0,0,0,0,0,0,0,0,-0.00715733818595834,0.0177682762649,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0760363267266611,0,0.00162465009232159,0,0,0,0.167085365767598,0.0150062880753546,0,0.0398549160146058,0.0619045532734065,0,0,0,0,0.128460464797803,-4.33680868994202e-19,0.0211879140000799,0,0,0,0,0.0313945978557889,0.0258094118713095,0,0.0236366881564513,0,0,0,0,0,0,0.0216293164021324,0,0,0,0,0,0,0,0.0360706730398236,0,0,0,0,0.0404389785529903,0,0.196171661403422,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.236927296118871,0.0349293105707691,0.108146273070665,0,0,0,-0.0176448860527813,0,0.0632145259615828,0,0,0,0,0,0,-0.0507316744247755,-0.0915882993448469,0.261940936401951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000299393600711615,0,0,-0.0297133557712473,0,0,0,0,0.00329020587408473,0,-0.0555316769346771,0,0,0,0,0
X000858.SZ,0,0,0,0.24177857203332,0,0,0,0,0,0,0,0.379614533874287,8.67361737988404e-19,0,0,0,-0.0464816453001434,0,0.0113890992844409,0,0.131321862861943,-0.0682247362422516,0.124968726741835,0,0.0477402470823665,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172671980363999,0,0,0,0,-0.0192750086534605,0.00554319155568604,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.160804364416179,0,0,0,0,0,0,0,0,0,0,0,-0.16033176832341,0,-0.110383790130435,0,0,0,0,0,0,0.00809563093426718,0.0458589152651062,0,0,0,0,0.133258256878994,0,0,-0.0257071560918108,0,0,-0.0639371605871909,0,0,0,0.0186380559593866,0.039537023637019,0,0.0251394343420766,0,-0.0318980442493627,0.0265819335589227,0,0,0,0,0,0
X000725.SZ,0,0.00388201046713046,0,0,0,0,0,0,0,0,0,0.147281346419245,-0.0115944436176063,0.044692485857723,0,-0.164931241610237,0,0,0,0,-0.069093380828917,0,0,0,0,-0.0205066435370987,0.0266450214408156,0,0.103944110321865,0,0,0,0,0,0,0,0.0946393993141108,0,0,0,0,0,0.101012982603435,0,0,0.260625706022119,0,0,0,0,0,0,0.0116081216026426,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129536361320116,0,0,0,0,-0.147716595076799,0.071697786884053,0.0478369003348408,0,0,0,0,0,0,0,0,0,0,0,0.044017730836997,0,0,0,0,0,0,0,0.161845804383235,0,0.317341547177998,0,0,0.0486727992973544,0,0.108921479322468,-0.158284596690357,0,0,0.114797372926027,0,-0.00838021233899064,0.0100413428327906,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0681008117923219,0,0,0.0493210575928383,0,0,0,0.0245472500123407,0,0,0,0.0901761979304943,0,0,0,0,0,0,0,0,0,-0.0528963785923185,0,0,0,0,0,0.0722408926221558,0,0,0,0,0,0,0,0,0,0,0,0,0.0748208110569337,0,0,0,0,0,0
X600703.SH,0,0.0936689003175419,0,0,0,0.135043586025318,0,0,0,0,0,0,0,0.140600640225421,0,0,0,-0.223352922496163,0,0,0,0,0,0,-0.0967617638885271,0,0,0,0,0,0,0,0,0.0354314497738913,0,0,0.215506367088444,0,0.0280489477502157,0,0,0,0,0,0,0,-0.310439843699106,-0.0692306790387923,0,0,0,0.0248660011450334,0,0,0,0,0,0,0
X600690.SH,0,0,0.0136391819456408,0.120896207825149,0,0,0,0,0,0,0,0,0.16415934794009,0.18159161726891,0,0,0,0,0,0,0,0,0,-0.134769912527306,0,0,0,0,0.151799018590745,0.267455119926781,0,-0.0899067744175358,0,0,0,0,-0.00312841260276708,0,0,0,0.0122036480868109,0,0,0,0,0,0,0,0,0,0,-0.00433576521590907,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.143309276808973,0.413354433231888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103515104074906,0,0,-0.0247720469284418,0,0,0.155449687559419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237519998324204,0.054861609972333,0,0,0,-0.0207514451730344,0,-0.150728306445225,0,0,0,0,0
X002236.SZ,0,0,0.317412863876684,0,0.131988704058056,0,-0.349955789444952,0,0.218836944026461,0,0,0,0,-0.0363853852861031,0,0,0,0,0,0,0,0,0,0,0,0.0109770518322869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231665143048919,0,0,0,0,0.085315426452027,0,-0.229369517676114,0,0.156222460266159,0,0,0.00162952925663369,0,0,0,0,0,0
X600741.SH,0,0.472623258057505,0,0,0,0,0.0946404404504818,0,0.0400710498554678,0.154202190625404,0,0,0,0,0,0,0,0,0,-0.0229236536742564,0,0,-0.0224934111171168,0,0,0.0596460786373791,-0.192782538507568,0,0.0785530435898854,0,0,0,0,0,0,0,0,0,0,0,0.10315372149163,0,0,0,0,0,0,0,0,0,0,0.02124902873449,-0.00348094814916839,0,0,0,0,0,0
