,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X600809.SH,X000661.SZ,X000100.SZ,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X600487.SH,X600776.SH,X000625.SZ,X002456.SZ,X600498.SH,X000157.SZ,X002179.SZ,X300146.SZ,X000050.SZ,X300142.SZ,X600867.SH,X002180.SZ,X002371.SZ,X000977.SZ,X002241.SZ,X600089.SH,X600522.SH,X600177.SH,X600066.SH,X600118.SH,X600566.SH,X600372.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0816616541949838,0,0,0,0,0,0,0,0,0,0,0.106597603118604,0,-0.0679281773906271,0,0,0.0622469479609455,0,0.0367072607705087,0,0,0,0,0,0,0,-0.0162377687169963,0,0,0.102391879990975,0,0,0.0658180679609988,0,0,0.0105430788567702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228880494488637,0.0245297686804322,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.107798875732018,0.105481935358603,0,0.17382658595541,0,-0.0184547125351139,0,0,0.267956266474365,0,0,0,0,0,0,0,-0.0129649686167783,0,-0.00845871251106049,0,0,0,0,0.136136066532721,0,0,0,0,0,0,0,0.014505359932276,0,0,0,0,0,0,0,0,0,-0.028582698827464,0.0480383905886428,0,0,0,0,0,0
X000858.SZ,0,0.07648778199662,0,0,0,0,0.108478043359118,0,0,0,0,0,0,0.338120403988506,0,0.00890152936676473,0,0,0.0608288007789755,0.0930732990982865,0,0,0.0360979915634969,0,0,0.00868363734713553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192300343770641,0,-0.0164134663665735,-1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0.0612316235732378,0,0,0,0,0,0.0774771575701734,0.116000685609583,0,0,0.136538952820512,0,0.192419476106926,0.0253004796733136,0,0,0.0778209269291941,0,0,0,0,0,0,0,0,0,-0.0316105303162675,0,0,0,0,0,0,0.0183261022918932,0,0,0,0,0,0.0833448267579554,0,0,0,0,0,0.184694420630715,0,0,0,-0.0086745231306418,-0.0832796149240888,0,0,0,0,0,0
X000651.SZ,0,0,0.172580600111948,0.14092829021327,0,0,0,0,0,0.156121038742191,0,0,0,0.0305070715237147,0.0569866580496697,0,0,0,0.0819003873331778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534471635780664,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.123354411407033,0.0452238546135397,0,0,0.0744313300201724,0,0,0,0,0.0471756585880344,0,0.223862232900859,0.59446632658159,0,0,0,0,0.100247722899957,0,0,0,0,0,0,0,0,0,-0.111183578195571,0,0,0,0,0,0,0,0,0,0,0,0,0.0341692488504448,0.0232544784587443,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0201190691408274,0.0336833831935093,0,0,0.467227292583099,0.0450684762385985,0,0,0,0,0,0,0,0,0,0,0.0896544445770548,0.037105894247315,0,0.0133876421551636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184831295359699,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0831635778628759,0,0,0,0,0,0,0.000494826464924094,0.064821482826126,0,0,0.110360689615988,0,0.0830564051331716,0,0.0687602372099887,0,0,0,0,0.175522440756191,0,0,0.047489167984807,0,0.162782696325176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389641990810497,0.0349929260802129,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080635943901868,0,0,0.0250773727231504,0,0,0.00294426935192734,0,0,0,0,0,0.0467470398146684,0.0254627888470763,0,0.110433569530266,0.493939564662266,0,0,0,0,0,0,0,0.0207659140524445,0.151763637087412,0,0,0,0,0,0,0,0,0.0301237351024183,0,-0.0188309329463485,0,0,0,0,0,0,0
X600690.SH,0,0,0.107321808283713,0.177480284189763,0.157488125272243,0,0,0,0,0,0,0,0.139629389436788,0,0,0,0,0,0,0.00317180007092681,0,0,0,0,0,0,0,0,-0.0113952495999782,0,0,0,0,0.0841086322026304,0,0,0,0,0,0,0.17581945623289,0,0,0,0,0,0,0,0,0,0,-0.0299102984605089,-0.00904699267490677,0,0,0,0,0,0
