,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600809.SH,X002008.SZ,X600487.SH,X000100.SZ,X002508.SZ,X300136.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X600498.SH,X600699.SH,X600271.SH,X000157.SZ,X600177.SH,X000596.SZ,X002294.SZ,X600118.SH,X000050.SZ,X000559.SZ,X600566.SH,X002179.SZ,X002180.SZ,X600372.SH,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.135667586351944,0,0,0.032012011006109,0,0,0,0.106690360857965,0,0,0,0,0,0,0,0,0,0,0,0.00414675223470514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818991719169696,0.0328449826386939,0,-0.00231944795801035,0,0,0,0.0222173927132303,0,0,0,0,-0.00781657304758576,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00461556981008623,0,0,0,0.0844056466794023,0,0,0.355092857186886,0,0,0.0808382159552868,0,-0.0285762499547956,0,0,0,0,0,0,0,0,-0.0218494152169046,0,0,0,0.0165540793962402,0,0,0,0,0,0,0,0.0232727575890821,0,0,0,0,0,0,0,0,0,0,0,-0.0350599333886993,0.0399294351258553,0,0,0,0,0,0
X002415.SZ,0,0.0579431758277441,0,0,0,0,0,0,0,0,0,0,0.169100424277816,0,0,0.0607602408402417,0.016999676448794,0,0,0,0,0.137169469668102,0,0,0,0,0,0,0,0,0.0278917643531402,0,0,0,0,0,0,0,0,0.0219574457399888,0,0,-0.0210708364359296,0,0,0,0.0851505849277588,0,0.015062231494344,0,0,0.0116985239246398,0.0163472654614653,0.212003523617933,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00266658247166396,0,0,0,0,0.310637996825869,0,0,0.107977660593995,0,0,0,0,0,0.0685818574447787,0,0,0,0,0,-0.0280541728308179,0,-0.0879521675735691,0.20657584343662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637653265100186,0,0,0,-0.0244548515631359,0,0,0,0,0.00833718713243548,-4.33680868994202e-19,-0.0587465384384185,0,0,0,0,0
X000858.SZ,0,0,0,0.181084014799465,0,0,0,0.026971856728698,0,0,0,0.419873590462326,0.0235636474908586,0,0,0,-0.0918015311148192,0,0,0,0.100651988785375,-0.107157384717386,0,0.099150524919846,0,0.0819308033342609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215723807317251,0.00802941175315864,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.137780683653352,0.00268263109927305,0,0,0,0,0,0,0,0,0,-0.123327542724154,-0.101678945811086,0,0,0,0,0,0,0,0.0518752559807051,0,0,0,0.124817765364432,-0.0510775945022948,0,0,0,0,0,0,0,-0.0144330507631027,0,0,0,0,0.0170321134239792,0,0,-0.0242971366841574,0.0236936828558291,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0163221415229637,0,0,0.109458874754479,0,0,0.104617501432628,-4.33680868994202e-19,0,0,-0.117522507532481,0,0,0,0,-0.0361546209099067,0,0,0,-0.0756789055406055,0,0.042189352402606,0,0,0,0,0.0305984229437808,0,0,0,0,0,0.0567807909362761,0,0,0,0,0,0.0336433620609447,0,0,0,0.104677977284856,0,0,0,-0.0248020744942397,0.0325638519578516,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.334420092785769,0,0,0,0,0,0,0.141121655770278,0,0,0,0,-0.193805439736121,0,0,0,0,0,0,0,-0.00603873339944673,0,0,0,-0.0015982926507303,0,-0.0303220015566134,0.0292050285970522,0,0,0,0,0,0,0,0.0343644680759773,0,0,0.0117891345175335,0,0,0,-0.0760060477877058,0,0.117316216980671,0,0,-0.0292488423389467,0.0386609611521522,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0728276080902795,0,0,0,0,0,0,0.0548226919415436,0,0,0.130219890878334,0,0,0,0,0,0,0,0,0,0,-0.0525196927380171,0,0.0274290343001811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722333892836872,0,0,0,0,0,0
X600690.SH,0,0,0.00932329591365941,0.133977838467408,0,0,0,0,0,0,0,0,0.15034479523587,0.19971264773366,0,0,0,0,0,0,0,0,-0.135413631204139,0,0,0,0,0,0.156622175437559,0.252914898692309,-0.116009410285919,-0.000861702946351433,0,0,0,0,0,0,0,0,0.0431671784989933,0,0,-0.00528334757550736,0,0,0,0,0,0,0,0,-0.000964749496067675,0,0,0,0,0,0
