,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300124.SZ,X600177.SH,X600271.SH,X300003.SZ,X600118.SH,X000157.SZ,X300136.SZ,X600089.SH,X002007.SZ,X600522.SH,X002008.SZ,X000981.SZ,X002294.SZ,X600372.SH,X600867.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X002074.SZ,X600809.SH,X600566.SH,X000559.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0808311983292231,0,0.077159425504542,0,0,0,0,0.273069206678373,0,0,-0.018521126897155,0,0,0,0,0,0.0343155645176031,0,0,0,-0.0332252534201228,0,0,0,0,0,0,0.0919179439401626,0,0,0.0441745712025272,0,0,0,0,0,0.161141031238865,0,0,0,0.0193545694439645,0,0,0,0,0,0.00797350463763583,0,0,0,0,0,0
X600104.SH,0,0,-0.0825891928560931,0,0,0,0,0.0151151164370782,0.143475069710299,0,0,0.331607232885552,0,0.339706576398392,0,0,-0.0242636693751533,0,0,0,0,0,0,0.0226038476989551,-0.218883369954904,0,0,0,0,0,0,-0.076321165965402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271695998404466,-0.0073005192242545,0.00525761021528113,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0143747316507952,0,0.0600830285207684,0,0,-0.0443656109280736,0,0,0,0,0,0,0,0.338347349595528,0,0,0,0,0,0,0.268115510318434,0,0,0,0,0,0,0,0.00429098699370252,0,0,0,0,0,0,0,0.104770458125924,-0.137007742634282,0,0,-0.0893909654851426,0,0,0,0,0,0,-0.0140234838951346,0.0332424754621037,0,0,0,0,0,0
X000651.SZ,0.0244003864821246,0,0,0,0,0.0870615685563428,0,0,0,0,0,0.170007599667448,0.0669043414534384,0,0,0,0.00900447685422284,0,0,0,0,0,0,0.123185256445383,-0.0204506705734965,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288382572611825,-0.102008961448856,0,0,0,0,0,0.0859456256016659,0,0,0,0,0.0240065870856299,-0.00518094465227612,0,0,0,0,0,0
X000858.SZ,0,0,0,0.163285072773236,0,0,0,0.0642641691931647,0,0,0,0,0.378714960409605,0,0,0,0.0278519841527456,0,0,0,0.0287820693863102,0,0.0492805557076094,0,0,0,0,0,0,0,0,0,0.0374765016949165,0,0,0,0,0,0,0,0,0.0287883873137347,0,0,0,0,0,0,0,0,-0.00374189935214099,0,0,0,0,0,0,0
X000725.SZ,0,0,0.295868005168877,0,0,0,0,0,0,0,0,0,0,0,-0.294917689477605,0,0,0,-0.139400315417507,0,0.202826311361784,0,0,0,0,0.0834732966741883,0,0.452788146919315,0,0,0,0,0.135868407206387,0,0,0,0,0,0.0907740189405034,0,0,0.0670697469976389,0,0,0,0,0.278419632314922,0,0,0,-0.0410548837176265,0.0279219223857652,0,0,0,0,0,0
X600276.SH,0,0,0,0.094058487546632,0,-0.00962693056780375,0,0.00973188295513565,0.00967251265828015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018073205824302,-0.0941943269742679,0,0,0.052246857989928,0,0,-0.084497446253543,0,0.00734176960239785,0.00882587496714851,0,0,0,0,0,0
X002304.SZ,0,0.110807394476823,0,0,0,0,0,0,0.183546129050861,0,0,-0.0867862178770684,0,0.429254394020254,0,0,0,0,0,0,0,0,0.0241229724388184,-0.0562749111212444,0,0,0,0,0.44783625727247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299543425268072,0,0,-0.0621738792544492,0,0.0228121633481023,0.0383865852178298,0,0,0,0,0,0
X600690.SH,0,0.0293781245888079,0,0,0,0,0,0.200440391355361,0,0,0,0,0,0.015212103460406,0,0,0,0,0,0.0276887742424415,-2.16840434497101e-19,0,0,-0.00112591950750694,-0.0450883625331608,0,0,0,0,0,0,0.0387038299325231,0,0,0,0,0,0,0,0,0,0,-0.0983150141077334,0,0.0112948247456234,0.125721335936443,-0.0146808607126008,0,0,0,0,-0.00974987815350964,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.102819990334974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19329614467267,0,0,0.0355926184066424,0,0,0,0,-0.0295203183137924,0,0.168772584077523,0,0.0170150801398807,-0.0212253326306255,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0541666843212428,0,0,0,0,0,0,0,0,0,0,0,0.150780440621926,0,0,0.000206083162612585,0.0272693942512347,0,0,-0.0292318008309133,0,0.133583262074843,0,0,0.152224276877611,0,0.121236653948716,-0.0596687676947857,0,0,0,0,0,0,0,-0.0546333980946514,0,0,0,-0.225495641742978,0,0,0,0.294563770666534,0,0,-0.00842770085123799,0.00942216602363078,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0942595050748101,0,0,0,0,0,0,0,0,0,0,0.0403393904297997,0,0,0,-0.0665778351061301,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.171843012997588,0,0,0,0,0,0,0,0,0,0.0122826892307831,0,0,0,0,0,0
X000568.SZ,0.0201887727839658,0,0.183932860496507,0,0.510071965930415,0,0,0,0,0,0,0,0,0,0,0,0.057210344229265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845315804101507,0,-8.67361737988404e-19,0,0.0850671605702512,0.0222507379130765,0,0,0,0,0,0,0,0,0,0.185676867669781,0.00871100524850523,0,0,0,-0.000759956625442931,-0.00666734476604684,0,0,0,0,0,0
X600741.SH,0,0.457202838304625,0,0,0,0,0.195600288970255,0.12968214763381,0.0206579532010124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305088532672832,0,0.0962561826264927,0.0361644880233556,0,0,-0.0731965976346257,0,0,0,-0.00083755748837433,0,0,-0.0827838115837175,0,0,0,0,-0.0179115161532035,0.00776259000778626,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.109427000408195,0,0,0,0,0,0,0.0640246696877717,0,0,0.279891957399927,-0.0479100508266426,0,0,0,0,0,0,0.109516125023035,0.00580072638705025,0,0,0.420100588284286,0,0.00221633886773332,0,5.42101086242752e-20,0,0,0,0,0,0,-0.169197852750234,0.0606834535832101,0,0,0,0.130836796233438,0,0,0.00614940676833598,-4.33680868994202e-19,0,0,0,0,0,0
