,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X600372.SH,X002456.SZ,X002475.SZ,X000559.SZ,X600522.SH,X000157.SZ,X600867.SH,X002506.SZ,X002074.SZ,X300003.SZ,X002180.SZ,X002085.SZ,X002426.SZ,X002294.SZ,X300124.SZ,X002508.SZ,X000981.SZ,X600089.SH,X000869.SZ,X601877.SH,X600498.SH,X002465.SZ,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.35087966038392,0,0,0,0,0,0,0.147519283674546,0,0,0,0,0,0.117972801273826,0,0,0,0,0,0,0,0,0.0248812335371566,0,-0.108399718489823,0,0,0,0,0,0,0.106255135997387,0,0,0,0,0.0267032806359717,0.140919883759819,-0.0503118276928194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.216015158327777,0,0,0,0,0,0,0.204710957481731,0,0,0.0754453600618072,0,0,0,0,0,0,0,0,0,0.0923225934418485,-0.0166457120070834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208411871313116,0,0,0,0,0,0,0.000556619840265679,0,0,0,0,0,0,0.054293619099294,0,0,0,0,0,0,0
X002415.SZ,0.0671489580173667,0,0,0,0,0,0,0,0,0,0,0,0,0.00820809183275448,0,0,0,0,0,0,0,0,0,0.124208495234483,0,0,0.110892903249003,0,0,0,0,0,0,0,0,0,0,0,0,0.0577542504367391,0,0,0.138982173531237,0,0.130528166604364,0,0,0,0,0,0.0332597546476835,0.00318427870818631,0,0,0,0,0,0
X000858.SZ,0.0751898091400933,0,0,0,0.305494266156661,0,0,0,0.261436758897591,0,0,0,0,0.232030427899238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640096122808129,0.0218823917666955,0,0,0.00674424435092456,0,0,0.116343056047526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.764734483962695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504866399109626,0,0,0,0,0,0,0.016337702375384,0,0,0,0,0,0,0,0,0,0,0,0.0360402820576124,0,0,0,0,0,0,0.0101571341774414,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0539160901281801,0,0,0,0,0.0624269986689758,0,0,0,0.192272876655072,0.0461746011096061,0.0606993885279171,0,0,0,0.0683666492528305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385460654646404,0,-0.0150619460989165,0,0.0164477989420903,0,0,0,-0.0378378870005009,0,0,0,0,0,-0.051720540336304,0,0,0,0.0102119001676843,0,0,0,0,0,0,0
X000725.SZ,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0571047858743221,0,0,0.054651033282754,0,0,0,0.124500395785396,0,0,0,0,0,0,0.110572910593964,0,0,0,0,0,0,0,0,0,0,0,0.00570819893684363,0,0,0,0,0,0,0,0,0,0,0,0.166924984608414,0.0455473061431675,0,0,-0.0234446275796152,0.0258673521171005,0,0,0,0,0,0
X000625.SZ,0.0206661826045503,0.209439967654999,0,0,0,0,0,0,0,0.0458638654023091,0.0356549734362234,0,0.0559224427493752,0,0.103130134705954,0,0.047715850443177,0,0.00983956434919843,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0121398247065873,0,0,0,0,0,0,0,0,0.0149711727652038,0,0,0,0,-0.149539037741139,0,-0.00937928454586638,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0896649773923733,0,0,0,0,0,0,0,0,0.016390939899609,0,0,0,0,0,0,0,0,0,0,0.138434742362655,0,0,0,0,0.12595081468079,0,0,0,0,0,0.00965851366142852,0,0,0,0,0,0,0,0.118489543328081,0,0,0,0,0.0776849317981657,0,0,0,0.0464980367439187,0,0,0,0,0,0
X000063.SZ,0,0,0.049678558118144,0.078700750190309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760832657032322,0,0,0,0,0,0,0.106308769748903,0,0,0.0334501483740667,0,0,0,0,0,0.0551749876151801,0,0,0,0,0,0.0573617117185482,0,0.0146390516661122,0.0263680703385003,0.131885294913874,0,0.0380115028987671,0,0,0,0,0,0,0,0,0,0,0
