,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X003816.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X600460.SH,X600089.SH,X000100.SZ,X002074.SZ,X600741.SH,X600702.SH,X002236.SZ,X000799.SZ,X600779.SH,X000733.SZ,X601799.SH,X600884.SH,X000157.SZ,X600584.SH,X600563.SH,X002414.SZ,X600522.SH,X002180.SZ,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.49438008954907,0,0,0.0762566991898844,0,0,0,0,0,0,0,0,0,-0.119240181129777,0,0,0,0,0,0,0,0,0,0,0,0,0.00943528014465279,0,0,0,0,0,0,0.0523733171057572,0,0.010044811896092,0,0,0,0,0,0,0.0107019568265803,0,-0.00973635124514248,0,0,0,0,0,0,-0.00478933376709467,0,0,0,0,0,0
X000858.SZ,0,0,0,0.330321997131866,0.0997930713191409,0,0,0.00428907245075192,0,0,0,0,0,0,0,0,0,0,-0.143009361091752,0,0,0,0,0,0,0.243456662466999,0,0,0,0,0.0841580360652203,0,0,0.0125139404400108,0.166785242483632,0,0,0.00106979860477493,0,0.035340218697991,0,0,0,-0.0295113230286171,0,0,0,0,0,0,0,-0.00713425940063043,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.267101086647831,0,0,0,0.0633657539756371,0,0,0,-0.0547305545234141,0,-0.0181796791535624,0,0,0,0,0.0363025347350176,0,0,0,0,0,0,0,0,0,0.00795908441389037,0,0.0730313581884416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110179031330623,0,0,0,0,0.000659607968547287,0,0
X600809.SH,0,0.244104945414834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111859427021105,0,0,0,0,0,0,0,0,0,0.083795886222313,0,0,0,0,0.0407997227819835,0,0,0,-3.46944695195361e-18,0,0.456504658619224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397536199181242,0,0,0,0,0,0
X000568.SZ,0,0.0502775031700571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810781374413473,0,0,0,0,0,0,0,0.253340619547982,0,0,0,0,0,0,0,0,0,0,0.0873927020043724,0,0.0181911856493819,0.288189609656134,-0.167208993562983,0,-0.0388275900839083,0,0,0,0,-0.0614945096649471,0,0,0,0,0,0.0244753204202589,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.193675158424087,0,0,0,0,0,0,0,0,0,0,0,0.0582570992707392,0,0,0,0,-0.151790274371231,0.0984368541030481,0,0,0,0,0,0.16395592708858,0,0,0.220366393106265,0,0,0,-0.233391752174532,0,0,0,-0.0845324528807792,0.0225360637102358,0,0,0,-0.0211372725527281,0,0,0.0167293634455763,0,0,0,0,0,0
X002475.SZ,0,0.0153069569612621,0,0.0523344106581398,0,0,0,0,0,0,0,0,0.0282530338337565,0,0,0,0.222150137306836,0,0,0,0,0,0,0,0,0,-0.0831799276190386,-0.0736471358124556,0,0,0,0,0,0.113306814266778,0.0223185426173856,0,0,0,-0.0490248320542554,0,0,0,0,0,0,0,0,0,0.0449028267185393,0,0,0.00802847506388431,0,0,0,0,0.140154578714441,0,0
X300014.SZ,0,0,-0.28632683328875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390621817950615,0,0,0,0,0.0477974409516021,0,0,0,0,0.037165215356594,0.0534113479029509,0.0241540428271102,0,0.0166417653436707,0,0.0887161689937093,0,0.156787295652731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879714592321605,0,0,0,0.154359232274662,0,0
X002304.SZ,0,0.141294625997089,0.153123679704555,0.170842472553487,0,0,0,0,0,0.0756644427420023,0,0,0,0,0,0,0,0,-0.0866140169230232,0,0,0,0,0.0678731198510586,0,0,0,0,0.00919096948461644,0,0,0,0,0,0,0.142657783286636,0,0.120192482629992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634311588823766,8.67361737988404e-19,0,0,0,-0.083387001172037,0,0
X600690.SH,0,0,0,0,0.0297833535465743,0.0775106697490884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195764696083612,0,0,0,0,0,0,0,0,0,0,-0.0908652217439787,0.0114697718914149,0.215458126917791,0.00560903392303899,0,0,0,0,0,0,0,0,0,0,0.0440522838661528,0,5.42101086242752e-20,0,0,0,0,0,0.00305681908622408,-1.73472347597681e-18,0,0,0,0,0,0
