,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X000977.SZ,X600584.SH,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X300142.SZ,X002463.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0541104839082246,0.157848002600545,0,0,0,0,0,0,0.0275970647663442,0,0,0,0,0,0,0,0,0,0,0,0.169369782373289,0,0,0,0,0,0,-0.0321905798872834,0,0,-0.0388846318157962,0,0,0,0.0164374023909939,0,0.112415855075328,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638696340630148,0.0723985406979857,0,0,0,0,0,0
X000858.SZ,0,0,0.491822533062048,0,0,0,0,0,-0.00859588847115642,0,0,0,0,0,0,0,0,0,0.0999092250770738,0,0,0,0,0,0,0,0,0,-0.0898577209751849,0,0,0,0,0,0,0,0,0.0489190283682152,0,-0.132235975959449,0,0,0,0,0.156928588426237,0.131320351600939,0,0,0,0,-0.0607228052624991,-0.0143814730700728,0,0,0,0,0,0,0
X000568.SZ,0.238997997322491,0.115642797562078,0,0,0.11067816233936,0.0353716463204935,0,0,0,0,-0.0475854002363119,0,0,0,0.282214906791065,0,0,0.109279418426669,-0.0200956470443199,0,-0.0109092287630469,0,0,0,0,0,0,0,-0.0485300116497015,0,0,0,0,0,0,0,0,0.178040277863334,0,-0.024524510066037,0,0,0,-0.201820899117347,0,0,0.0232004710685885,0,0,0,0,0.0195572071997546,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189584444655292,0,0,0,0,0.057105072902616,0,0,0.131406549871185,0,0,0,0,0,0.140743410324637,0.0312279248153367,0,0,0,0,0,0,0,0,0.433379022672997,0,-0.0463767983537129,0,0,0,0,-0.0144150033371846,0,0.0326580332909185,0,0,0,0,0,0.0368435318765334,0,0,0,0,0,0
X002415.SZ,0,0,0.0279553870493971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246876559983956,0,0,0,0,0,0,0,0,0,0,0.277677710787723,0,0,0.00124060607221154,0,0,0,0,0,0.229024689626822,0,0,0,0,0,0,0.0137259914587048,0,0.0177838280509251,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203902826025712,0,0,0,-0.0685698603744113,-0.304018641967552,0,0,0,0,0,-0.158353285385678,0,0,0,-0.257663651964817,0,0,0.110481293737456,0.0344081600206135,0.60353777532657,0,0,0,0,0,0.162243250275043,0,0,0,0,0,0,0,0,0.204405404492791,0,0,0,-0.0188170200804187,0,0,0,0,0,0
X600690.SH,0,0.0168619006404926,0,0,0,0,0,0,0,0.0450957681168706,0,0,0,0.00441743268245016,0,0,0.121075286051365,0,0,0,0.0372874258003577,0,0,0,0.0287972806575848,0,0,0,0,0,0,0.00668123862140267,0,0,0,0,0,0.0786358021568789,0,0,0,0,0.0688388285225785,0,0,0.0062523069717526,0,0.0306071171144312,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.441075051353995,0.0351801735810154,0.116024388758219,0,0,0,0,-0.0215796615925694,0,0,0,0,0,0.0209090253178844,0,0,0,0.0372472444621311,0,0,0.00107930239392143,0,0,0,0,0,0,0,0,0,0,-0.021724575192632,0,0,0,0,0.0490895353507337,0,0,0,0,0,0,0.0118477224899328,0,0,0,0,0,0,1.55424213356143e-05,0,-0.155646191051171,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35295009494927,0,0,0,0,0.106502914920065,0,0,-0.021348578246266,0,0,0.157061242693823,0,0,0,0.0555663718817833,0.118002873290032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309607083777993,0,0,0.0395875793174922,0,0,0,0,-0.092422915048534,0.137894120418575,0,0,0,0,0,0
X000651.SZ,0,0.0910665655632148,0,0,-0.0780624007773259,0,0.29928381301288,0,0.0637783133507986,0,0.0207028057952436,0,0,0,0,0,0.00310601534116362,0,0.129947154223891,0.0963069752110629,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0956546398010515,0,0,0,0,0,0,0,0,0,0.0208126267958967,0,0,0,0,0,0.0732457573881746,0,0,0,0,0,0,-0.00867368084942934,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.105707646362669,0,0,0,0,0,0,0,0,0,0.00749983704427769,0,0,0,0,0,0.0371411689745814,0,0.0994777345601073,0,0,0,0,0,0,0.163680037751019,-0.10593560469568,0,0,0,0,0,0.0962504025692244,0.300981492807066,0,0,0,0,0,0.154806626017242,0,0,0,0,0,0,0,-0.0588229801756732,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0240591301315461,0,0.0357409005952662,0,0,0,-0.0795378129579425,0,0,0,0.119819346140521,0.226928276052911,0,0,0,0,0.0259932856368981,0,0,0,0,0.164145160929905,0.125289047299458,0,0,0,0,0,-0.0118407018967232,0,0,0,0.02345124684031,0,0,0,0,0,0,0,0,-0.0558969775386487,0,-0.0206063536585984,0,0,0,0,0,0,0
