,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X002371.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X000100.SZ,X600741.SH,X600460.SH,X600089.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X601799.SH,X002414.SZ,X000733.SZ,X002180.SZ,X600884.SH,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.520433394454317,0,0.00794574459669746,0.0476357920464134,-0.0268130854225763,0,0,0,0,0,0,0,0,-0.131444468334143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726897881874499,0.0616868664686838,0.00581280382507293,0,0,0,0,0,0,0,0.00159166810246504,0,0,-0.00345785793144995,0,0,0,0,0,-0.00144802944214672,0,0,0,0,0,0
X000858.SZ,0.139831828512644,0,0,0.342092667879608,0.141474846018,0,0.0177657781604358,0,0,0,0,0,0,0,0,0,0,0,0,-0.11282240906457,0,0,0,0,0,0.27726311483088,0,0,0,0,0,0,0,0.126884456817411,0.0549322684776811,0,0,0,0,0.012072458332549,0,0,0,0,0,0,-0.00616370999935599,0,0,0,0,-0.0193458352032126,0.0137724519162904,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.043434584775597,0.287375562347226,0,0,0,0,0,0,0,-0.0167933171759578,0,0,0,0,0,0,0,0,-0.0107522058323406,0,0,0,0,0,0.0328638698209616,0,0,-0.041074071288909,0,0,0,0,0,0.0517429202186635,0,-0.0961217523295931,0,0,0,-0.0106024864594851,0,0,0,0,0,0.00311802833555584,0,0,0,0,0,0
X600809.SH,0,0.26117660525571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843534758603212,0,0,0,0,0,0,0,0,0,0.104415344179164,0,0,0,0,-0.055677563675135,0,0.0555671933536048,0,0,0.362268490483928,0,0,0,0,0,0,-0.0582458592411752,0,0,0,0,0,0,0,0,-0.0118382913027099,-0.0672524198800549,0,0,0,0,0,0
X000568.SZ,0,0.070472492254066,0,0,0,0,0,0,0,0.0198219773995257,0,0,0,0,0,0,0.0905572341229495,0,0,0,0,0.445666065618551,0,0,-0.104496959385737,0.0448695271348066,0,0,0,0,0,0,0,0,0,0,0,0.126636677870643,0,0,-0.154579174231296,0,0,0,0,0,-0.125161821310279,0,0,0,0,0.0273650696509173,0,0,0,0,0,0,0
X600276.SH,0,0,0.044342625932909,0,0,0,0.0916301838077885,4.33680868994202e-19,0,-0.0939549437035343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189150465980927,0.0516582000215006,0,0.0313490516825903,-0.375172758642051,0.0361537250396902,0,0.0677976155542971,0,0,0,0,0,0,0,0,0,0,0,0,-0.102505103567844,0,0,0.0213291109995239,0.142464900127664,-0.0989980371318826,0,-0.0193879011896923,-0.0111637641973573,0.0078187851344219,0,0,0,0,0,0
X002475.SZ,0.0059089607497039,0.234701185429224,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0934427980376287,0,0,0.180432696900987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17426102517765,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.0715245014651516,0,-0.0754128928118882,0,0,0.125269821561667,0,0,0,0,0.0205213352477832,-0.00217331507520787,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00169872044293581,0,0,0,0,0,0,-0.0909012841509194,0,0.0772355245911745,0,0,0,0,0,0,0,0,0.289130742283953,0,-0.135693971007509,0.0244030515960176,-0.00282023059199835,0,0,0,0,0,0,0,0,-0.0398385511673446,0,0.0516670474409337,0,0,0,0,0,0.00880894506977039,0,0,0,0,0,0,0
X002304.SZ,0,0.249198758340515,0.0857691709674653,0.18343203052803,0,0,0,0.153485733785584,0,0,0,0,0,0,0,0,0,0.0631764874764327,0,-0.103298886544481,0,0.0156801011357596,0.0380117761099883,0,0,0,0,0,0.0475727047243941,0,0,0,0,0,0,0,0.0899300086328436,0.0786936854786967,0,0,0,0,0,0,0,0,-0.0652570155733105,0,0,0,0,0.0657756510471003,-0.0666292013189006,0,0,0,0,0,0
X300014.SZ,0,0,-0.339331365449396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809805712160671,0,0.0509391300216423,0,0,0,0.0360970457932061,0,0.0553930491958828,0,0.110431276749736,0,0.122794452950083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446221454377965,0.148842847447134,0,0,0,0.0839476137810293,0,0
