,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600271.SH,X600118.SH,X002085.SZ,X600177.SH,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002292.SZ,X000559.SZ,X600867.SH,X002294.SZ,X002180.SZ,X600089.SH,X002426.SZ,X600522.SH,X002074.SZ,X002506.SZ,X002508.SZ,X601877.SH,X000981.SZ,X000623.SZ,X000536.SZ,X600498.SH,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00947376660941594,0.0202820101023535,0,0.384492246438458,0,0,0.0726793511078104,0,0.00292764507805144,0.0710798942346433,0,0,0.0190162141597523,0,0,0,0,0.0336015677226603,0,0.0536940428443071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344121502664937,0,0,0.0138582667323489,0,0,0,0.00256378939153018,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0980305574117416,0,0.219746720967946,0,0,-0.0350038368938091,0.74184855906847,-0.0796223978901279,0,0,0,0,0,0,0.187508534155203,0,0,0,-0.062859812595834,0,0,0,-0.131320483502818,0,-0.152364877207981,0,0,0,0,0,0,0,-0.00963762938008522,0,0,0,0,-0.0307719993440081,0,0,0.0877292199354679,-0.063758802234979,0,-0.0158353249289495,0,-0.00252649775004931,0.219652005201614,0,0,0,0,0
X000651.SZ,0,0.0714400627883746,0,0,0,0,0,0,0,0.663224674937312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652254204528681,0.33518650302057,0,0,0,0,0,0,0,0,0.355597330958687,-0.0247629489949356,0,-0.280722628616663,0,-0.20339224002346,0,0.052144920030381,0,0,0,0,0,0
X002415.SZ,0,0,0.0368578452374336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753645175690707,0.00553469529342438,0,0,0,0.003429611226911,0,0,0,0,0,0,0,0,0,0,0,0,0.115531081290491,0,0,0,0.355290707168652,0,0,0.0473058167303039,0,0,0,0,0,0,0.00583167195472904,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0710438373784599,0,0.0326710052974548,0.0846038026386592,0,0.0167297935131932,0.421696420417334,0.0908726063624852,0,0,0,0,0.0238747105809421,0,0,0.123095195178308,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035502676315183,0,0,0,0.0079411127805888,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0327578780318946,0,0,-0.0648170240635946,0.0645838000891752,0,0,0,-0.0543226345195992,0,0,0,0,0.104856861531048,0,0,-0.0183897065786089,0,0,0,0.085029187841043,1.73472347597681e-18,0,0,0.0314511044611164,0,0,0,0,0,0,0,0,0.141585123311235,0,-0.049126155561111,-0.0272419686424627,0.0781479528052724,0,0,0.0419226062154898,-0.0164510810519201,0.104131387514813,0,0,0,0,0
X002304.SZ,0,0.169423358834077,0,0,0,0,0,0,0,0,0,0,0.225141734064701,0,0.0644744612788036,0,0,0,0.0593528852547419,0.061605343928138,0,0,0,0,0.0114615198932925,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054067056362838,0,0.00747400851273253,0,0,0,0,0,0
X000725.SZ,0,0,0.126937883856467,0,0,0,0,0,0,0.0448618226675844,0,0,0,0,0,0,0,0,0.0691238232026677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395263521394747,0.0991490334196973,0,0,0.312079471668564,0.0151835293221008,0,0,0.0343795271888242,0,0.0358352582784852,-0.00713507353267434,-8.67361737988404e-19,0.0136437606379256,0,0,0,0,0
X000625.SZ,0,0.173860029955902,0.114885378882044,0,0.207692401278703,0,0,0,0,0,0,0,0.124415000116296,0,0,0,0,0,0,0,-0.0170892272345286,0,0,0,0,0,0.0375593339596636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289945087467678,-0.0329649569601738,0,0,0,0,0,0
X000063.SZ,0,0.0701669485458445,0.117901956844979,0,0,0,0,0,0,0,0,0,0,0.019519114717138,0,0,0,0,0,0.275814811520644,0,0,0,0,0,0,0.0314646354733491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120547452744543,0,0,-0.0576154615744267,0,0,8.34612042720766e-05,0,0,0,0,-0.106888347708938,0,0
