,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X000063.SZ,X000338.SZ,X601877.SH,X002049.SZ,X000596.SZ,X000661.SZ,X002179.SZ,X600089.SH,X000100.SZ,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600884.SH,X600779.SH,X000157.SZ,X601799.SH,X600702.SH,X000733.SZ,X002007.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X002008.SZ,X600563.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.347179795552131,0,0.123185698643491,0.13901811887169,0,0,0,0,0,0,0,0,0,0,0.0174221169512837,0,0,0,0,0,0.00196200045985476,0,0.0309767349249075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00770423193722515,0,0,0,0,0.0311512846139041,0,0
X000858.SZ,0.181302840996275,0,0,0.144678088673309,0,0,0,0,0,0,0,0,0,0,0,0,0.0829938852314296,0,-0.0779556082516361,0,0,0,0,0,0,0,0.216533660489348,0,0.0557778475032191,0,0,0,0,0,0,0.16838373714391,0,0.210178761440733,0,0,0,0,0,0,0,0,0,0,-0.0888486724247747,0,0,0,0.0201076518299587,0,0,0,0,0,0
X002415.SZ,0,0.0410594728643068,0,0,0,0,0,0,0.218628590208418,0,0,0.0166555276693838,0,0,0,0,0.0251960511606729,0,0,0,0,0,0,-0.0423392508451422,0,0,0,0,0,0,0,0,0,0,0.00708729495993024,0,0.102034062860593,0.0870137972365379,0,0,0,0,0,0,-0.066471937790451,0,0,-0.0692746620828932,0,0,0,0,0,0,0,0,0.0380034438136468,0,0
X600809.SH,0,0.182010040915984,0,0,0,0,0,0.0603095326999055,0,0,0,0,0,0,-0.0203085419601639,0,0,-0.0502190164074547,0,0,0,0,0,-0.0507772756134364,-0.0254239629820602,0,0,0,0,0,0,0,0,0,0,0.461478926693002,0.0564346614429051,0,0,0.108384205350216,0.153622294088229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129624902292311,0,0
X000568.SZ,0,0.398867188584812,0,0.203224752079067,0,0,0,0,0,0,0,0,0,0,-0.0634117024394187,0,0,0,0,0,0,0,0,-0.0020875721030269,0,0,0,0,0,0,0.0177414311260226,0,0,0,0,0.0263962135028131,-0.0595442267992043,0.0871073054602681,0,0,0.055882106636851,0,0,0,0,0,0,0,0,0,0,0.00435926275306369,0,0,0,0,0,0,0
X600276.SH,0,1.38777878078145e-17,0,0,0,0,0,0.316562955671379,0.00272071614366026,0,0,0.130385726414787,0,0,0,0,0,0,0,0,0,0,0,0,-0.118520995660758,0,0,0,0,0,0,0,0,0,0,0.302393452379687,0,0,0,0,0,0,0,-0.126240461217729,-0.0591136928805125,0,0,-0.193713696113845,0,0,0,-0.0513924361559794,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154674645437573,0,0.0416503228853416,0,0.0746851550673668,0,0,0,0,0.0127146454607715,0,0,0,-0.20425399141374,0,0,0.0892038551608541,0,0,0,0,0,0.0335192318498869,0,0.0444887352477104,0,0,0,0.0752311926692892,0.0433646733420328,0,0,-0.182560540666484,0,0,0,0,0,0,0,0,0.0611784439486011,0,0
X002304.SZ,0,0,0,0.139659135315947,0,0,0,0,0.0124419041383908,0,0,0,0,0.0134322916877522,0,0,0,0,0.0206763767015523,0,-0.265318361517861,0,0,0,-0.0382930280981623,0.0372265831966677,0,0,0,0,0.0311234165918,-0.0366772231742547,0,0,0,0.242420216414551,0,0.0594428276352058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196284012355127,0,0,0,0,0,0
X600690.SH,0,0,0.127496668512643,0,0,0,0,0,0,0,0,0.0141891432670112,0,0,0,0,0,0,0,0,-0.0443980099849007,0,0,0,0,0,0,0,0.0463701689231975,0,0,-0.0613831140548379,0,0,0,0,0,0.187154745448475,0.0657805639200726,0,0,0,0,0,0,0,0,0,0.00530577013332474,0,0.08949746801502,-0.00475085707710117,0,0,0,0,-8.67361737988404e-19,0,0
X600104.SH,0,0,0,0.00905186936049159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159452046531855,0,0,0,0.0380307209797786,0,0,0,0,0,0.0203221540157746,0,0.0509604285519994,0.0290968638911189,0.225613355167028,0,0,0.0604363763184383,0,0,0,0,0,-0.0188044828872069,0,0.0183379510323974,0,0,0,0,0,0,0,-0.00893694222390636,0,0,0,0,0,0,0
