,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X600183.SH,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X002456.SZ,X000157.SZ,X300124.SZ,X002129.SZ,X000625.SZ,X300136.SZ,X002463.SZ,X002414.SZ,X002180.SZ,X300142.SZ,X600271.SH,X002179.SZ,X600584.SH,X000066.SZ,X002008.SZ,X600118.SH,X002185.SZ,X002049.SZ,X600498.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.224397962619172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624632575829727,0,0,-0.0931268017020106,0.0583500154199281,0.15337730103776,0.102000386352462,0,0,0,0,0,0,0,0,0,0,-0.0223233295549621,-0.0419653112455521,0,0.016722536486631,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867145535764009,0,0,0,-0.153758705749045,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0455827576944442,0,0,0,0.516224319274682,0,0,0,0,0,0,0,0,0.0444421765511028,0,0,0,0,0,0,0,0,0,0,0.0173720631235328,0,0,0,0,0,0,0,0,0.0071342117549316,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0222599683713128,0,0
X600276.SH,0.232686737966279,0,0,0,0,0,0,0,0,0,0,0,0,0.0431130341558051,0,0,0.085639002982127,0,0,0.0521573987953595,0,0.139650319440103,0,0,0,0,0,0.102806205554978,0,-0.0164794581475544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00042798770048515,0,0,0.0241339827624355,0.00401140516072746,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.198222928426061,0,0,0,0,0,0,0,0.02266357802365,0,0,0.00415688715160203,0,0,0.0434141667112506,0,0,0,0,0,0,0,0.0432543330190099,0.0188462297270259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435104905705514,0,0,0,0,0,0,0.0168286591490993,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141197135411379,0,0,0,0,0,0,0,0.0618520661365325,0,0,0,2.16840434497101e-19,0,0,0,0.272884576167036,0,0,0,0,0,0,0,0,0.107051302343936,0,0,0,0.00297989075771803,0,0,0,0,0,0,0,0,0.00669253377235032,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.118368296024933,0.194583078413809,0,0,0,0,0,0,0.0865587861941797,0,0,0,0,0.00215741806796553,0,0,0,0,0,0,0,0,0,0.261144459692834,0,0.0732202976229461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457258127402894,0,0
X002475.SZ,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0834052383173987,0,0,0,0,0,0,0,0.132301103488782,0.000219396221829507,0,0,0,0.165189083476914,0,0.0476707515436649,0,0,0,0,0,-0.0617468086226431,0,0,0,0,0,0.0398934064470086,0,0,0,0.0183514120889207,0,0,0,0,0.320728571764562,0,0.0599850796746996,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372576175868641,0,0,0,0,0,0,0.0983281892078936,0,0,0,0,0,0,0.113541268165877,0,0,0.118652455093369,0.0770348387179293,0,0,0,0,0,0.0851891591632851,0,0.115978615851014,0,0,0,0.104801692109498,0,0,0,0,-0.0113559966385545,0,0,0,0,3.46944695195361e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0766701336089734,0,0,0,0,0,0.0633790228161627,0,0,0.465660323651989,0,0,0,0,0.0241511045859263,0.0170263616930402,0,0,0,0,0,0,0,0,0,0,0.1842331604612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038030921729797,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.038497161749091,0,0.000948735542189247,0,0,0,0,0.206867714101589,0,0,0,0,0,0,0.0190072474853327,0,0,0,0.109681963861663,0,0,0,0,0,0.198583268106475,0,0,0,0,0,0,0,0,0,0,0,0,0.242404914990499,0,0,0.0121038588498493,0,0,0,0,0,0.00963887093329917,0,0,0,0,0,0
