,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X002371.SZ,X000596.SZ,X600703.SH,X002049.SZ,X002179.SZ,X000625.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X002074.SZ,X000157.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002414.SZ,X600584.SH,X600779.SH,X002008.SZ,X002007.SZ,X300146.SZ,X000800.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.530718456556761,0,0,-1.73472347597681e-18,0,0.0569280769765364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116014841616118,0,0,0,0,0,0,0,0,0,0,0.0239859065266503,0,0,0,0.0482508874767248,0,0,-0.0137806185549684,0,0,0,0,0.0483464886683061,0,0,0,0,0,0,0,-0.016335011255372,0,0,0,-5.42101086242752e-20,0,0
X000858.SZ,0.120210103312072,0,0,0,0.173280437271859,0.0877730840768993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805108275469468,0,0,0,0,0,0,0,-0.021143257103228,0,0.0180309544412912,0,0,0,0.134107135263455,0.0321325682336062,0.00639275689638205,0,-0.0169801593777432,0.0799066756995671,0,0,0,0,0,0,0,0,0,0.0109433723865083,0,0,0,0,0,0,0
X002415.SZ,0,0.189936964571023,0,0,0,0.103469606506977,0.0213533349490069,0,0,0,0,0,-0.117723873521898,0,0,0,0,0,0,0,0.127669706081011,0,0,0.04266179255522,0,0,0,0,0,0,-0.143694297725425,0,0,0,0,0,-0.160239861113569,0.0553163766645205,0.0296103858276158,0.0541988750843134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.261622116836902,0,0.141113773402475,0,0,0,0,0,0,0,0,0,-0.0094884527543473,0,0,-0.3821489555409,0,0,0,0.0704125745238419,0,-0.0819151719278265,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.164593027591274,0,0,0,0,0,0.140509394553441,0,0.0396570175363154,0,0,0,0,0,0,0.0197564347075899,0,0,0,0,0.0393317256304141,0,0
X000568.SZ,0.231350372936915,0.221149463002884,0,0.0505136627419151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273258760415051,0,0,0,0,0,0,0,0,0,0,0,0.114538800726669,0,0,0,0,0,0,-0.0608381824705331,0.00070233741210575,-0.102988900865573,0,0,0,0,0,0,0,0,0,0.011260430032627,0,0,0,-0.0250982248423241,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252409096625463,0,0,-0.0839934447403484,0.277637078750507,0,0.0556439542399338,0,0,0,0,0.010049253789199,0,0,0,0,0,0,0,-0.0681668414939094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787822979176988,0,0,0,0,-0.0738718985073088,0,0
X002304.SZ,0,0.144643663904002,0.0521689480885265,0,0,0,0,0,0.00201020875318843,0,0,0,0,0,0,0,0,0,0,0,0.136160918943715,0.186588617896841,0,0.0888949512150243,0,0,0,0,0,0,0,0,-0.0596746812294349,-0.0242941409675158,0,0,0,0,0,0,-0.0294423476524145,0,0,0,0,-0.0795377376054414,0,0,0,0,0,0.00294929902301166,0,0,0,0,0,0,0
X600276.SH,0,0,0.0766347001977094,0,0,0.140933473207031,0,0,0.162167139125051,0,0,0,0,0,-0.120732411327387,0,0,0,0,0,0,-0.00263376704369084,0,0,-0.183155205263647,0,0,0,0,0.110313278446107,-0.0743366420566504,0,0,0.0421528455488749,-0.0688348492167517,0,0,0,0,0,0.093486461704537,0,0,0,0,0,0,0.0351354949084995,0,0,0,-0.0349380209297157,0,0,0,0,-0.00765334558900847,0,0
X600690.SH,0,0.221147396536198,0,0,0,0,0,0.122953570901626,0,0,0,0,0,0,0,0,0,0,0,0.294972356112703,0,0.0145187185380544,0,0,0,0,0,0,0,0,0,0,0,0,0.131536996447795,0,0.0166433972304597,0,0,-0.0407868958204802,0.0639418129465623,0,0,0,0,0,0,0.0501161436958437,0,0,0,0,-0.00443998756110473,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0637046580771879,0.0753323471663837,0,0,0,0,0,0,0.170305834526091,0.235736458332766,-0.0935612199251739,0,0,0.0510257903223911,0,0.0304931014678846,0,0,0,0,-0.0405337328071252,0,0,0,0,-0.0636418551405132,0,0,0,0,0,0,0,0,0,0,-0.0674080453684937,0,0,0,0,0,0,0,0,0,0,0.0240944722688518,0,0,0,0,0.01910918301482,0,0
