,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X300003.SZ,X002456.SZ,X300124.SZ,X601877.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X000981.SZ,X000157.SZ,X600089.SH,X000596.SZ,X600177.SH,X600498.SH,X000661.SZ,X002179.SZ,X600707.SH,X002049.SZ,X600699.SH,X600584.SH,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.402810533999534,0,0.039048425482433,0.0400015610807148,0,0,0,0.0807970124832494,0,0,-0.126206558630532,0,0,0,0,0,0,0,0.0631589140205282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18220403538727,0,0.0553049958446172,0,0,0,0,0,0,0.128203487382608,0,0,0.00585952914842912,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.190277385930734,0,0,0,0.234829472650246,0.327456339281956,0,0.0136229931789285,0,0,0,0,-0.154754020384332,0,0.15984891858395,0,0,3.46944695195361e-18,0,0,0,-0.0315316778711624,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022801159673716,0,0,-0.00445084382464685,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0746720200731707,0,0,0,0.0565036105735115,0,0.14540170473902,0,0,0,0,0.201498069190098,0.0979185965975809,0,6.93889390390723e-18,0,0,0,0,0,0.293297960391258,0,-0.0221320011582174,0,0,-1.73472347597681e-18,0,0,0.105659763501393,0,0,0,0,0.223961205668431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00478370750197984,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.267070962195724,0,0,0,0,0.163856008552749,0,0,0,0,0.0716660844595504,0,0.0328227950013953,0.0548448352853151,0,0,0.0211003827512659,0.016911371484025,-0.0676633804002356,0,0,0,0,0,0.0788595495802778,0,0,0,0,0.208865020843766,0,0,0,0,0,0,0,0,0,0,0,-0.0319303510907557,0,0,0.120282655746418,0,0,0,-0.0121822795949288,0,0,0,0,0,0
X000858.SZ,0.0584295883722756,0,0,0.274002749554809,0,0,0,0.0983350179075268,0,0,0,0.553857586140543,0,0,0.0482936993239841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281233700072252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870654478440244,0,0,0,0,0,0
X600276.SH,0,0,0.0144946686930609,0.0692483835116292,0.0577602987620659,0,0,0,0,0.0593788007666623,0,0,0,0,0,0,0,0,0,0.0460969958164725,0,0,0,0.28437113447691,0,0.0192706176752924,0,0,0.0986500606159757,0,0,0,0,0.12731393344109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644561233136057,0,0.0623460270386913,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.030437173923314,0,0,0.211858339196946,0.0678000875239523,0,0,0,0,0,0.114146428729512,0,0,0,0.0516338408232277,0,0,0,0,0,0,0.329706199016199,0,0.194122158866108,0,0.100081492571945,0,0,0,0,0.0116001453685613,0,0,0,0,0,0,0.0732192998854083,0,0,0,0,0.0761940341574922,0,0,0,-0.0117807849420775,0.0185111113756368,0,0,0,0,0,0
X002304.SZ,0.252002328567651,0,0,0,0.00886097238218254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655298673026713,0,0,0,0,0,0,0,0,0,0,0.412027952354276,0,0,0,0,0,0.195774753289638,0,0,0,0,0,0.0443397526559669,0,0,0,0,0,0,-0.0116348273703986,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.377388318861361,0,0,0,0,0,0,0,-0.0245736314399026,0,0,0,0.0301219849137602,-0.0280299945095328,-0.0743035541164841,0,0,0.312688731908009,0,-0.211940437466428,0.224533480363042,0,0,0,0.315269606642382,0,0,0,0.23167469896863,0,0,0,0,0.0579115623541462,0,0.160707913937474,0,0,0,0,0,0,0,0,0,0.00716300909592315,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.111650107238631,0.346512420425358,0,0,0.0474756641086197,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0481765725197082,0,0,0,-0.0629070374339395,0,0,0,0,0,-0.0222520561400072,0,0,-0.0532118523493722,0,0,0,0.160363633432275,0,0,0,0,0,0.077241048966386,0,0,0,0,0,0,0,0.0768967355408884,0,0.069487392514336,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.188285875725614,0.0301435498038691,0,0,0,0,0,0,0,0,0,0,-0.19768088441574,0,0,0,0.0669403085628257,0.166726328090052,0,0.10846473637748,0.202078851917464,0,0,0,0,0,0,0,0,0.446595869081596,0,0.0634175227212887,0,0,0,0,0,-0.212688453821863,0,0,0,0,0.0650229821767986,0,0.29460573322139,0,0,0,0,0.00318781552175026,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.512126463433293,0,0,0,0,0,0,0,0,0,0,0.0562851406647442,0,0,0,0,0,0,-0.0253877387835318,0,0,0.117588253195599,0,0,0,0,0,0.0418141565100562,0,0,0,0,0,0,0,0.235492721824272,0.0490899711717487,0,0.0563561731320609,0,0,0,-0.0966595105448717,0,0,0,0,-0.00562406041830395,0,0,0,0,0,0,0
X600741.SH,0,0.667586548823008,0,0,0,0,0,0.0318029526553808,0.0624721388736894,0,0,0,0,0,0,0,0,-0.0487702164231075,0,0,0,0.0689947076221651,-0.0111303971917335,0,0,0,0,0,0,0.0672893762754584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838153879670762,0,-0.209196936775204,-0.0627780525333057,0,0,0.0128733412100339,0,-0.0489355527015566,0,0,0,0,0
