,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X000625.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X000100.SZ,X002008.SZ,X300124.SZ,X601877.SH,X600809.SH,X300136.SZ,X600487.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X600271.SH,X000157.SZ,X600177.SH,X000596.SZ,X002294.SZ,X000050.SZ,X600118.SH,X600699.SH,X600566.SH,X600707.SH,X000559.SZ,X002180.SZ,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.019710317215809,0,0,0.0240570470842619,0,0,0,0.193148958597107,0,0,0,0,0,0,0,0,0,-0.00456035138198151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104033422560053,0.0349821261546068,0,0,0,0,0,0,0,0,0.0192889332893998,0.0172660886821432,0,-0.0143577255000265,0.00342115479139667,0,0,0,0,0,0
X600104.SH,0,0,0.0304373573200176,0,0,0.0279056361353966,0,0,0,0.0579662687432939,0,0,0.0193775439302904,0.114242510027956,0.372608409063106,0,0,-0.036702442173111,0,-0.0480205182828669,0.0204890479233002,0,0,0,0,0,0,0,0,0,0,0.0296096878950714,0,0,0,0,0,0,0.0369362199213112,-0.0255608793298132,0,0,0,-0.00756805905765229,0,0,0,0,0,0,0,-0.00595768704788399,0.0165765092816788,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0880336693973786,0,0,0,0.104407472125015,0.0226164259189167,0,0.0496940419560703,0,0,0,0,0,0,0.0945109172951714,0.118273978179929,0,0,0.025994523952777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633847043159837,0,0,0,0,0,0.0330795802828641,0,0,0,0,0.00897370734598684,0.014934140145253,0.0919899874019926,0,0,0,0,0
X000651.SZ,0,0,0,0,0.11215162136453,-0.0342264350096909,0,0,0,0,0.218540238913358,0,0.0715736815746255,-0.0330248032066564,0.035116584815405,0,0,0,0,0.110959013793317,0,0,-0.0203216232035415,0,0,0,0,0,0.192379700087766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648860223006946,0,0,0,0,0.0177657039732162,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,-0.134377996054243,0.107573725018778,0,0,-0.0266544496265554,0.0324432027328143,0,0,0,0.363628234671415,0,0,0,0,0,0.0372175403593698,0,1.73472347597681e-18,0,0,0,0,0,0.0301936727559165,0,0.0473098925314724,0.0991419014643468,0,0,0,0,0,0,0,0,0,0.207142003000275,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391776322781839,0.0233488850544571,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.122361477837488,0,0,0,0,0.0492605875427665,0,-0.0864532716802478,0,-0.0891924669625883,0,0,3.46944695195361e-18,0.0885714356024983,-0.0457703935357757,0,0,0,0.178495623398917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201324071570272,0,0,0,0,0,0,-0.00506552048544236,0.0180893555329984,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0289896863027448,0,0,0,0.154021967690815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108903671375554,-0.00373061367622778,0,0,0,0,0,0.0376677067400621,0.0284791714201868,0,0,0.138897453714944,0,0,0,0,0,0.0406862896886242,0,-0.102746887705357,0,0,0,0,0,0,0,0,-0.0355333626051837,0.0355226981014222,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862272,0,0,0,0,0,0,0.236334685754624,0,-0.106741497304943,0,0,0,0,0,0,0,0,0,0,-0.0326446049426783,0,-0.0319143883856819,0,0,0,0,0.0389415749790883,0,0,0,0,0,0,0.0184903813388485,0,0,0,0,0,0,0,-0.0823751084201824,0,0.0773844161493068,0,0,-0.0331913274902038,0.0329873300967967,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0728276080902798,0,0,0,0,0.0548226919415433,0,0,0,0,0,0,0.130219890878333,0,0,0,0,0,0,0,-0.0525196927380171,0,0,0,0,0,0,0,0,0,0.0274290343001821,0,0,0,0,0,0,0,0,0,0.0722333892836871,0,0,0,0,0,0
X600703.SH,0,0.242508064091044,0,0,0,0.127657975405469,0.211674832060062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.268520504728123,0,0,-0.0388378344359269,0,0,0,0,0.0481033324668848,0,0.111142691777074,0,0,0,0,0,-0.0152901994495666,0,0.00433354128451422,0,-0.0815893715290048,0,-0.181191746022949,0,0,0,0,0.0175538282413515,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0313586243335276,0,0,0,0,0,0.00854347095858217,0,0,0.139218885065111,0,0.194781348091216,0,0,0,0,0,0,0,0,0,0,0,0.219165083741932,0,0,0.228905916604668,-0.142908605004456,-0.0768953448840941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003768834330156,0,0,0,0,0,0
