,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X000977.SZ,X600702.SH,X002180.SZ,X600741.SH,X600584.SH,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X600522.SH,X300003.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X002294.SZ,X300146.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.442908612791513,0,0,0.0636927502928603,0,0,0,0,0,0,0,0.00213702330841591,0,0,0,0.0082186963803767,0,0.165806706236952,0.0102128362179895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407377895216319,0,0,0,0,0,0,0,0.0298528817827879,0,0,0,0,0,0.144255033963124,0,0,0,0.000835554623564289,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.319851435736979,0,0,0,0,0,0,0,0,0,0.144241679592821,0.00232824002025435,0,0,0,0,0,0,0,0,0.0699354749388095,0,0,0,-0.0389061625243458,0,0,0,0.000526591893937868,0,0,0,0,0,0,0.00194907209383627,-0.0038753634357472,0,0,0,0,0,0.0424862034568766,0,0,-0.0683695810849082,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389286651931076,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.00645562245111827,0,0,0,0,0,0,0,0,0,0,0.0351264075585879,0,0,0.196509657521136,0.109591659242861,0,0,0,0,0,0,0.239404319623352,0,0,0.165905259284741,0,0.0429364362230174,0,0,0,0,0,0,0
X000568.SZ,0,0.57208537258843,0,0,0,0,0.0751291288766008,0,0.0211367707440889,0,0.0247016923760221,0,0.053493403010294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789388572960383,0,0,0,0,0,0,0,0.164131479782944,0,0,-0.127099819195704,0,0,0,0,0,0,0,0,0.00364509234119698,0,0,0,0,-0.019741425655922,0,0,0,0,0,0,0
X600809.SH,0,0.120294443498977,0,0,0,0,0.244142315365112,0,0.209066182771693,0,0,0,-0.0250305251531529,0,0,-0.0311088524131956,0.0882762895035047,0,0,0,0,0,-0.120082774671756,0,0,0,0,-0.0679366145153408,0,0.065798184287545,0,0,0,0,0,0.224729434761675,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298459779481442,0.0130369206766419,0,-0.0454822927264059,-0.0164996147556282,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.108781969735292,0,0,0.0962905109779922,0,0,0,0,0,-0.0275240002824643,0,0,0,0.172530643914448,0,0,0,0,0,0,0,0,0.0240211579242848,0,0,0,0,0,0.00719715729635861,0,0,0,0,0,0.00396072510214285,0,0,0,0,0,0,0.50710738222392,0,0,0,0,0,0.0190747350697439,-0.0102166604555186,0,0,0,0,0,0
X002304.SZ,0,0.179848008108092,-0.0715608088695619,0,0.0299892491415765,0,0,0.11538406197495,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0837799636664708,0,0,0,0,0,0,0,0,-0.0661877157027656,0,0,0,-0.0835781743083112,0,0,0.010176108560322,0.382478499202596,0,0,0.0302194121245906,0,0,0,0,0,0,0,0,0,-0.000224867529932705,0,0,0,-0.0158714740259639,0.00205451183356377,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0765605674706816,0,0.0536214048815943,0,0,0,0,0,0,0.0913103041800554,-0.321747641584558,0.141610100149564,0,0.0559143822026579,0,0,0,0,0,0,0,0,0.0574640686854504,0,0,0,0,0.0380936504798915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149722888019111,0,0.033316840334756,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.00611407992818278,0.397682027938041,0,0,0.0968961629849403,0,0,-0.0132368014584973,0,0,0,0,-0.556723794192589,0,0,0,0,0,0.11399867721221,0,0,0,-0.10528581336037,0,0,0.00345739630990574,0,0,0,0,0,0,0,0,0,0.102248950010769,0,0,0,0,0.0541768236377352,0,0,-0.0269747194628175,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0302588304939807,0,0,0,0,0,0,0.264525649656788,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0608998798297319,0,0,0,0.0960827779058048,0,0,0.0249201019645847,0,0,0,0.0869014563457743,0,0,0,-0.149678270567439,0,0,-0.0334504923111866,0,0,0,0,0,0,0
