,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X002085.SZ,X600177.SH,X300003.SZ,X300136.SZ,X600522.SH,X000157.SZ,X600271.SH,X002294.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X000623.SZ,X002180.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0871418530573214,0,0.0894865315702441,0,0,0,0.0544383114867451,0,0,0,0,0,0,0,0,0,0.0620017779992178,0,0,0,0,0,0,0.0497415368789737,0,0,0,0,0.0197675568678768,0,0,0.188307299820662,0,0.0886314054784167,0,0,0.228132024734569,-0.0470818604024499,0,0,0,0,0,0,0,-0.0030301137134469,0,0,0,0,0,0
X600104.SH,0,0,0,0.236251627633666,0,0,0,0.0107065645797426,0.198504234007594,0,0,0,0.149601282691148,0.221730711839524,0,0,0,0,0,0,0,-0.010544507265706,0,0,0,-0.0408028925614916,0,0,-0.0820826602710422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590552057301208,0,0,0,-0.0269637049796722,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0595225768441163,0.165284356421383,0,0,-0.0226805665712055,0,0,0.0823935752147434,0,0,0.18475919070371,0.280310454582284,0,0,0,0,0,0,0,0.0943520225903132,0,0,0,0,0.00452282965835314,0.12795918980199,0,0,0,0,0,0,0,0,0,0,-0.279255052810918,0,0,-0.136522155334269,0,-0.104842477547798,0,0,0,0,0.00452802852975581,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.10398112831902,0,0,0.064320880496393,0.00248538500903587,0.136084021988591,0,0,0,0,0.0160067531480573,0,0,0,0.0634094776410603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174096788239161,0,0,0,0,0,-0.0270780874305568,0,0.0174409192195479,0,0,0,0,0,0,0
X000858.SZ,0.117827431995397,0,0,0.0270854266015577,0,0,0,0,0,-0.00713512914584618,0,0.549215656082818,0,0,0,0.102017348915456,0,0,0,0,0,0,0.0924083979245327,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0180898268366619,0,0,0,-0.000203530705167707,0,0,0,0,0,0,0,0,-0.0068056849428507,3.63670173426901e-05,0,0,0,0,0,0
X000725.SZ,0,0,0.246441515734379,0,0,0,0,0,0,0,0.139392371951822,0,0,0,-0.125968198813598,0,0,0,0.191074493222397,-0.133651582383275,0,0,0,0,0,0,0,0,0,0,0,0.396891785971979,0,0,0,0,0.325841790207804,0,0.0341088072708256,0,0,0,0.0820424105445145,0,0,0,0,0,0,-0.0105479670345043,0.0166496052263367,0,0,0,0,0,0
X600276.SH,0,0,0.115083684952534,0.00844271158712029,0.0556851194090156,0,0,0.060541492932329,0.0237613817826767,0,0,0,0,0,0,0,-0.115138756518837,0,-0.111867667156885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582450976416327,0,0,0,0,0,0,-0.0234167563499065,-0.101092172724495,0,0,0,0,0,0.0103633519112962,0,0,0,0,0,0,0
X002304.SZ,0.0913435055263986,0,0,0,0.492729024070641,0,0,0,0.257291470753986,0,0,0,0,0.321311214882331,0,0,0,0.116143531657572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964468500795945,0,0,0,0,0,0,0,0.21654470152626,0,0,0,0,-0.140243735862934,0,0,0,0.0323733536337998,0,0,0,0,0,0
X600690.SH,0,0.625842508869074,0,0.0496093375040514,0,0,0,0.0479727368031157,0,0,0,0,0,0,0,0.0429087788343577,0,0,0,0,0.0265120136483512,0,0,0,0,0,0,-0.0053771277940376,0,0,0,0,0,0.00459265631252175,0,0,0,0,0.0482919054818338,0,0,0,0,0,0,0,0.114634698748461,-0.0198092948661124,0,0,-0.00204201721543784,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0923683738909643,0,-0.0176950814046074,0,0,0.0538439155466752,-0.0366087127790694,0,0,0,0,0,0,0,0,0,0,0,0,0.0801971896019414,0,0,0,0,0,0,0,-0.205903711093115,0,0,0,0,0,0.0841141652787926,-0.0347915030621156,0,0,0.101300654901216,0,0,0,0.219962319496586,0,0,0.00181365655294844,-0.0105384987299259,0,0,0,0,0,0
X600703.SH,0,0,0.0582173643217398,0,0,0.0891836148354322,0,0,0,0.0539988639649489,0,0,0,0,0,0.012493018561008,0,0,0,0,0,0.152815098817116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169261398929243,0,0,0,-0.090183460774104,0,0,0,0,0,0,0.00861558395840691,0,0,0,0,0,0,0
X000568.SZ,0,0,0.133851756718897,0,0.622939989890174,0,0,0,0,0,0,0,0,0,0,0.011722226270969,0,0,0,0,0,0,0,0,0,0,0,0,0.0153768102190788,0.034668927214061,0,0,0,0,0,0,0,0,0,0,0,0.180460846142389,0,0,0,0,0,0,0,0.00585806832459302,-0.00169224362560554,0,0,0,0,0,0
X000625.SZ,0,0.0667201586973355,-0.0214218942657355,0.0414031379262574,0,0,0,0,0.131922631954632,0,0,0,0,0.0928002813478061,0,1.73472347597681e-18,0,0,0,0.554689541132854,0,-0.224911491133206,0,-0.0473841905905369,0.00740209718687079,0,0,0.0995107797291574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642955893857447,0.0401773395861637,0,0,0,0,0,0
X600741.SH,0,0.448423099003831,-0.0278686988781784,0,0,0,0.234174683860994,0.0673280950254046,0,0.0842775533338794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671949896836346,0.0316325124252539,0,0,0,0,0,0,0,0.0180189240310675,-0.0284216258332834,0,0,0,0.0157008796706418,0.0313264247475457,0,0,0,0,0,0,0,-0.0652439044035764,0,-0.0232223487393531,0.00377234053248932,0,0,0,0,0,0
X002475.SZ,0,0,0.0148199837629851,0,0,0,0,0,0,0,0,0,0,0,0,0.0666294639607756,0,0.0981896783234827,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.288888519847779,0,0,0,0,-0.00481827828043473,0,0,0,0,0,0.0505750517276882,0,0,0,0,0,0,0,0,0,0.011577253959033,0.019613500087563,0,0,0,0,0,0
X002236.SZ,0,0,0.0767046108460632,0.281410994919849,0,-0.133453221618754,0,0.145163552108293,0,0,0,0,0,0,0.368949451870576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245576546962717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.355984507437138,0.417722122123767,0.151701010668057,0,0.0302001394375854,-0.00849022443570955,0,0,0,0,0,0
