,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X600372.SH,X000559.SZ,X300124.SZ,X600867.SH,X002007.SZ,X002180.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X600498.SH,X600089.SH,X002074.SZ,X600522.SH,X601877.SH,X000981.SZ,X002426.SZ,X000550.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169654570222365,0,0,0.00803036747937911,0,0,0,0,0,0,0,0,0,0.135923883776177,0,0,0.0943665320991968,0,0.0440639291453606,0,0,0,0,0.0499538752059,0,0,0,0,0,0.1315929935802,0,0,0,0,0,0,0,0,0.152531891283509,0,0,-0.0616642919850829,-0.0292552097728318,0,0,0,-0.022126191852084,0,0,0.0348473455428371,0.0127572776483896,0,0,0,0,0,0
X600104.SH,0.113616300187352,0,0,0,0,0.0737498337409554,0,0,0,0,0,0,0,0,0,0,0,0.053433971744554,0,1.0842021724855e-19,0.0375195908043982,0,0,0,0,0,0,0,0,0,0.147998738569483,0,0.016600071273658,0,0,0,0.0578839471880808,0,0,0,0,0.121217093330911,0,-0.110010159136017,0,0,0,-0.187032757754755,0,0,0.0130893910195859,0,0,-0.0492684781447158,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0022465366701569,-0.163722769767021,0,-0.242716338866542,0.0984318996292015,0,0.385275681243125,0,0,0,0.040842018333241,0,0,0,0.0627796761131392,0.015703432187912,0,0,0,0,0,0,0,0,0,0.266400762380402,0,-0.055812340841667,0,0,0,0,0.116054781423955,0,0.0486087963401546,0,0,0.302255332831296,0,0,0,0,0,-0.00721742570607524,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038194408529732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217980627596077,0,0,0,0,0,-6.93889390390723e-18,0,0.194666300515688,0.0607535326999223,0.115585535902307,0.062251810754819,0,0,0,0,0,0,-0.0381925349905525,0.0835281591426736,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149958510460151,0,0,0,0,0,0,0,0,0,0,0,0,0.197647743389444,0,0,0,0.107389124645511,0,0,0,0,0,0,0.212977406817686,0.0877949232399785,-0.0015502977445618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671909595226609,0,-0.0036360072446976,0,0.042575798245672,-0.0190180256750751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186461323888497,0,0.0141170562008628,0,0.0737498558996811,0,0.0855398157083469,0.0725921267270187,0,0,0,0,-0.120688716025217,0.262238178302931,0,0,0.0250535999127347,-0.0142173090845051,0,0,0,0,0,0
X002304.SZ,0.185775083046343,0,0,0,0.121288639407018,0,0,-0.000404769773939758,0,0,0,0,0.157391654747322,0,0.0560485004513784,0,0,-1.73472347597681e-18,0,0,0,0,0.0481358224390231,0,0,0,0,0,0,0,0,0.00434386253808869,0,0,0,0,0,0,0,0.0464191698102833,0,0,0,0,0,0,0,0,0.122683743263839,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0771429220579464,0,0,0,0,0,0,0,0.0782612191056997,0,0,0.0300175028327237,0,0.0757694590978011,0,0,0,0,0,0,0,0,0,0,0.0389033288738957,0.0695822265946613,0,0,0,0,0.0949069215236424,0,0.124585161609522,0,0,0,0,0,0,-0.0302492937197963,-0.0192021862164087,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0880043858201975,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.112961159236339,0,0,0.0858480221624509,0,0,0,0,0,0,0,0,0,0,0,0.0592994747508124,0,0,0,0,0,0,0,0,0,0,0,0.0531740971131124,0.039437048955128,0.165937172873564,0,0,0,0,0,0,0,0.0485923590259942,-0.00391411121141842,0.00503621166854028,0,0,0,0,0
X000063.SZ,0,0,0,0.0539132494345557,0,0,0,0.163920707958765,0,0,0,0.059129684192345,0,0,0.0733789594367295,0,0,0.0360456863433721,0,0,0,0.127057570020563,0.014159399682889,0,0,0,0,0,0.00459915581384793,0,0,0,0,0,0,0,0,0,0,0.0635778940485823,0,-0.0530625438314818,0,0.0294047727161789,0.0621648072914378,0,0,0,0,0,-0.06888888490703,0,0,0,0,0,0,0
