,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600702.SH,X600522.SH,X002074.SZ,X600741.SH,X000799.SZ,X000157.SZ,X600460.SH,X600584.SH,X300003.SZ,X002007.SZ,X600884.SH,X600779.SH,X300146.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.274104953262774,0.0463454136440402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200854135237537,0,0,0,0,0,0,0,-0.0816969089044289,0.10463970975158,0,0,0,0.180367130596373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327629356093211,0.02836438112378,0,0,0,0,0,0
X000858.SZ,0,0,0.227114798398699,0.337094793808936,0,0,0,0,0,0,0,0,0,0,0.172933406076205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280899225046933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275571805417717,0,0,-0.0571658377518755,0,-0.00589976087093863,0,0,0,0,0,0,0
X600809.SH,0.24410700246181,0,0,0.416549747275346,0,0,0,0,0,0,0,0.0461540497396971,0,0,0.0839510479315337,0,0,-0.010762162430831,0.0292631211866668,0,0,-0.0693465645830221,0,0,0,0,0,0,0,0,0.0552309320850152,0,-0.117510465262697,0.0827842991701348,0,0,0,0,0,-0.0210062354079093,0,0,0,0,0.0961799986622113,0,-0.0270431390590321,0,0,0,0,0,0.000816226220461033,0,0,0,0,0,0
X000568.SZ,0.113796276651079,0.0991271149448755,0.456366235357748,0,0,0,0,0,0,0,0,0,0,0.112485555903854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117359861375665,0,0,0.278476353248092,0,0,0,0,0,0,0.0910071182849808,0,0,0,0,0,0,-0.0179260465830775,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0420296982354655,0,0,0,0,0,0,0,0,0,-0.00931248243564852,0,0,0.167337447751852,0,0,0,0,0,0.053182405714201,0.0701135944540265,0,0,0,0,0,0.12087377767437,0,0,0,0,0.117244787312146,-8.67361737988404e-19,0,0,0,0.00114014171343179,0.0721563948336538,0,0,-0.0162773544677302,-0.0254091220239553,0,0,0,0,0,0
X002304.SZ,0,0,0,0.363793397906389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944980252052425,0,0,0,0.0465885101590992,0,0,0,0,0,0,0.0455919835382932,0.145986975085514,-0.0749934267465628,0,0,0,0,-0.0101546748474502,0.0189564168587627,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226667515196322,0,0.040518549182121,0,0,0,0.0423056065412356,0,-0.0321156376783258,-0.139328878393848,0,0.147677722022091,0,0,0,0,0.0573726644650065,0,0,0,0,-0.0698973771064407,0.142968535019526,0,0.0670929578183464,-0.101518203079307,0,0.00691512904960821,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.197771300640726,0,0,0.0904905208512533,0.385390342829777,0,0,0,0,0.0731428628465398,0,0,0,0.0650227866669889,0,0,0,0.172593402812932,0,0,0,0,0,0,0,0,0,0,0,0.00398203663434468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698616290478436,-0.0626190501124067,0,-0.0238569235827408,-0.0019872288446323,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.192353820207104,0.235957578217072,0,0,0,0,0,0,0,0.230228632750068,0,0,0,0,0,0,0,0,0.288823750882386,0,0,0.304757905572958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106715128210693,0,-0.0105273718320125,-0.117370029057992,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.122092909923041,0,0,0,0,0,0,0.123772608196177,0,0,0,0,-0.0210587725946299,0,0,0,0,0,0.151196790801534,0,-0.116928377675976,0,0,0,0,0,0.0883149305983565,0,0,0,0,0,0,0,0,0.011465746728813,0,0,0,0,0,0,-0.0883341367964758,0,-0.0208633033701086,0.0111003861799498,0,0,0,0,0,0
