,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X002456.SZ,X600867.SH,X300124.SZ,X600809.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X300142.SZ,X002241.SZ,X000596.SZ,X000661.SZ,X300136.SZ,X002180.SZ,X000050.SZ,X002508.SZ,X002007.SZ,X600522.SH,X000157.SZ,X002049.SZ,X002179.SZ,X600498.SH,X000977.SZ,X002038.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0431191103565567,0.382142195087457,0.0478191634356612,0.0783842837008985,0,0,0,0,0.0602768733765302,0,0.0123429008099322,0,0,0,0,0,0.0421671314949984,0,0,0,0,0.0501380912819996,0,0,0,0,-0.0103192019261464,0,0,-0.0151619266875846,0,0,0,0,-0.0222750561075002,0,0,0,0,0,0,0,0,0.0309406899954957,0,0,0,0,0,0,0.00128021198825734,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.179088955748049,0.156788584198255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104188419651574,0,0,0,0,0,0,0,0,0.0813239825918372,0,0,-0.0562325094277508,0,0,0,0,-0.07032364458822,-0.113557556306364,0,-0.000533827204499165,0,0,0,-0.0454354501680497,-0.0801939964164549,0,0,0,0,0,0
X002415.SZ,0.0255804420556063,0,0,0,0.0626166916816563,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.139297811861812,0,0,0,0,0.146891426109113,0,0,0,0,0,0,-6.93889390390723e-18,0.122331927704822,0,0,0.183915690267696,-0.0396925355815515,0.0631946511686635,0.179478813659925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00932705320067875,-0.0292829323441666,-0.134890240612821,0,0,0,0,0
X000858.SZ,0.300762681867534,0,0,0,0.149292372228916,0,0.00110241332153582,0,0,0,0.369856059612332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049252721646421,0,0,0,0,0,0,0,0,0.0130818452902424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141244398445927,0,0,0,0,0,0
X000651.SZ,0,0,0,0.366888598846669,0,0,0,0,0,0.38993901451469,0,0.106688424203063,0,0,0,0,0,0,0,0,0.0736499551627465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787453578903679,0.168687898106931,0,0,0.107021440376361,0,0,0,0,-0.0898309377828206,0,0,0,0,0.0380048383810952,0.0780694535430525,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0690078076129143,0,0,0,0,0,0,0.0497336315630976,0,0.351279446097138,0,0.152795574634444,0,0,0,0,0,0.035023539854658,0,0,-0.087507960091401,0,0,0,-1.73472347597681e-18,0,0,0,0,0.108131997283078,0,0,0,0,0,0.0307498251562964,0,0,0,0,0,0.221971380869099,0,0,0,-0.0513529849510243,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.126425274877915,0,0,0,0,0,0,0.156347853109292,0,0.432910135415992,0,0,0,0,0,0.0019753634233108,0,0,0,0,0.00810292893841205,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373498764933588,0,0,0.263257603124435,0,0,0,0,0,0,0,0.0335886692807341,0,0,0,0.0345652041163475,0.023550248495846,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0198590308658844,0,0,0,0,0,0.0108959787363596,0,0,0,0.0822345024740705,0,0,0,0,0,0,0,0,0,0,0.169757445617579,0,0.124706296963469,0,0,0,0,0,0.118213712639497,0,0,0,-0.117219594452801,0,0,0,0,0,0,0,0.0601838609085313,0,0,0,0,0,-0.012568795640536,0.0281338724310956,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327145938589748,0,0,0,0,0,0,0,0,0,0,0,0.0565295776308077,0,0,0,0.113724467159275,0,0.0628542925473867,0,0,0,0,0,0.162364149364739,0,0.323971951248031,0.0633187978430915,0,0,0,0.122432954977363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.288364842234295,0.17088288129851,0,0.154496915884485,0,0,0,0.121264997355142,0,0.045354440566268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070817170913242,0.0686303503344401,0,0.0428667435606338,0,0,0.0467956729025685,0,0.0321620170351955,0,0,0,0,-0.122072322313441,0.039574137811223,0,0,0,0,0,-0.00207925848381822,0,0,0,0,0,0,0
X000568.SZ,0.483871154696637,0,0,0.0490103116097502,0.045248130617876,0.171070857718452,0,0,0,0.0415073501780282,0,0,0,0.0480563915700339,0,0,0,0,0,0.0643379561312514,0,0.0819387970360983,0,0,0,0,0,0,0,0,-0.0404589209940786,0,0,0,-1.73472347597681e-18,0,0,0.0367979625720882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447665897171129,0,0,0,0,0,0,0
X600703.SH,0,0,0.240794201026078,0,0,0,0,0.0441550195113395,0,0,-0.152631030212845,0,0,-0.0409421615440422,0,-0.135869300067108,0,0,0.0395330896361956,0,0.537567363415329,0,0,0,0,0,0,0,0,0,0,-0.363015669478741,0,0,0,0,0,0,0,0,0,0,0,0.0478327685492418,0.3339961236203,0,0,0,0,0,0,0.00618870149976787,0.00355853909076908,0,0,0,0,0,0
X600741.SH,0,0.311946899011959,0.0141203453167566,0.312687844602536,0,0,0.00528601354719095,0,0,0,0,0,0,0,0,0,0,0,0,0.0340519982805038,0,0,0,0,0,0,-0.111081222355884,0,0,0,0.0380385235147779,0,0,0,0,0,0,0,0,0,0,0,0,0.0395920271346264,0,0,0.0438638284673884,0,0,0,0,-0.00686534960600371,-0.0527782013660334,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0728248656898343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492912386447325,0,0,0.0361614592878392,0,0,0.0541090900169393,0,0,0,0,0,0,0.0581015034309511,0.00607065928420556,0,0.160695852635382,0,0,0,0,0,0,0,0,0,0.0320245231784662,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,-0.118603892222717,0.697281383360881,0,0,0,0,0,0,0,-0.1033199014496,-0.0332983232205625,0,0,0,0,0,0,0,0,0.239157577435775,0,0,0.173253889007855,0,0,-0.0449582721484396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106403652569872,0.163555764734204,0,0,0,0,0.0274549155107971,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.12507684919049,0.0389467551681992,0,0,0,0,0.0257392544826181,0,0,0,0,0,0,0,0,0,0,0.15724160409786,0,0,0,0,0,0,0.0376680168116645,0,0.06536648582107,0,0,-0.0535095093323379,0,0.0386351874447047,0,-0.0952018736121699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0431585400875957,0,0,0,0,0,0
X000338.SZ,0.250639499472172,0,0.079440482796839,0,0,0,0,0.111661209790669,0,0,0.000135090574675933,0,-0.130289609868491,0,0,0,0,0.307482590338716,0.036359679036546,0,0,0,0,0.0019043622430534,0,0,0.0093779527603294,0,0,0,-0.0203098710532786,0,-0.00223046526180456,0,0,0,0.0584769638234682,0,0,0.0285786055162,0,0,0,0,0,0,0,-0.100573577800806,0,0,0,-0.0108483205747728,-0.0137780883434138,0,0,0,0,0,0
