,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000157.SZ,X000559.SZ,X002236.SZ,X600066.SH,X000338.SZ,X002241.SZ,X600372.SH,X600089.SH,X600741.SH,X000016.SZ,X002475.SZ,X600839.SH,X002292.SZ,X300124.SZ,X000568.SZ,X600177.SH,X000066.SZ,X002129.SZ,X002465.SZ,X300003.SZ,X002294.SZ,X000800.SZ,X600867.SH,X000869.SZ,X002074.SZ,X600312.SH,X000581.SZ,X600498.SH,X600582.SH,X000550.SZ,X002007.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0127125436536851,0,0,0,0,0.195451978884871,0.162245945675674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626439701847225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177033712859999,0,0.169550197085519,0,0,0,0,0,0,0.0278141067688144,0.0205731762542284,0,-0.0877680646089356,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0245660992197102,0,0.189920066935143,0,0,0,0,-0.0391603565328224,-0.143563737043678,0,0,0,0.16858227129201,0,0.392298838272864,0,0,0,0,0.0759250364372046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298427094062986,0,0.0978581713237015,0,0,0,0,0,-0.165160412119152,0.0115911040313319,0.00608713778786587,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0497415364940923,0,0,0,0,0,0,0,0,0,-0.0250257345856206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15567145595056,0,0,-0.00624601582829167,0,0,0,0,0,0,0.0539604526983325,0,0,0,-0.0466126277534199,0,0,0,0,-0.0668883911792097,-0.0393896352615791,0.0709544098466208,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.220783414593707,0,0,0.00188505040753453,0.205843529781709,0,0,0,0.135041094657125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168072507015422,0,0,0,0,0,-0.0100142027078967,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.034455049281369,0.0584675637629591,0,0,0,0,0.0371524181189988,0,0,0,0,0,0,0,0,0,0,0,-0.0240806334023239,0.0570347505061745,0,0,0.20935055904789,0,0,0.293806891951652,0,0,0,0,0,0,0,0,0,0.0104819562612583,0,0,0.0383944413340857,0,0.0547486164160741,0,0,0,0,-0.0162489913441189,0,0,0,0,0,0
X000858.SZ,0,0,0.0814783594487268,0,0.117480068735512,0,0.0333797607138758,0.450874101080772,0,0,0,0,0,0,-0.0159337061099659,0,0.0731164793453466,0,0,0,0,0,0,0,0,0,0,0.0720552278455051,0,0,0.210449519397373,0,0,0,0,-0.163890652312554,0,0,0,0,-0.0126114826760363,0,0,0,0,0,0,0,0,0.0446986175554188,-0.0604463024618321,0.0655942523797444,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0829191520816775,0,0,0,0.235428652348868,0,0,0,0,0.0635167067400391,0,0,0,0,0.0129696657479943,0,-0.0448757037209598,0,0,0.265317667034649,0,0,0,0,0,0,0,0,-0.0255226706337158,0,0,0,0,0,0,0,0,0,0,0,0.102337931706355,0,0,0,0.0234661903143499,-0.00927481824262301,0,0,0,0,0,0
X002304.SZ,0,0.261246261649137,0,0,0,0.0805973800089281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942515277407788,0,0,0,0,0.174767914588134,0.0692811832974917,0,0,0,0,0,0,0,0,0,0.0318645172469869,0,0,0,0,0,0,0,0,0.0034627185491443,0.0138502555701283,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999076179832126,0.146249765507786,0,0.00909326181993947,0,0,0,0.00815897854897443,0,0.285265891978952,0.0931370698548555,0,0,0,0,0,0,0,0,0,0.0133143985501331,0,0,0,0,0,0,0,0,0.044277560637089,0,0,0,0,0,-0.0169271979043335,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0731937974795631,0.195065619820143,0,0,0,0,0.0235965445163879,-8.67361737988404e-19,0,0,0.0780988887945829,0,0.0666030648070633,0,0.144513731704363,0,-0.00765028096595573,0,0,0,0.155028396105257,0.0200337102358959,0,0,0,0,0,0,0,0,-0.00209230424052566,0,0,0,0,0,0,0.0361473119358651,0,0.000771482523906226,0,0,0,0,0,0,0
