,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X002049.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X000661.SZ,X600741.SH,X002074.SZ,X601877.SH,X300142.SZ,X002180.SZ,X000100.SZ,X600460.SH,X000733.SZ,X600522.SH,X600702.SH,X000799.SZ,X600884.SH,X000157.SZ,X000800.SZ,X002236.SZ,X601799.SH,X600584.SH,X002176.SZ,X600779.SH,X002414.SZ,X002056.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0972084320934086,0.0817818202461284,0,0.0292433432706438,0.0815862489139417,0,0.0101364903856779,0,0,0,0,0,0,0,0,0.118670116101959,0,0,0,0,0.200530845144476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545203788841253,0,0,0,0,0,0
X000858.SZ,0.144704718097779,0,0,0,0.353115866715721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226980280278541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037752794418194,0.0660852355312236,0,0,0,0,0,0,0,0.020850024513284,0,0.0846430305166971,0,0,0.00167513195050806,0,0,0,0,0,0,0
X600809.SH,0,0.410453571414889,0,0.0168167365665101,0.260485262994849,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379267257563163,0,0,0.0568642841953504,0.105574112133411,0,0,0,0.162500865753626,0,0,0,0.0432021465049674,0,-0.0156554086606912,0,0,0,0.0402750604248816,0.0506251197746179,0.0794865935411656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167250479161444,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.186003446845333,0,0,0,0,0,0,0,0,0,0,0,-0.21997353957122,0,0.17627234932805,0,0,0,0,0,0,0,0.0384047404702031,0,0,0,0.0653027204138204,0,0,0,0,0,0,3.46944695195361e-18,0.117130680418608,0,0,0.721196614891461,0,0,0,0,0,0,0,0,0,0.128775748644619,0,0,0,0,0,0
X000568.SZ,0,0,0.270380705578293,0,0,0.143026118553758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227889384224712,0,0,0,-0.0215010311520137,0,0,0,0,0,0,0,0,0,0,0,0.00131066523647043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150257782016896,0.05009226947127,0,0,0,0,0,0
X002304.SZ,0,0,0.089135143503963,0,0.290017042688545,0,0,0,0,0,0,0,0.177843215771063,0,0,0,0,0,0,0,0.141787667196261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1115473800333,0.00115719052678628,0,0,0,0,0,0,0,0,0,0.00739390786985733,0,0,0.0164395577062933,-0.148468099099188,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0106139833365623,0,0,0,0,0,0,0,0,0.0980479502646355,0.342196031906921,0.0471626142716628,0.105893944317768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187886245591591,0,0,0,0,0,0,0,0,0.00018157474611891,0.0166003125977753,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.162737550122034,0,0,0,0,0,0,0.0247597557161766,0.146267202307729,0,0,0.0370854032050118,0,0,0,0.0558716568570626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098564816440019,0,0,0,0,0,0,0.00981299355523817,0,0,-0.0323141405915674,-0.0309588857611499,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680359873123644,0.107019477663785,0,0,0,-0.0180927609146333,0,0,0,0,0,0,0.226817215756008,0,0,0,0.041703414834763,0,0,0,0.033037030475036,0,0,0,0,0.0999319134834866,0,0,0,0,0,0,0,0,0.0176645670261808,-0.00543224369717295,0,-0.0392083140108712,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.251542386459294,0.0276404197957269,0,0,0,0,-0.226355004182487,1.73472347597681e-18,0,0,0,0.132863552389846,0,0,0,0,0,0,0,0,0,0,-0.0113711880338579,0.120643487362643,0,0,0,0,0,0,0,0.0964314235743122,0,0,0,0.167592449822967,0,0,0.101434332052824,0,0.212279522037421,0,0,0,0,0,0,0,0,0,0,0,0
