,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X000725.SZ,X600031.SH,X002371.SZ,X003816.SZ,X002129.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X000661.SZ,X600460.SH,X000100.SZ,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600702.SH,X000157.SZ,X000799.SZ,X600884.SH,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X600563.SH,X002414.SZ,X600183.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0520181353094279,0,0,0,0.0640469451038533,0.0465286385171049,0,0,0,0,0,0,0,0,0,0.0474526427094605,0,0,0.282031425886616,0.0605749766662914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650131847285389,0,0,0,0,0,0.0616577494924647,0,0,0,-0.0197797814737608,0,0,0,0,0,0
X000858.SZ,0.210175237840065,0,0,0.377950049272979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728338760488081,0.15713956676918,0,0,0,0,0.019581204083778,0,0.240515936315278,0,0,0,0,0,0,0,0,0,0,0,0.0104165944043164,-0.0577403047358491,0,0,0,0,0,0
X600809.SH,0,0.20089580479585,0,0.322435404992072,0.131803194837159,0,0,0,0,0,0,0,0.000983705615921016,0,0,0.0467977734882726,0,0,0,0.176099530544012,0,0,0,0,0,0.15480980649261,0,0,-0.0274807459483574,-0.0854523313459101,0,0,0,0,0,0.137199172422039,0,0.118945376286377,0,0,0.0512236283665201,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0391754324985118,0,0,0,0,0,0
X000568.SZ,0,0.357578942452791,0.313338164673033,0,0,0,0,0,0,0,0,0,0,0,0,0.116135433297293,0,0,0,0.173426444722763,0,0,0,0,0,0,0,0,0.0229102138837756,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.189158843692325,0,0,0,-0.0299493271640599,0,0.00785735502107522,0.0486853022759645,0,0,0,0,0,0
X002415.SZ,0,0,0.0381835126981368,0,0,0,0,0,0,0,0,0.172457695688069,0,0,0,0,0,0,0.147455234901693,0,0,0,-0.382731707904199,0,0,-0.090467704411329,0,0,0.044530745940253,0,0,0,0,0,0,0,0,0.101899246173909,0,0,0.188427121298965,0.51230107267302,0,0,0,0,0,0,0,0.0351734522490173,0,0,0.0932725114800687,0,0,0,0,0,0
X002304.SZ,0,0,0.118416919982108,0.131568409580819,0.0440473263920963,0,0,0,0,0,0,0.0944767488394106,0,0,0,0,0.37118111309471,0,0,0.054107947217917,0.0979475911154998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181279104165037,0,0,0,0,0,0,0,0,0,0.0120259963238268,0,-0.0611043433250533,0,0.0100346802696206,-0.0644640540898695,0,0,0,0,0,0
X600690.SH,0,0,0,0.167440729384512,0,0,0,0,0,0,0.150492974012167,0,0,0,0.0736955885841825,0,0.0894582555405208,0,0,0,0.111743390019911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605423520446918,0,0,0,0,0,0,0,0,0,0,0,0,0.0471473556819988,0,0,0,-0.00545810024673378,-0.00205575702974852,0,0,0,0,0,0
X002475.SZ,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.116225844065924,0,0,0.384659328112646,0.0588993869895224,0,0,0,0,0,0,0,0,-0.0236022518324556,0,0,0,0,0.0584595510718883,0.0176421312606258,0,0,0,0,0,0,0.160788296193594,-0.000360464796203838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628573850456894,0,0,0,0,0,0.103426407665838,0,0,0,0,0,0,0.164239136711959,0,0,0,0.00882738406419055,0.0587124512869443,0,0,0,0,0,0,0,0,0,0.16853647489377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.169281262028497,0.0160071264628765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460114093016571,0,0,0.0884267271002987,0,0.00902089264149441,0,0,0,0,0,0,0,0,0,0.133099425731919,0,0.0301908622294643,0,0,0,0,0.300189282534239,0.265261719853624,0,0,0,4.33680868994202e-19,0,0,0.0106754247296473,0,0.25790465705444,0,0,0,0
