,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X000596.SZ,X000661.SZ,X600809.SH,X600271.SH,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000625.SZ,X300142.SZ,X002456.SZ,X600498.SH,X600867.SH,X600776.SH,X000157.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600177.SH,X002179.SZ,X002371.SZ,X000050.SZ,X000977.SZ,X600522.SH,X002508.SZ,X600089.SH,X600066.SH,X600118.SH,X000066.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.325298557933311,0,0,0.141216851280699,0,0,0,0,0,0,0,0,0,0,-0.100513391655934,0,0,0,0.0286990569796922,0,0,0,0,0,0,0,0,0,0,0,0,0.0133877672752147,-0.00787801678287733,0,0.012714434724472,0,0,0,0,0,0,-0.0111348922056472,0,0,0,0,0,0,0,0,-0.0144433118672912,0.0286585723829334,0,0,0,-0.0322763145444355,0,0
X000858.SZ,0.194520377801093,0,0,0,0,0,0.243368736152842,0,0,0.0411088419286592,0,0,0.281054338515264,-2.16840434497101e-19,0,0,0,-0.0224188540089804,0.108233478774782,0,0.116925159188258,-0.00932006402250858,0.0439879480177327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206276115696233,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.00211014193411394,0,0,0,0,0,0.0437700245037928,0.0876139429188877,0.0414086109804301,0,0,-0.0188611139219465,0.0363280767760269,0,0,0,0.0923422943838483,0,0.302796817864288,0,0,0,0,0,0,0,0,0,0,-0.00199977068663644,0,0,0,0,0,0.134587070908783,0,-0.0111860708271754,0,0,0,0,0,0,0,0,0,-0.0310344604429528,0.0479946822964774,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.172322300183873,0,0,0,0.0857537918319586,0.217040678515206,0.00770566296315403,0,0,0,0.0318325831839232,0,0,0.0865344319303582,0.0587949937371406,0,0,0.116930922264242,0,0,0.00493578695002198,0,0,0,0,0,0,0,0,0,0,0,0,0.0502178212712592,0,0,0,0,0,0.105459535477688,0,0,0,-0.0984206064186947,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.145353604820439,0,0,0,0,0,0,0.135830009596829,0,0,0,0.42742532848883,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321065785696273,0,0,0,0,0.0801383648309189,0,0,0,0,0,0,0,0,0,0.0164458856030298,0.036013360670974,0,0,0,0.00423947586730513,0,0
X000651.SZ,0,0.186805780286692,0,0.148005676993083,0,0,0,0,0,0.094713026814388,0,0,0,0.0465856013150253,0.0220187892336477,0,0,0,0,0,0,0,0.122007721185681,0,0,0,0,0,0,0,0,0,0,0.0192006187345154,0,0,0,0,0,0,0,-0.0329446276461765,0,0,0,0,0,0,0,0,0,0.00201155151643426,0,0,0,0,0,0,0
X002304.SZ,0,0.0532653069512105,0,0,0,0,0,0,0,0,0.107147830225781,0,0.324220598551355,0.0637189808495939,0,0,0,-0.0521171614679196,0.022575228606321,0,0,0,0.0375091152350861,0,0,0,0,0,0,0.101096633142352,0,0,0.0191068323142615,0,0,0.117105964183532,0,0,0,0,0,0.00484390806396448,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0273672124046435,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0566453605003161,0,0,0.0513085668731847,0,0,0,0,0,0.174022017650958,0,0,0,0,0.0818729022944141,0.114981568418703,0,0,0,0,0,0,0.110384114838199,0,0.0205203467552548,0,0,0,0,0,0,0,0,0.183020186243301,0,0,0,0,0,0,0,0,0,-0.0399645811813428,0.0353621698205956,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0117849451148712,0,0,0,0,0,0.0709437407636543,0,0.0327062817857645,0,0,0,0,0,0,0,0,0,0,0,0.172683688008991,0,0,0.0776883152105166,0.462991148176252,0,0.00840494372023187,0,0,0,0,0,0.0435390125966852,0,0,0.159898084711513,0,0,0,0,0,0.0440249600244229,0,0,-0.0140901432894266,0,0,0,0,0,0,0
X600690.SH,0,0.0352397296158021,0,0.164503338715056,0,0,0,0,0,0,0,0,0,0.0479399360992288,0,0,0,0,0,0,0.0602876132449899,0.0103593939545921,0,0,0,0,0,0,0.0500950626273222,0,0,0,0,0,0,0,0,0,0.167735102623324,0,0,-0.0156329421677378,0.0373317754857515,0,0.369741024302991,0,0,0,0,0,0,0,-0.0248208468303755,0,0,0,-0.0620931594643349,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.109431587854734,0,0.247658743201034,0,0,0,0,0,0,0,0,0,0,0,0.127214629310202,0.149395852496486,0,0,0,0.0363755160104288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629242925429405,0,0,0,-0.00703358536403294,0.0469618680763507,0,0,0,-0.0361193026346442,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.106104913702196,0,0,0,0,0,0.115209778446922,0,0,0,0,0,0,0,0,0,0,0,0.00235626510424909,0,0.238244108520394,0,0,0,0,0.0443856322792424,0,0.194956385872269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024182214465751,-0.0948649642938146,0,0,0,-0.0803784347808667,0,0
X000568.SZ,0,0.471111933792311,0,0,0,0,0.0651532601374649,0,0,0,0,0.0121478413680875,0,0,0,0,0,0,0.0174104666536779,0,0.0913822100780242,0,0,0,0,0.0505975943752956,0,0,0,0,0,0,0.0740368202428047,0.0101015230991246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313662036501695,0.0176116132262792,0,0,0,0,0,0
X000338.SZ,0,0,0,0.154478567536195,0,0.163280498932455,0,0,-0.0314423692942762,0.139718903709786,0.115044641518433,0,0,0,0.0187113876720363,0,0,0,0,0,0,0,0.200327358506367,0,0,0,0,0,0.0413161567938679,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229378222877475,0,0,0,0,0,0,0,0,0,-0.0090963540707662,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0453640856478712,0,0,0.226223023128261,0,0,0,0.0379712780234554,0,0,0,0,0,0,0,0.192579010027574,0,0,0,0,0,0,0.167948312435585,0,0,0,0,0,0,0.0406908274590266,0,0,0.00553007134376082,0,0,0,0,0,0,0,0,0.000253296630917651,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129034713119524,0,0,0,0.163017203147161,0,0,-0.118375386473274,0,0,0,0,0,-0.128859141415104,0.618365661476591,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105928658821245,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.0600828163512098,0,0,0,0.0212106268065177,0,0.0644237819816801,0,0.0359042261559539,0,0.0447536051141169,0,0,0,0,0,0.140896091575181,0,0,0,0,0.0244183227645443,0,0,0,0,0,0.0386487116371604,0.0876293632683512,-0.00126105137670921,0,0,0,0,0,0,0,0.0136724311962006,0,0,0,0,0,0,0,0,0,0,-0.0229588260358859,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0688875833087147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508541280177358,0,0,0,0.138114179493247,0,0,0,0,0,0,0,0.0795173554366979,0.141037962885004,0.0479711935456038,0,0,0,0,0,0,0,0,0,-0.0231537693727152,0,0,0,0,0,0
X000596.SZ,0.253503851968119,0.161314182124216,0,0,0,0,0,0,0,0,0,0,0.113350498803098,0,0,0,0,0,0,0,0.218886733646097,0,-0.0160138225436418,0,0,0,0,0.0354620341997582,0,0,0,0,0,-0.00388052171093864,0,0,0,0,0,0,0,0,0,0,0.042279996605034,0,0,0.129670807863098,0,0,0.160730760429704,0,0.00948646134690247,0,0,0,0.0146592621294839,0,0
X000661.SZ,0,0,0,0,0.341654799124226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331601355697866,0,0,0,0,0,0,0,-0.0237480949325858,0,0.0357018531643353,0,0,0,0,0,-0.0295158721817419,0,0,0,0,0,0,0,0,0,0,-0.0137284244403999,0,0,0,0,0,0
X600809.SH,0,0.425433798635052,0,0,0.0277426100909911,0,0.168190329977803,0,0.048537544600853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362066336764322,0,0.000575735497917402,0,0,0,0,0,0,0,0,0,0.0371965766947603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000759812908064344,6.7762635780344e-21,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.104622745395003,0.184955792688003,0.0401587509746155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247731612182454,0,0,0,0,0,0,0,0,0.0915763946845838,0,0,0,0,0,0,0,0,0,0.108343144844037,0,0,0,0.00948271694265608,0,0,0,0,0,0.0324361036623543,0,0,0,0,0,0
X002236.SZ,0,0,0.123983663302832,0,0,0,0,0,0,0,0,0,0,0,0.0123673353471521,0.0745146533567238,0,0.00875399705511902,0,0,0,0.0219679513001841,0,0,0.268894737829706,0,0,0,0.0430348390777608,0.0592539731549966,0.0320308703641144,0,0,0.00381066371370202,0,0,0.0632674512416965,0.0144781597509605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101238256685446,0.0151846176010961,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.128785114276137,0,0,0,0,0,0,0,0,0,0,0.103758567330454,0,0,0,0.0691351517907141,0,0,0,0,0,0,0.526487055713858,0,0,0,0,0,0,-0.0409223119509503,0,0,0,0,0,0.202848801408304,0,0,0.167463262881039,0,0.0730835473828525,0,0,0,0.0584630688563841,0,0,0.00694267403557064,-0.0607752207614255,0,0,0,0,0,0
