,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600118.SH,X600271.SH,X002129.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X600741.SH,X600177.SH,X002241.SZ,X002292.SZ,X002236.SZ,X600582.SH,X600066.SH,X000800.SZ,X601877.SH,X300124.SZ,X600060.SH,X000977.SZ,X002475.SZ,X000581.SZ,X600839.SH,X000623.SZ,X002294.SZ,X000869.SZ,X002456.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X600435.SH,X600867.SH,X000550.SZ,X300003.SZ,X600498.SH,X002007.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.1673941958898,0,0,0,0.0675381871031331,0,0,0,0,0,0,0,0.189228617611331,0,0,0,0,0,0,0,0,0,0,-0.0408244248627979,0,0,0,0,0,-0.0158454404285142,-4.33680868994202e-19,0,0,0,0,0.0466651085453874,0,0,0,0,0,0,0,0.0334434441214705,0,0,0,0,0,0,0,0.026523280466827,0,0,0,0,0,0
X600104.SH,0,0,0.23220137206208,0.0639146289791595,0,0.0311930414616436,0,0,0,0,0,0,0,0.0523823091320442,0,0,-0.0159278489932613,0,0,0.0073795491415087,0,0,0,0,0,0.0340590903733002,0,0.0360240521639685,0,0,0,0,0,0.0665495319260428,0,0,0.0467072172013413,0,0,0,0,0,0.176613831364072,0,0,0,0,0,0,0,0,-0.0136584923763564,-0.0182273033009131,0,0,0,0,0,0
X000651.SZ,0,0.157073339504405,0,0,0,0.0404641227537215,0.0229240473112641,0,0,0,0.0939610041145934,0,0,0,0,0,0,0,0.0394870073297029,0,0.0793480484219894,0,0,0,0,0,0,0,0,0,0,0,0.0843215896365024,0,0,0,0,0,0,0,0,0,0.0464553480866629,0,0,0.202611593463403,0,0,0,0,0,0.0103737467008094,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377510233146664,0.0653747844696943,0,0,0,0,0,0,0,0,0,0.0375031451082294,0,0.109932272163786,0,0,0.0278986197470639,0,0,0,0,0,0.0936592774419166,0.109622452102213,0,0,0,0,0,0.0218107953310308,0,0,0,0.243634534079728,0.269517642679246,0,0,0,-0.0289827038942212,0,0,0,0,0,0,0
X002415.SZ,0,0,0.032546968409847,0,0,0.10595392164097,0,0,0,0,0,0,0,0,0,0,0.0098741253343856,0,0.0161351046929815,0,0,0,0,0,0,0,0,0,0,0,0,0.0660342501890532,0,0,0,0,0.190511400189399,0,0,0,0,0,0,0,0,0.317836701528141,0,-1.73472347597681e-18,0,0,0,0.00418200939245417,-0.0231375412062749,0,0,0,0,0,0
X000063.SZ,0,0,0.0289209274087941,0,0.111383891340949,0,0.0184464176872318,0,0.017044572315246,0,0,0,0.0666390944597676,0,0,0,0,0,0.0288573477993914,0,0,0,0,0,0,0.0244300962652851,0,0,0,0,0,0.0242522764998801,0.0480879255385171,0,0,0.0593914096927978,0,0,0,0,0.065059400434672,0,0.164259614109434,0,0,0,0,0.209078296182481,0,0,0,0,0.0222648730357451,0,0,0,0,0,0
X000625.SZ,0,0,0.0761354378103328,0.0631099863076824,0.263265780930851,0,0,0,0,0,0,0,0,0.0515495918378014,-0.182774178030971,0.0268757053748001,0,0,0.0121568118701028,0,0.0338273004295694,0.109398024793623,0,0,0,0,0,0,0,0,0,0,0,0,-0.0803296619385531,0,0,0,0,0.054204668034367,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0254503441211998,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0413979610957323,0,0.0199609076759154,0,0,0.0929699883000393,0,0,0,0.0110928907955373,0,0,0,0,0,0.033575667519755,0,0,0,0.0489252969540718,0,0,0,0,0,0,0,0,0,0,0,0,0.0670094328167628,0,0,0.163090653507333,0,0,0,0.204172712228935,0,0,0.0388344192297939,0,0,0,0.0619022196525063,0,0,0.00172952001257275,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.109072683181163,0,0.470906639231287,0,0,0,0.0224522861605487,0,0,0,0,0,0,0,0,0,0,0.0503202880925714,0,0,0.0528184743006637,0,0.106798105264651,0,0,0,0,0,0,0,0,0.0211202568961878,0,0.125183618714794,0,0,0,0,0,0,0,0,0,0,0,0,0.00545906237782391,0,0,0,0,0,0,0
X600276.SH,0,0,-0.00746121972469282,0,0,0,0,0,0,0,0,0,0,0.0410399491554016,0,0,0,0,0,0,0,0,0,0.0198435260634347,0,0.0419346955856338,0.0241173929219077,0,0,-0.04214769516168,0,0,0.0799382100697374,0,0,0.0467199601293275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105779287459294,0.0224923455427896,0,0,0,0,0,0
