,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X000157.SZ,X600741.SH,X000733.SZ,X000977.SZ,X002074.SZ,X600522.SH,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X000066.SZ,X002236.SZ,X600183.SH,X600884.SH,X600779.SH,X000800.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0779667469179038,0.0472280747619058,0,0.248583126060018,0,0.107965515704909,0,0,0,0,0,0,0,0,0,0.0761257517616894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105110895918291,0,0,0,0,0,0.0680203821689625,0,0,0.0367726299549778,0,0,0,-0.0353874113102242,0,0,0,0,0,-0.00542259056342922,0,0.00731128138828808,0.000769872681933981,0,0,0,0,0,0
X000858.SZ,0.0333887039531367,0,0.0388187016944819,0.105811595373804,0.239245722717408,0,0.488895926892435,0,0,0.24727076009433,0,0,0.0176385143838124,0,-0.0214042079411303,0,0,0,0,0,0,0,-0.00912933308130352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259740983392263,0,0,0,0,0,-0.0663609761617911,0,0,0,0,0,0.0521349503949662,0,0,-0.0270135426459184,0.00312293385312968,0,0,0,0,0,0
X000568.SZ,0,0.612026985364899,0,0,0,0,0.27201972248108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233281146295294,0,0,0.0945370916192064,0,0,0,0,-0.0505551429629039,0,0,0,0,0,0,-0.0326935400351657,0,0,0,0.0126254773698888,-0.0526843756738693,0,0.147099555064535,-0.0821317955510775,0,0,0,0,0,-0.015856699489034,0,0,0,0,0,0
X002415.SZ,0,0.134690224240719,0,0,0.0754278375762518,0,0,0,0,0,0,0,0,0,0.0341254817139516,0,0,0,0,0,0.105592959000327,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0422101438303177,0,0.0834399343261547,-0.122363669392047,0,0,0.157378839026498,0,0,0,0,0,0,0,0.00861191004624409,0,0,0,0,0,0,0,-0.0276464400902442,0,0,0,0,0,0
X600809.SH,0,0,0.207291118370045,0.0923819500555627,0,0,0.110290977167539,0.0956894329563662,0,0,0.0464106211385155,0,0,0,0,0.14031150179409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363437267499504,0,0,-0.00121363978666595,0.246007514799245,0,0,0,-0.0282662502625982,0,-0.0743179164306446,0,0,-0.0118257520349273,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0652307339337389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135048599464588,0,0,0,0,-0.135819519695344,0,0,0.183939316647539,0,0,0,0,0,0,0,0,0.11262791439184,0,0,0,0.0310822949374351,0,0.0443164509967184,0,-0.0298153606700318,0.0248205691580834,0,0,0,0,0,0
X002304.SZ,0,0.345508558913618,0.313513925249404,0,0,0,0,0,0,0,0,0,0.0252570590403272,0,0,0.207664026349842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236301874247266,0,-0.0535793669812836,0,0,0,-0.0547146931474556,-0.0179607710079173,0,0,0,0.0256912288637112,0,-0.0499517287263124,0,-0.0293960166835892,0.0270471760232848,0,0,0,0,0,0
X600690.SH,0,0,0.0400907901763663,0.115529882369771,0.0174581940999625,0,0.0312142207109094,0,0,0,0,0,0.274473809155943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395202207178751,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.268091019558265,0,0,0,0.0613345471291346,0,0,0,0.0487188857064342,0,0.193276258410522,0,0,0,0,0,0,0,0,0,0,0.0184927532707436,0,0,0,0,0,0,0.0939706753290893,0,0,0,0,0,0,0,0,0,0,0,0.127538671372424,0,-0.0275572754509006,0,0,0,0,0,0
X000651.SZ,0,0.267562033411948,0,0,0,0,0,0.190071167779112,0,0,0,0,0.0736251420570565,0,0,0,0,0,0,0,-0.00185313767225864,0,0,0,0,0,0,0,0,0,0,0,0.027898726841436,0,0,0,-0.0207549470156645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0028821461637758,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.170653303368854,0,0,0,0.0654322315094201,0,0.187638083169866,-0.00313854107352791,0,0,0,0.0151882922335172,-0.0845874656253378,0,0,0,0,0.20582759416354,0,0,0.210555568742367,0,0.189099968399588,0.00525944089364676,0,0,0,0,0,0,0,-0.119923332622869,0,0,0,-0.0291977611596719,0,0,0,0,0,0,0,-0.0168729480863206,0.00787114669398859,0,0,0,0,0,0
X600104.SH,0,0,0.0515726194891371,0,0,0,0,0.04623234463019,0,0,0,0,0.101823343092698,0.0707591187520207,0,0,0,0,0,0,-0.0171339668613526,0,0,0,0,0,0,0,-0.052647602142701,0,0,0,0,0,0,0,0,0,0.0428404692532717,0,0,0,0,-0.000809096148182972,0.0400056390648549,0,0,0,0,-0.108438416742265,0,0.0286421402466427,0,0,0,0,0,0,0
X600031.SH,0,0.0300492287530237,0,0,0.0551717774493577,0,0.101111500735001,0.219567777826863,0,0,0.0248798269779671,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,-0.0480254107586216,0,0,0,0,0.130839889478996,0,-0.0380530352011915,0,0,0.383841488871802,0,0,0.0868176860146687,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-1.0842021724855e-19,-0.00924645241867841,-0.194526107311369,0,0,0,0,0
X000725.SZ,0,0,0,0.0761350129292894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293382967435485,0,0,0.185087631446463,0,0,0,0,0,0,0,0,0,0.0220225483093795,0,0,0,0.0553922771612849,0.153040583019263,0.077846993138485,-0.0697968638442655,0,0,0,0,0,0.052399869987938,0,0,7.04157450142789e-05,0,0,0,0,0,0
X300014.SZ,0,0,0.103273430826223,0,0,0,0,0,0.0132416078376571,0,0,0,0,0,0,0,0,0,0,0.00966899574771256,0.059853912411554,0,0,0,0.310415209370686,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.207367281203989,0,0,0,0.425762082869767,-4.33680868994202e-19,0,-0.517068679688184,0,0,0.024437051664563,0,0,0.08330189941566,0,0,-0.0390158793881383,-0.0325882181667255,0.0566219631890574,-0.0515917070965632,0,0,0,0,0,0
X000596.SZ,0,0.0590766801406449,0.0790006383330321,0,0.126424912713671,0,0.179551435885054,0,0,0,0,0,0,0,0,0,0.0881030105766018,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0581697397523579,0,0,0,0,0,0,0,0,0,0,0.168311699070562,0,0,0,-0.0433576035028301,0,-4.33680868994202e-19,0,0.0371617466933803,0,-0.0763792950625867,0,0,0.00586865901774271,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0609824286834993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155485253929812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10220749387433,0,0,0,0,0,0,0,0.115334528349575,0,0,0,0,0,0,1.0842021724855e-19,-0.00587980680423936,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784939732540888,0,0,-0.0223040643255624,0,0,0.0703682796224688,0,0,0,0,0,0,0,0,0.04734564860887,0,0,0,0,0.0433533399526623,0,0,0,0,0,0,0.000906199505380172,0,0.0416239140217387,0,0,0,0,0,0.0154942957329351,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369011891517097,0,0,0,0.163451682759313,0,0,0,0,0,0,0,0,0.00128961428883076,0,0.0578025695368987,0.0976361636089351,0,0,0,0.10629667178412,0,0.324505907265477,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0408477527480719,0.00156106373039467,0.0375123280658608,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0676592021079941,0.0200851386143687,0.565185019520934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106089217052996,0,-0.0287410442734855,0,0.195719936027752,0.205698816216877,0,0.0168252174819571,0,0,0,0,0,0,0,0,0,0,0,0.170533084652257,-0.12209601757872,-0.035495862500386,0.067086804003055,-0.0201723863372396,0,0,0,0,0,0
X002371.SZ,0,0,0.154922603862188,0,0,0,0,0,0.0520422998798905,0,0,0,0,0,0,0.0980781680237245,0,0,0,0,0,0,0,0.377036642420972,0,0,0,0,0.0133597463063975,0,0,0,-0.0512023714928251,0,0,0,0.0699550337181849,0,0,0,0,0.434513264535524,0.11437343097645,-0.0544961031040043,0,0.0541385851434533,0,0,0,0.0649226456610058,0,0,0.0168019137733022,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.179755806690017,0,0,0,0,0,-0.0576572640373658,0,0.0331275595401736,0,0,0,0,0,0,0,-0.0339582499839661,0,0,0,0,0.21366297635557,0,0,0,0,0,-0.0257653582368038,0,0,-0.00316284113502385,0,0,0,0,0,0.173764870299446,0,-0.178615040506257,0.0145618202912669,-0.00442829924346147,0,0,0,0,0,0
X600703.SH,0,0.180814532358488,0,0,0,0,0,0,0,0,0,0,0,0,0.0654225880555904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122023646780851,-0.0375281598508212,0,0.0614704702247464,0,0,0,0.158064415851581,0,0,0,-0.0858672999618409,0,0.261282126313927,0,0.0554531344416294,0,0,0,0.092277392703294,0.145559056376309,0,0,0.045599170391373,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783374313777887,0,0,-0.00775109165297934,0,0,0,0,0.139299605981909,0,0,0,0,0,0,0,0,0.335892651095518,0,-0.24243729206111,-0.0774907955086572,0,0,0,0,0,0,0,0,0,0.327132649111515,0,0,0,0.0769338337885326,-0.0652946138811948,0,0,0,-0.0432286388772333,-0.0297243340404037,0,0,0,0,0,0
