,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600487.SH,X300003.SZ,X300124.SZ,X600066.SH,X000100.SZ,X601877.SH,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X002508.SZ,X000050.SZ,X600566.SH,X000981.SZ,X600089.SH,X000157.SZ,X600498.SH,X600177.SH,X002179.SZ,X600707.SH,X000596.SZ,X600699.SH,X300142.SZ,X002180.SZ,X600584.SH,X002049.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.529746011457461,0.215090219996379,0.00069845795145539,0,0,0,0,0,-0.0633912002671966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319271321815991,0,0,0,0,0,0,0,0.0211639654859405,0,0,0,0,0,0,0,0.0171581716621508,-0.0188483196160934,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.140058551811227,0.141159067303891,0,0,0,0.212537051535744,0.210173452022063,0,0,0,0,0,0,0,0,-0.0267707952060064,0,0.107179450500485,0,-0.0486765849646545,-0.0583363042944402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625106427715807,0,0,0,-0.0136190062838577,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0925996511384522,0.23742354336477,0.0743367212287327,0,0.13823934208306,0,0,0.144866784827992,0.0299695565632997,0.0605033497334213,0,0,0.195167707522051,0,0,0,0,0,0,0.0121612984102554,0,0,0.117570085732421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215059208893139,0.0143698416659066,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.431602873066067,0,0,0,0,0.0437479764591484,0,0,0.0147828017872524,0,0,0,0.12836604430816,0,0,0,0,0,0,0,0,0,0,0,0,0.0694555682076193,-0.0553680550261926,0,0,0.172452847829673,0,0,0,0,0,0,0,0,0,0,0,0.116286085536828,0,0,-0.0671506663005688,0,0,0.00195512814463744,0,0,0,0,0,0,0
X000858.SZ,0.0227621047787308,0,0,0.28689250486296,0,0,0,0.126524700252156,0,0,0,0.556210131036151,0.036793349705432,0,0,0,0,-6.93889390390723e-18,0,0,0.00800349157787762,0,0,0,0,0,0,0,0,0,-0.00900507085688106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138626183498795,0,0,0,0,0,0
X600276.SH,0,0,0.0844733597377895,0.0543964213822067,0,0,0,0,0.081093376900295,0.08495491011943,-1.73472347597681e-18,0,0.00239058760306304,0,0,0,0,0,0,0,0.181164466650992,0,0,0,0,0,0,0.0661952322275696,0,0.0782951946880053,0,0,0,0.147797604409489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018358078416567,0,0,0.00382893533109294,0,0.0687175501173768,0,0,0,0,0
X000725.SZ,0.0782339926480521,0,0,0,0,0,0,0,0.171340792686708,0,0,0,0,0,0,0,0,0,0,0,0,0.12272152886015,0,0,0.13857564865101,0,0,0,0,0,0,0.0531464463162584,0.0957169987971846,0,0.090268828262988,0,0,0,0,0.207755279514954,0,0,0,0.0667198366597584,0,0,0.152704023541827,0.0971803662284117,0,0.144998816922706,0,-0.00420643558055723,0,0,0,0,0,0,0
X002304.SZ,0.248304483511641,0,0,0,0.0354102933944024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.343370408637875,0,0,0,0,0,0,0,0,0,0.180954732723954,0,0,0,0,0.0147688847974387,0,0,0.0268427899935994,-0.0502931618705036,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0437040785023847,0,0.472530406115685,0,0,0,0,0,-0.0806508225494123,0,0,0,0,0,0,0,0.157755147678504,0,0,0,0,0,0,-0.0943904406222987,0.299888962184947,0,0,0,0.305190007194538,0,0,0.00671340505164849,0,0,0,0.433271765645757,0,0.0155851683995963,0,0,0,-0.0694798877988317,0,0,0,0.120527140435004,0,-2.16840434497101e-19,0.00439843370229101,0,0,0,0,0,0
X600690.SH,0,0,0,0.0808328327377424,0.202180599981901,0,0,0,0,0,0,0,0.0761664948157774,0.167218091979281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144006575222298,0,0,0,0,0,0,0,0,0,0.0240983287724358,0,0,0,0,0,0,0,0,-0.00254163117831732,0,0,0,0,0,0
