,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X600487.SH,X002236.SZ,X002456.SZ,X300124.SZ,X600809.SH,X000661.SZ,X600867.SH,X000100.SZ,X000596.SZ,X000977.SZ,X600066.SH,X300136.SZ,X600498.SH,X600566.SH,X000625.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002294.SZ,X000157.SZ,X002180.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002049.SZ,X000869.SZ,X600177.SH,X600089.SH,X002371.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.210046864943112,0,0.00179700803593034,0,0,0,0,0,0,0,0,0,0.033980740921299,0,0,0.077385534932357,0,0.0360938264992011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15842919825953,0,0,0,0,0.00170026933487009,0,0,0,0,0,0,0,0,0,0.000432014804179765,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0365800589013465,0,0,0,0,0,0,0,0.221965288695045,0,0.538865963142935,0.00551334741751007,0,0,0,0,-0.104139012508599,0,0,0,0,0,0.0159153300116603,0,0,0,0,0,-0.00359433577280922,0,0,0,-0.116797998466412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339013869575845,0.0180812888880755,0.0355757430848352,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0373770653576216,0,0,0,0,0,0,0,0,0,0,0,0.0350365446383961,0.0966464978940278,0,0,0,0.0730736026187065,0.361112363969437,0,0,0.110209581879411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407240923728208,0.0200195724256517,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0713233755784697,0,0,0,0,0,0,0.0662355913141034,0.141195911288986,0,0,0,0,0,0,0,0.148466849647163,0,0,0,0,0.0532255113029146,0,0,0.207564520534508,0,0,0,0.0375324241685818,0.343767937838468,0,0,0,0.116390162441524,0,0,0,0,0,0,0,0.0712342864888394,0.0249734189170595,0.0338001585174392,0,0,0,0,0,0
X000858.SZ,0.0711728712653614,0,0,0,0,0,0.313608691893111,0,0.144040981618768,-0.00350321663752707,0,0,0.19857287233303,0,0,0,0,0,0,3.46944695195361e-18,0,0.0556182021259959,0,0,0,0,0,0,0.0290874309738325,0,0,0,0,0,0,0,0.0735717526334135,0,0,0,0,0,0,0,0,0,0,0,-0.0160167275760139,0,0,0.00666871982258037,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.127232944966612,0.0157757456657419,0,0,0,0.0124162809510191,0,0.188218134488441,0,0,0,0.217052296042198,0.00761743649102978,0,0,0,0,0,0,0,0.0491374155769536,0,0,0.0293393956626391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016727295636803,0.0204778198755932,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0784040884583781,0.70691178206986,0,0,0,0,-0.118501352776949,0,0,0.209276758277413,0,0,0,0.0825929922494425,0.0997621656573801,0,0,0,0,0,0.0526328030984548,0.0342529537739519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976502894596629,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00894277821917796,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956134043270706,0,0,0,0,0,0,0,0.168272283743491,0,0,0,0.0261000265887897,0,0,0,0,0,0,0,0,0,0,-0.0910128453993716,0.496243986977417,0.118575165721608,0.0878741705982964,0,0,0,0,0,0.00208136197602106,0.00653430009255982,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.299355781627076,0.279713789792249,1.73472347597681e-18,0,0,-0.123347705604788,0.154368812360299,0,0,0,0,0,0,0,0,0,0,0.0871316633137388,0.083959710917944,0,0,0,0.13648999355448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027234303129764,0,0,0.0142840659187187,0.00438212349523078,0,0,0,0,0,0
X000063.SZ,0,0.205358302747218,0,0,0,0,0,0,0,0,0,0,0,0.219068319525033,0,0,0,0,0,0,0,0,0,0,0,0,0.142210484326233,0,0.0123381188506484,0,0,0.0536142198531789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168932730171907,0,0,0.0497607498935622,-0.0800327496392673,0,0,0,0,0,0
X002475.SZ,0.0780079601441785,0,0,0,0,0,0,0,0,0.00815941421844053,0,0,0,0,0,0,0.153348297950931,0,0,0,0,0,0.275881182567484,0,0,0.277614954957588,0,0,-0.144845377249766,0,0.0546344971098228,0,0,0,0,0,0,0.049954845086989,0,0,0,0,0,0,0.184332858803024,0,0,0,0,0,0,0.0165147770387759,0.0371179739352251,0,0,0,0,0,0
X600031.SH,0,0,0.131590298486789,0,0,0,-0.135749400850076,0,0,0,0,0,0,0.00222115853948916,0,0.307123527242654,0,0,0,0.0454604384782308,0.100871426855251,0.0579080366246879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24719996671789,0,0,0.0951098737947487,0,0,0.0577185480876207,0,0,0,0,0,0,0,0.00774998059010317,0.0112035393640213,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.631295924663161,0,0.198226427997285,0,1.38777878078145e-17,0,0,0,0,0,0.1016567241243,0,0,0,0,-0.00598956860542306,0,0,0,0,0,-0.0158546248267349,0,0,0.0306322888221689,0,0,0,0,0,0,0,0,0,0,0,0.196876182813991,0,0,0,0,0,0,-0.0220366184737781,-0.0625819790468348,0,0,0.00650969518980074,0.00126176035299561,0,0,0,0,0,0
X600703.SH,0,0,-0.131770094580728,0,0,0,0,0,0,0.139315466964227,-0.054205270534787,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0876580087662373,0.206945240627377,0,0,0,0,0,0,0,0,0,0,0.309824663909686,0,0,0,0.112621112262375,0,0,0,0,0.0699989845596052,0,0,0,0,0,0,0,0,-0.0463646124197935,-0.0112840557795053,0,0,0,0,0,0,0
X600741.SH,0,0.202558425496543,0,0,0,0,0,0,0.0981819722562283,0,0,0.0650920193660476,0,0,0,0,0.16083130461419,0,0,0.00473639811217394,0,0.124980344451801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936847311799546,0,0.00609006082620074,0,0,0,0.0567141297866168,0,0,0.015082058193699,8.67361737988404e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.067822436522862,0,0.564043148066742,0,0,0,0.0397849875614855,0,0,0,0,0,0,0,0.120520862546876,0,0,0,0,0,0,0.19275093895535,0,0,0,0,0,0,0,0,0,0.00533934389004288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745261134017324,0,0.013959498445243,-0.00155023422393668,0,0,0,0,0,0
X300003.SZ,0,0,0,0.449317209663583,0,0,0,0.148422198281482,0,0,0,0,0,0,0.0260996931979974,0,0,0,0,0,0,0,0,0,0,0.171888079774359,0.163279519139325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184758981852101,0,0.226455973871408,0,0,0,0,0,0,-0.00789317557193539,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221887879240735,0,0.261112896402913,0,0,0,0,0,0,0,0,0,0,0,0.0779304259644451,0,0,0,0,0,0,0,0,0.00704439524762611,0,0,0,0,0,0.497982127301804,0.000865338205328333,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095709489287275,0.00596300774100451,0.274748322889676,0,0,0,0,0,0,0,0.0209791974210936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769580504946899,0,0,-0.0281184042480224,0.0139088797030213,-0.0279123557921029,0,0,0,0,0,0
X002008.SZ,0,0,0.332281581108729,0,0,0,0,0,0,0.0964803801777751,0.111227656706302,0,0.0473490397518086,0,0,0,0.21981570146709,0,0,0,0,0,0,0,0.00458048214159782,0,0,0,0,0,0.00482666573241692,0.0348950149359898,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724674065221514,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368791737871617,0,0,0,0.14038418023396,0.0129375821473915,0,0,0,0,0,-0.0496015336846375,0,0,0,0.139345988023467,0,0,0,0,0,0,0,0,0,0.0334571631460549,0.213975900839279,0,0,0,0,0.085989948285676,0.15156388456185,0,0.00346009474836542,-0.00364074532989713,0,0,0,0,0,0
X002236.SZ,0,0,0.146857407195261,-0.419301260958824,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100960200102799,0,0,0.620793369497636,0,-0.107857402007252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150495102747878,0,0,0.255067915763961,0,0,0,0,0,0,0,0.0785481430742693,0.0331873229492172,0,0.0439806726724542,0.0560270893744185,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.00207270274713176,0.404208057563968,0,0,0.0667249934461128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579202746891526,0,0,0,0,0,0,0,0,0,0,0.0968891375527196,0,0,0,0.191154887652615,0,0,0,0,0,0,0,-0.00996893013817658,0,0,0,0,0,0
X300124.SZ,0,0.0490636492123752,0,0.0977088384465581,0,0,0,0,0,0.0509856710053104,0,0,0,0,0,0,0,0,0,0,0,-0.0251562971642255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.262079002220178,0.254489881002422,0,0,0.0878324894012868,0,0,0,0,0,0.00376034302781671,0.00659111071793936,0.0236498173512366,0,0,0,0,0,0
