,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000559.SZ,X600118.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X002475.SZ,X002241.SZ,X600741.SH,X000157.SZ,X002236.SZ,X600089.SH,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X002049.SZ,X600177.SH,X002506.SZ,X002074.SZ,X000568.SZ,X300003.SZ,X002276.SZ,X600839.SH,X300001.SZ,X002129.SZ,X002294.SZ,X000977.SZ,X600582.SH,X000547.SZ,X600867.SH,X002180.SZ,X000800.SZ,X002085.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.31165323292443,0,0.0918936470175148,0,0,0,0,0,0,0,0,0,0,0,0.114079031883302,0,0,0,0,0,0,0,0,0.0672207546954603,0,0,0,0,0,0,0,0,0,0,0,0,0.0232328151954355,0,0,0,0,0,0,0,0,0,-0.0535039389984072,0.0402483341483756,0.116149627869827,0,0,0,0,0
X600104.SH,0.0734415893036001,0,0,0,0,0,0,0,0,0.319890113122025,0.312663790881567,0,0,0.112215663084245,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378337484536539,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00434629900705209,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128823728205507,0,0,0,0,0.0884745191633711,0.0890249451406226,0,0,0,0,0,0.0285844178411952,0.177905643249755,0.0262041743727421,0.0122089995018667,0,0.0395930217091886,0,0,0,0,0,0,0,0,0.132967071550579,0,0,0,0,0,-0.100604879622425,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.100756785045382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069475552078419,0,0,0,0,0,0.0526663519996403,0,0.0449886569516395,0,0.0302966428288427,0.00256973605247824,0,0,0,0,0.0496918473853097,0,0,0,0.168892238525444,0,0,0,0,0.0634346134220163,0,0,-0.00578283469172861,0.0230270056027031,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0299402271518052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394495891888519,0,0,0.0346822937455375,0,0,0.0227775343235679,0,0,0.0265426633653214,0.0748696253856111,0,0,0,0,0,0,1.0842021724855e-19,0,0.329404551179254,0,-0.0424608081666581,0,0,0,0,0,0,0
X600276.SH,0,0.0508323836738701,0,0,0,0,0,0,0,0.217559878207756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944962644473117,0,0,0,0,0,0,0,0.151896994900637,0,0,0,0,0,0,0.138052486659542,0,0,-0.0723749533613924,0.0824883635475339,0,0,0,0,0,0
X002304.SZ,0,0.17927546035196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112556133758757,0,0,0.00162019663604343,0,0.16816081145663,0,0,0,0,0,0,0,0,0,0.324379382506701,0.0676472908232131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458304449509022,0.00995608011552279,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353227470369904,0,0,-0.0267420096074266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289088140475097,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0122962394896043,0.119403205914193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363676275147452,0.0519882022740034,0.173865458220701,0.000534024693870476,0,0,0.0721807998914978,0,0,0,0,0,0.0538412745212997,0,0,0,0,0.0391406306432531,0,0.273066178374048,0,-0.00156010203393938,0,0,0,0,0,0,0
X000625.SZ,0,0.0722815203481055,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0565371768781908,0.0454607232622386,0,0.155337544976688,0,0,0,0,0,0,0,0.109424818480749,0.0302508580946918,0,0,0,0,0,0,0,0.0956133137024291,0,0,0,0,0,0,0.170035774381014,0,0,0,-0.0102083086283189,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17287644809733,0,0.0662853799117,0,0,0,0,0,0.0127037853625251,0,0,0.0179570575089269,0,0,0,0,0.0538597602570115,0,0.00577937834717849,0,0,-1.73472347597681e-18,0,0,0,0,0.0535996195618923,0,0,0,0,0,0,0.000207156524925959,0,0,-0.106848951314704,0,0,0,0,0,0,0
X000559.SZ,0,0,0.253163909028597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897045890678102,0,0.0638426614084626,0,0.0696275872343516,0,0,0,0,0,0.134702312420274,0.126505604483075,0,0.145113860512316,0,2.77555756156289e-17,0,0,0.170773588859422,0,0,0,-0.016056229253591,-0.0378447045947471,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217317976219281,0,0,0,0.159512002707711,0,0.0146394779206646,0,0.0857075372815408,0,0,0,0,0.0563065866609429,0,0,0,0,0,0,0,0,0.147892698726986,0,0.213139763709438,0,0,0.078053166088268,0,0,0,-0.0138437441286349,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13329493697282,0,0,0,0,0,0,0,0,0,0.14301451799664,0,0,0,0.0612722292441747,0.0786142573158548,0.239910717668327,0,0,0,0,0,0,0,0.0497917894773077,0,0,0,0,0,0,0,0.0318012599532133,0,0,-0.00879647442469729,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0300866393445916,0,0,0,0,0.0178459623613171,0,0,0,0,0,0,0,0,0.108930166901917,0,0,0,0,0,0.0297179617459189,0,0,0.0700821614222365,0,0,0,0,0,0,0,0,0.0651016617856046,0,0,0,0,0.160336967981802,0,0,0,-0.0637563189742575,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219120779482249,0,0,0,0,0,0,0,0,0,0.245655906888066,0.118277611741731,0,0.0228549238679052,0,0,0,0.135546494396379,0,0,0.00641937556905137,0,0,0,0,0,0,0,0,0,0,-0.0788824010838012,0.0345375453636085,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.426283993184224,0,0,0,0,0,0,0.139769070281691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449714030056875,0,0,0.0836403016989259,0,0,0,3.46944695195361e-18,0,0,0.0496488933825239,0,0,0,0.0162197298573073,-2.16840434497101e-19,0,0,-0.022181495324029,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0714149576096712,0,0,0,0,0,0,0,0,0,0.136581530161821,0,0.0855510446807169,0,0.0669840644396573,0,0,0.0758959054892799,0.0108819970754155,0,0,0,0,0.024792889252447,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0482298826931533,0,0,0.152395518898229,0.0987591649288643,0,0,-0.0248517457588611,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0.236429871464937,0,0,0.591432674135369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161886872622793,0,0,0.154930895906278,0,0.164665241759528,0,0,0,0.0349523943747646,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240882806578802,0.0708253769739341,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0316158443770176,0,0,0,0,0,0,0,0,0,0.350719411009784,0,0,0,0,0,0,0,0,0.230238151107297,0,0.110142918749241,0,0,0,0.142627133450705,0,-0.0422134465983225,0,0,-0.0398988373930713,0,0,0,0,0,0.314423269270007,-0.300008941023041,0,0,0,-0.003025158162441,-0.0300740851060534,-0.0313441092930538,0,0,0,0,0
X002241.SZ,0,0,0.223974368586845,0,0,-0.0850707910768831,0,0,0,0,0,0,0,0,0,0.00756087399900822,0,0,0,0,0,0,0,0,0,0.332196158748984,0,0,0,0,0,0.014276397918199,0,0,0,-0.0631093280146143,0.110607607103914,0.138232179557179,0.276010210887247,0,0,0,0,0,0,0,0,0,0,-0.000439910703714481,0,0,0,0,0,0,0
X600741.SH,0,0.0401241645546348,0,0,0,0,0.0545874975432902,0,0.00692994214713326,0.33976079759562,0,0,0.079200043018912,0.126858656768402,0,0,0,0,0.0548468491411244,0,0,0,0,0,0,0,0.00472317245493949,0,0,0.135174334736687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.177775751224348,0,0,0,0.0124971403044081,0,0.136478997702387,0.0144802401193835,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00899322176578067,0,0,0,0,0,0,0.0506199258015257,0,0.215583555305484,0,0,0,0,0.0716850621509425,0,0,0,-0.0372966156232722,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.131246572179773,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.137878642343441,0,0,0,0,0,0.114964412670483,0,0,0.0701438389737118,0,0,0,0,0,0.000569230514244145,0,0,0.033693445230754,0,0,-0.0269427087941498,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.251982739007406,0,0,0,0,0.108744351236325,0,0,0,0,0,0,0.0570654932500356,0,0.140415059073034,0,0,0,0,0,0.0111568554648697,0,0,0.00691860360422515,0,0,0,0,0,0,0.0108440448566922,0,0.0893697161762543,0,0,0,0,0,0,0,0,-0.0405037260182206,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.23009860720051,0,0,0.102909817925203,0,0,0,0.0859636180282872,0,0,0.0414714323803689,0,0.00127366148235891,0,0,0,0,0,0,0.0708459987047068,0.0204243208112969,0,0,0.0110195982585626,0,0,0,0,0,0,0.0875940124218041,0,0.013693625039593,0,0,0,0,0.0792434787030572,5.42101086242752e-20,0,0,-0.0225640051004262,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119514679786021,-0.381261372126823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21398882430045,0,0.176685369668341,0.197707064539081,0,0,0,0,0.0708546632175942,0,0,0,0,0,0,0,0,0,0,0,0,0.0157758601607143,0.498877337474609,-0.547249628427387,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.153794426838996,0,0,0,0.0608214461689936,0,0,0,0.0446129854162481,0,0,0,0,0,0.0987909953441882,0,0,0.119060688272509,0,0,0.026658864880377,0.0384838463367433,0,0,0,0,0,0.219498468877253,0,0.0524533629091081,0,0,0,0,0.0278544010406452,0,0,0,-0.0117597946783272,0.0486543771476171,0,0,0,0,0,0
